ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,eTeff,elogg,eFeH,eL,eM,eR,percent_eM,percent_eR,percent_eL
HIP32851,1.18,0.099,0.099,1.427,0.039,0.039,6628.0,89.0,89.0,-0.39,0.03,0.03,,,,,4.19,0.06,0.06,0.0,3.538,0.011,0.011,0.0,ms,F,,,,,,Soubiran24,A/I,3,89.0,0.06,0.03,0.011,0.099,0.039,8.389830508474578,2.7330063069376314,0.3109101187111362
HIP91949,1.094,0.065,0.065,0.964,0.017,0.017,5315.0,48.0,48.0,0.3,0.02,0.02,,,,,4.47,0.01,0.01,0.0,0.668,0.001,0.001,0.0,ms,G,,,,,,Soubiran24,A/I,3,48.0,0.01,0.02,0.001,0.065,0.017,5.941499085923217,1.7634854771784234,0.1497005988023952
HIP93427,1.255,0.079,0.079,1.285,0.027,0.027,6016.0,63.0,63.0,-0.05,0.02,0.02,,,,,4.3,0.01,0.01,0.0,1.947,0.003,0.003,0.0,ms,F,,,,,,Soubiran24,A/I,3,63.0,0.01,0.02,0.003,0.079,0.027,6.294820717131475,2.1011673151750974,0.15408320493066255
HIP97527,1.356,0.106,0.106,1.304,0.034,0.034,6236.0,81.0,81.0,-0.09,0.02,0.02,,,,,4.33,0.01,0.01,0.0,2.315,0.006,0.006,0.0,ms,F,,,,,,Soubiran24,A/I,3,81.0,0.01,0.02,0.006,0.106,0.034,7.817109144542772,2.607361963190184,0.25917926565874727
KIC8430105_B,0.8134,0.005,0.005,0.7494,0.0042,0.0039,5655.0,80.0,80.0,-0.46,0.1,0.1,,,,,4.599,0.0037,0.0041,0.0,0.51743,0.03019,0.02916,1.0,ms,,85.18,0.26,0.00879784,True,True,Thomsen22,EB,3,80.0,0.0039000000000000003,0.1,0.029675,0.005,0.00405,0.6147037128104254,0.5404323458767013,5.735075275882728
alf_Cen_A,1.105,0.007,0.007,1.224,0.003,0.003,5824.0,26.0,26.0,0.24,0.04,0.04,,,,,4.306,0.004,0.004,,1.549,0.029,0.029,,ms,G,,,,True,True,torres10,EB,1,26.0,0.004,0.04,0.029,0.007,0.003,0.6334841628959277,0.24509803921568626,1.872175597159458
alf_Cen_B,0.934,0.006,0.006,0.863,0.005,0.005,5223.0,62.0,62.0,0.24,0.04,0.04,,,,,4.536,0.006,0.006,,0.498,0.025,0.025,,ms,G,,,,True,True,torres10,EB,1,62.0,0.006,0.04,0.025,0.006,0.005,0.6423982869379015,0.5793742757821553,5.020080321285141
V432_Aur_B,1.079,0.005,0.005,1.224,0.007,0.007,6685.0,85.0,85.0,-0.6,0.05,0.05,,,,,4.296,0.005,0.005,,2.685,0.146,0.146,,ms,F,,,,True,True,torres10,EB,1,85.0,0.005,0.05,0.146,0.005,0.007,0.4633920296570899,0.5718954248366014,5.437616387337058
Kepler-34A,1.0479,0.0033,0.003,1.1618,0.0027,0.0031,5913.0,130.0,130.0,-0.07,0.15,0.15,,,,,4.3284,0.0021,0.0021,,1.49,0.13,0.13,,ms,G,,,,True,True,welsh12,EB,1,130.0,0.0021,0.15,0.13,0.00315,0.0029,0.3006012024048096,0.24961266999483558,8.724832214765101
Kepler-34B,1.0208,0.0022,0.0022,1.0927,0.0032,0.0027,5867.0,130.0,130.0,-0.07,0.15,0.15,,,,,4.3703,0.0022,0.0022,,1.28,0.11,0.11,,ms,G,,,,True,True,welsh12,EB,1,130.0,0.0022,0.15,0.11,0.0022,0.0029500000000000004,0.21551724137931036,0.2699734602361124,8.59375
Kepler-35A,0.8876,0.0051,0.0053,1.0284,0.002,0.0019,5606.0,150.0,150.0,-0.34,0.2,0.2,,,,,4.3623,0.002,0.002,,0.94,0.1,0.1,,ms,G,,,,True,True,welsh12,EB,1,150.0,0.002,0.2,0.1,0.0052,0.00195,0.5858494817485355,0.18961493582263708,10.638297872340425
Kepler-35B,0.8094,0.0041,0.0044,0.7861,0.002,0.0022,5202.0,100.0,100.0,-0.34,0.2,0.2,,,,,4.5556,0.0016,0.0016,,0.41,0.03,0.03,,ms,G,,,,True,True,welsh12,EB,1,100.0,0.0016,0.2,0.03,0.00425,0.0021000000000000003,0.5250803063998024,0.26714158504007124,7.317073170731708
47_Tuc_E32_A,0.862,0.002,0.002,1.183,0.001,0.001,6025.6,18.08,18.08,-0.71,0.1,0.1,,,,,4.227,0.002,0.002,0.0,1.66,0.05,0.05,0.0,ms,,59.46,0.1,0.019895728,True,True,Xiong23,EB,3,18.08,0.002,0.1,0.05,0.002,0.001,0.2320185614849188,0.08453085376162299,3.0120481927710845
47_Tuc_E32_B,0.827,0.002,0.002,1.004,0.002,0.002,5956.62,17.87,17.87,-0.71,0.1,0.1,,,,,4.352,0.003,0.003,0.0,1.15,0.03,0.03,0.0,ms,,59.46,0.1,0.016885301,True,True,Xiong23,EB,3,17.87,0.003,0.1,0.03,0.002,0.002,0.24183796856106413,0.19920318725099603,2.608695652173913
AL_Ari_A,1.164,0.001,0.001,1.372,0.004,0.004,6367.96,25.47,25.47,-0.42,0.08,0.08,,,,,4.229,0.005,0.005,0.0,2.79,0.11,0.11,0.0,ms,F6,12.9503,0.0014,0.105943492,True,True,Xiong23,EB,3,25.47,0.005,0.08,0.11,0.001,0.004,0.08591065292096221,0.2915451895043732,3.942652329749104
ASAS_J045021+2300.4_A,0.934,0.007,0.007,1.058,0.01,0.01,5662.39,28.31,28.31,-0.26,0.26,0.26,,,,,4.36,0.018,0.018,0.0,1.0,0.1,0.1,0.0,ms,,6.494,0.035,0.162919618,True,True,Xiong23,EB,3,28.31,0.018,0.26,0.1,0.007,0.01,0.7494646680942184,0.9451795841209829,10.0
ASAS_J065134-2211.5_A,0.956,0.005,0.005,0.997,0.002,0.002,5495.41,43.96,43.96,0.09,0.13,0.13,,,,,4.421,0.003,0.003,0.0,0.817,0.062,0.058,0.0,ms,,20.18,0.07,0.049405352,True,True,Xiong23,EB,3,43.96,0.003,0.13,0.06,0.005,0.002,0.5230125523012552,0.20060180541624875,7.343941248470013
ASAS_J085002+1752.5_A,1.326,0.001,0.001,1.571,0.011,0.011,6561.45,91.86,91.86,-0.01,0.27,0.27,,,,,4.168,0.014,0.014,0.0,4.12,0.59,0.52,0.0,ms,,18.076,0.012,0.086910821,True,True,Xiong23,EB,3,91.86,0.014,0.27,0.5549999999999999,0.001,0.011,0.07541478129713423,0.7001909611712285,13.470873786407765
ASAS_J090232-5653.4_A,1.436,0.007,0.007,1.527,0.003,0.003,7030.72,98.43,98.43,-0.15,0.13,0.13,,,,,4.201,0.006,0.006,0.0,5.14,0.71,0.62,0.0,ms,,44.75,0.17,0.034122905,True,True,Xiong23,EB,3,98.43,0.006,0.13,0.665,0.007,0.003,0.4874651810584959,0.19646365422396858,12.937743190661479
ASAS_J090232-5653.4_B,1.372,0.008,0.008,1.392,0.003,0.003,6683.44,100.25,100.25,-0.15,0.13,0.13,,,,,4.244,0.007,0.007,0.0,3.48,0.52,0.45,0.0,ms,,44.75,0.17,0.031106145,True,True,Xiong23,EB,3,100.25,0.007,0.13,0.485,0.008,0.003,0.5830903790087464,0.21551724137931036,13.936781609195402
ASAS_J163903-2847.2_A,1.421,0.002,0.002,2.157,0.003,0.003,6637.43,33.19,33.19,-0.19,0.16,0.16,,,,,3.923,0.002,0.002,0.0,8.15,0.38,0.37,0.0,ms,,47.0,0.04,0.045893617,True,True,Xiong23,EB,3,33.19,0.002,0.16,0.375,0.002,0.003,0.14074595355383532,0.13908205841446453,4.601226993865031
ASAS_J163903-2847.2_B,1.141,0.001,0.001,1.224,0.002,0.002,6591.74,164.79,164.79,-0.19,0.16,0.16,,,,,4.32,0.003,0.003,0.0,2.55,0.66,0.53,0.0,ms,,47.0,0.04,0.026042553,True,True,Xiong23,EB,3,164.79,0.003,0.16,0.595,0.001,0.002,0.0876424189307625,0.16339869281045752,23.333333333333336
ASAS_J171750-1915.3_A,1.357,0.001,0.001,1.676,0.003,0.003,6531.31,58.78,58.78,0.04,0.12,0.12,,,,,4.122,0.003,0.003,0.0,4.61,0.4,0.37,0.0,ms,F,12.564,0.009,0.133397007,True,True,Xiong23,EB,3,58.78,0.003,0.12,0.385,0.001,0.003,0.07369196757553427,0.17899761336515513,8.351409978308025
ASAS_J171750-1915.3_B,1.345,0.001,0.001,1.648,0.003,0.003,6501.3,58.51,58.51,0.04,0.12,0.12,,,,,4.133,0.003,0.003,0.0,4.38,0.38,0.35,0.0,ms,F,12.564,0.009,0.131168418,True,True,Xiong23,EB,3,58.51,0.003,0.12,0.365,0.001,0.003,0.07434944237918216,0.1820388349514563,8.333333333333334
ASAS_J231922-0852.2_A,1.136,0.001,0.001,1.64,0.004,0.004,6266.14,18.8,18.8,-0.39,0.07,0.07,,,,,4.064,0.005,0.005,0.0,3.74,0.11,0.11,0.0,ms,,18.04,0.015,0.090909091,True,True,Xiong23,EB,3,18.8,0.005,0.07,0.11,0.001,0.004,0.08802816901408451,0.24390243902439027,2.941176470588235
ASAS_J231922-0852.2_B,1.006,0.001,0.001,1.11,0.01,0.01,6237.35,43.66,43.66,-0.39,0.07,0.07,,,,,4.35,0.018,0.018,0.0,1.68,0.13,0.12,0.0,ms,,18.04,0.015,0.061529933,True,True,Xiong23,EB,3,43.66,0.018,0.07,0.125,0.001,0.01,0.09940357852882704,0.9009009009009008,7.440476190476191
ASASSN-V_J010440.99+051109.8_A,0.811,0.002,0.002,0.737,0.071,0.071,5212.25,31.08,31.08,-0.074,0.029,0.029,,,,,4.658,0.051,0.051,0.0,0.36,0.2,0.13,0.0,ms,,19.16652998,,0.038452448,True,True,Xiong23,EB,3,31.08,0.051,0.029,0.165,0.002,0.071,0.2466091245376079,9.633649932157395,45.833333333333336
ASASSN-V_J010440.99+051109.8_B,0.847,0.002,0.002,1.082,0.059,0.059,4881.07,55.75,55.75,-0.074,0.029,0.029,,,,,4.297,0.068,0.068,0.0,0.6,0.19,0.14,0.0,ms,,19.16652998,,0.056452577,True,True,Xiong23,EB,3,55.75,0.068,0.029,0.165,0.002,0.059,0.2361275088547816,5.4528650646950085,27.5
ASASSN-V_J172607.12+564531.5_A,1.069,0.04,0.04,1.272,0.241,0.241,5845.57,42.64,42.64,-0.114,0.041,0.041,,,,,4.366,0.07,0.07,0.0,1.7,2.38,0.99,0.0,ms,,14.40911851,,0.088277433,True,True,Xiong23,EB,3,42.64,0.07,0.041,1.685,0.04,0.241,3.7418147801683816,18.946540880503143,99.11764705882354
BN_Scl_A,1.407,0.001,0.001,1.834,0.003,0.003,6309.57,18.93,18.93,-0.23,0.06,0.06,,,,,4.059,0.003,0.003,0.0,4.81,0.13,0.13,0.0,ms,F7,13.8252,0.0063,0.132656309,True,True,Xiong23,EB,3,18.93,0.003,0.06,0.13,0.001,0.003,0.07107320540156362,0.16357688113413302,2.702702702702703
BN_Scl_B,1.244,0.001,0.001,1.38,0.004,0.004,6237.35,31.19,31.19,-0.23,0.06,0.06,,,,,4.256,0.006,0.006,0.0,2.6,0.13,0.12,0.0,ms,F8,13.8252,0.0063,0.099817724,True,True,Xiong23,EB,3,31.19,0.006,0.06,0.125,0.001,0.004,0.08038585209003216,0.2898550724637682,4.8076923076923075
Cl*_NGC_2632_KP_401228_A,0.983,0.029,0.029,1.315,0.197,0.197,6366.84,11.14,11.14,-0.09,0.009,0.009,,,,,4.162,0.016,0.016,0.0,2.56,2.55,1.28,0.0,ms,,12.30985467,,0.106824982,True,True,Xiong23,EB,3,11.14,0.016,0.009,1.915,0.029,0.197,2.9501525940996953,14.980988593155894,74.8046875
DS_And_B,1.087,0.017,0.017,1.255,0.006,0.006,5970.35,59.7,59.7,-0.03,0.02,0.02,,,,,4.277,0.025,0.025,0.0,1.8,0.18,0.16,0.0,ms,,36.67167013,,0.034222603,True,True,Xiong23,EB,3,59.7,0.025,0.02,0.16999999999999998,0.017,0.006,1.5639374425023,0.47808764940239046,9.444444444444445
EPIC210822691_A,1.09,0.004,0.004,1.25,0.004,0.004,5956.62,53.61,53.61,0.0,0.05,0.05,,,,,4.286,0.021,0.021,0.0,1.77,0.16,0.14,0.0,ms,,21.51646759,,0.058095038,True,True,Xiong23,EB,3,53.61,0.021,0.05,0.15000000000000002,0.004,0.004,0.3669724770642202,0.32,8.474576271186441
EPIC210822691_B,0.96,0.009,0.009,0.94,0.004,0.004,5559.04,66.71,66.71,0.0,0.05,0.05,,,,,4.473,0.033,0.033,0.0,0.76,0.091,0.081,0.0,ms,,21.51646759,,0.043687468,True,True,Xiong23,EB,3,66.71,0.033,0.05,0.086,0.009,0.004,0.9374999999999999,0.4255319148936171,11.31578947368421
EPIC211563123_A,1.148,0.009,0.009,2.081,0.105,0.105,5971.97,10.79,10.79,-0.234,0.01,0.01,,,,,3.8,0.04,0.04,0.0,4.97,1.3,1.03,0.0,ms,,37.21705321,,0.055915228,True,True,Xiong23,EB,3,10.79,0.04,0.01,1.165,0.009,0.105,0.7839721254355401,5.045651129264777,23.440643863179076
EPIC211563123_B,1.157,0.009,0.009,2.15,0.161,0.161,5665.94,84.29,84.29,-0.234,0.01,0.01,,,,,3.836,0.078,0.078,0.0,4.3,1.93,1.33,0.0,ms,,37.21705321,,0.057769216,True,True,Xiong23,EB,3,84.29,0.078,0.01,1.63,0.009,0.161,0.7778738115816767,7.488372093023257,37.906976744186046
EPIC211770390_A,0.825,0.03,0.03,2.156,0.322,0.322,5840.19,128.78,128.78,0.034,0.067,0.067,,,,,3.972,0.107,0.107,0.0,4.88,5.1,2.49,0.0,ms,,19.31968792,,0.111596006,True,True,Xiong23,EB,3,128.78,0.107,0.067,3.795,0.03,0.322,3.6363636363636367,14.935064935064936,77.76639344262296
EPIC211770390_B,0.859,0.03,0.03,1.998,0.332,0.332,5343.71,240.28,240.28,0.034,0.067,0.067,,,,,3.77,0.153,0.153,0.0,2.94,4.08,1.71,0.0,ms,,19.31968792,,0.10341782,True,True,Xiong23,EB,3,240.28,0.153,0.067,2.895,0.03,0.332,3.492433061699651,16.616616616616618,98.46938775510205
EPIC219394517_A,1.078,0.001,0.001,1.055,0.005,0.005,5929.25,41.5,41.5,0.07,0.03,0.03,,,,,4.425,0.009,0.009,0.0,1.2,0.1,0.1,0.0,ms,G0,18.954,0.012,0.055661074,True,True,Xiong23,EB,3,41.5,0.009,0.03,0.1,0.001,0.005,0.09276437847866419,0.47393364928909953,8.333333333333334
EPIC219394517_B,1.066,0.001,0.001,1.042,0.005,0.005,5874.89,41.12,41.12,0.07,0.03,0.03,,,,,4.43,0.01,0.01,0.0,1.2,0.1,0.1,0.0,ms,G1,18.954,0.012,0.054975203,True,True,Xiong23,EB,3,41.12,0.01,0.03,0.1,0.001,0.005,0.09380863039399624,0.4798464491362764,8.333333333333334
EPIC219511354_A,0.912,0.006,0.006,0.92,0.007,0.007,5035.01,65.46,65.46,0.07,0.03,0.03,,,,,4.47,0.016,0.016,0.0,0.491,0.065,0.057,0.0,ms,K,6.979,0.052,0.131824044,True,True,Xiong23,EB,3,65.46,0.016,0.03,0.061,0.006,0.007,0.6578947368421052,0.7608695652173914,12.423625254582484
EPIC219511354_B,0.822,0.007,0.007,0.851,0.007,0.007,4688.13,56.26,56.26,0.07,0.03,0.03,,,,,4.494,0.017,0.017,0.0,0.316,0.039,0.035,0.0,ms,K,6.979,0.052,0.12193724,True,True,Xiong23,EB,3,56.26,0.017,0.03,0.037000000000000005,0.007,0.007,0.8515815085158153,0.8225616921269097,11.708860759493673
EPIC219568666_A,1.121,0.006,0.006,1.178,0.003,0.003,6137.62,42.96,42.96,0.07,0.03,0.03,,,,,4.346,0.005,0.005,0.0,1.77,0.12,0.11,0.0,ms,F8,27.086,0.089,0.043491102,True,True,Xiong23,EB,3,42.96,0.005,0.03,0.11499999999999999,0.006,0.003,0.5352363960749331,0.2546689303904924,6.497175141242938
HD285001_A,1.324,0.016,0.016,2.399,0.078,0.078,6692.25,14.63,14.63,-0.108,0.013,0.013,,,,,3.998,0.024,0.024,0.0,10.4,1.71,1.47,0.0,ms,,14.95683618,,0.160394884,True,True,Xiong23,EB,3,14.63,0.024,0.013,1.5899999999999999,0.016,0.078,1.2084592145015105,3.2513547311379742,15.288461538461538
KIC3439031_A,1.226,0.001,0.001,1.407,0.001,0.001,6531.31,97.97,97.97,0.1,0.13,0.13,,,,,4.23,0.001,0.001,0.0,3.25,0.48,0.42,0.0,ms,F,18.646,0.13,0.075458543,True,True,Xiong23,EB,3,97.97,0.001,0.13,0.44999999999999996,0.001,0.001,0.08156606851549755,0.07107320540156362,13.846153846153843
KIC3439031_B,1.227,0.001,0.001,1.403,0.001,0.001,6531.31,97.97,97.97,0.1,0.13,0.13,,,,,4.233,0.002,0.002,0.0,3.23,0.48,0.42,0.0,ms,F,18.646,0.13,0.07524402,True,True,Xiong23,EB,3,97.97,0.002,0.13,0.44999999999999996,0.001,0.001,0.08149959250203749,0.07127583749109052,13.931888544891638
KIC5359678_A,1.32,0.06,0.06,1.52,0.04,0.04,6500.0,50.0,50.0,-0.104,0.046,0.046,,,,,4.2,0.079,0.079,0.0,3.72,0.56,0.49,0.0,ms,F,19.19,,0.079207921,True,True,Xiong23,EB,3,50.0,0.079,0.046,0.525,0.06,0.04,4.545454545454545,2.6315789473684212,14.11290322580645
KIC7821010_A,1.277,0.007,0.007,1.276,0.005,0.005,6714.29,67.14,67.14,0.1,0.08,0.08,,,,,4.332,0.007,0.007,0.0,2.99,0.3,0.27,0.0,ms,,47.83,0.2,0.026677817,True,True,Xiong23,EB,3,67.14,0.007,0.08,0.28500000000000003,0.007,0.005,0.5481597494126861,0.39184952978056425,9.531772575250837
KIC7821010_B,1.221,0.007,0.007,1.21,0.006,0.006,6561.45,72.18,72.18,0.1,0.08,0.08,,,,,4.359,0.009,0.009,0.0,2.45,0.27,0.24,0.0,ms,,47.83,0.2,0.02529793,True,True,Xiong23,EB,3,72.18,0.009,0.08,0.255,0.007,0.006,0.5733005733005733,0.49586776859504134,10.408163265306122
KIC8301013_A,1.29,0.02,0.02,1.45,0.01,0.01,6144.0,100.0,100.0,-0.019,0.035,0.035,,,,,4.22,0.01,0.01,0.0,2.7,0.44,0.38,0.0,ms,F,15.2,0.1,0.095394737,True,True,Xiong23,EB,3,100.0,0.01,0.035,0.41000000000000003,0.02,0.01,1.5503875968992247,0.6896551724137931,15.185185185185183
KIC8301013_B,1.11,0.05,0.05,1.2,0.01,0.01,5966.0,97.0,97.0,-0.019,0.035,0.035,,,,,4.33,0.02,0.02,0.0,1.64,0.27,0.24,0.0,ms,F,15.2,0.1,0.078947368,True,True,Xiong23,EB,3,97.0,0.02,0.035,0.255,0.05,0.01,4.504504504504504,0.8333333333333334,15.548780487804878
KIC9850387_B,1.062,0.002,0.002,1.081,0.001,0.001,6165.95,30.83,30.83,-0.2,0.05,0.05,,,,,4.396,0.003,0.003,0.0,1.52,0.07,0.07,0.0,ms,G,11.52912366,,0.093762547,True,True,Xiong23,EB,3,30.83,0.003,0.05,0.07,0.002,0.001,0.18832391713747645,0.09250693802035154,4.605263157894737
KOI-6964_A,1.307,0.025,0.025,1.42,0.198,0.198,6452.39,54.82,54.82,-0.204,0.031,0.031,,,,,4.244,0.046,0.046,0.0,3.15,2.86,1.5,0.0,ms,,14.88816689,,0.095377759,True,True,Xiong23,EB,3,54.82,0.046,0.031,2.1799999999999997,0.025,0.198,1.912777352716144,13.943661971830988,69.2063492063492
NGC_2506_V4_A,1.478,0.003,0.003,2.3,0.006,0.006,6823.39,40.94,40.94,-0.36,0.1,0.1,,,,,3.884,0.007,0.007,0.0,10.33,0.61,0.58,0.0,ms,,11.87,0.02,0.193765796,True,True,Xiong23,EB,3,40.94,0.007,0.1,0.595,0.003,0.006,0.20297699594046006,0.2608695652173913,5.759922555663117
NGC_2506_V4_B,1.25,0.004,0.004,1.534,0.008,0.008,6823.39,40.94,40.94,-0.36,0.1,0.1,,,,,4.163,0.012,0.012,0.0,4.6,0.28,0.27,0.0,ms,,11.87,0.02,0.129233361,True,True,Xiong23,EB,3,40.94,0.012,0.1,0.275,0.004,0.008,0.32,0.5215123859191656,5.978260869565219
TYC_1332-131-1_A,1.2,0.014,0.014,2.412,0.21,0.21,6082.8,7.88,7.88,-0.078,0.006,0.006,,,,,3.992,0.011,0.011,0.0,7.18,3.54,2.37,0.0,ms,,12.3748729,,0.194911093,True,True,Xiong23,EB,3,7.88,0.011,0.006,2.955,0.014,0.21,1.1666666666666667,8.706467661691542,41.15598885793872
TYC_1332-131-1_B,1.309,0.014,0.014,1.551,0.159,0.159,6017.11,128.33,128.33,-0.078,0.006,0.006,,,,,4.173,0.133,0.133,0.0,2.84,1.9,1.14,0.0,ms,,12.3748729,,0.125334621,True,True,Xiong23,EB,3,128.33,0.133,0.006,1.52,0.014,0.159,1.0695187165775402,10.251450676982593,53.521126760563384
TYC_2271-1530-1_A,1.123,0.031,0.031,1.723,0.08,0.08,6492.12,13.9,13.9,-0.101,0.013,0.013,,,,,4.006,0.023,0.023,0.0,4.75,1.14,0.92,0.0,ms,,24.82086886,,0.069417393,True,True,Xiong23,EB,3,13.9,0.023,0.013,1.03,0.031,0.08,2.7604630454140695,4.643064422518862,21.68421052631579
TYC_2271-1530-1_B,1.123,0.031,0.031,1.68,0.13,0.13,6625.81,94.05,94.05,-0.101,0.013,0.013,,,,,4.037,0.088,0.088,0.0,4.91,2.27,1.55,0.0,ms,,24.82086886,,0.067684979,True,True,Xiong23,EB,3,94.05,0.088,0.013,1.9100000000000001,0.031,0.13,2.7604630454140695,7.738095238095238,38.90020366598778
Tyc_5227-1023-1_A,0.956,0.007,0.007,1.388,0.004,0.004,6353.31,88.95,88.95,-0.63,0.11,0.11,,,,,4.13,0.01,0.01,0.0,2.83,0.39,0.34,0.0,ms,F7,13.54,0.07,0.10252698,True,True,Xiong23,EB,3,88.95,0.01,0.11,0.365,0.007,0.004,0.7322175732217574,0.2881844380403459,12.897526501766784
Tyc_5227-1023-1_B,0.839,0.005,0.005,0.977,0.004,0.004,5929.25,94.87,94.87,-0.63,0.11,0.11,,,,,4.38,0.01,0.01,0.0,1.1,0.2,0.1,0.0,ms,,13.54,0.07,0.072167766,True,True,Xiong23,EB,3,94.87,0.01,0.11,0.15000000000000002,0.005,0.004,0.5959475566150179,0.4094165813715456,13.636363636363637
UCAC4_473-001351_A,1.105,0.023,0.023,1.46,0.186,0.186,5897.59,25.76,25.76,0.079,0.024,0.024,,,,,4.173,0.043,0.043,0.0,2.32,1.86,1.03,0.0,ms,,25.18153515,,0.057978991,True,True,Xiong23,EB,3,25.76,0.043,0.024,1.445,0.023,0.186,2.0814479638009047,12.739726027397262,62.2844827586207
UCAC4_473-001351_B,0.932,0.023,0.023,1.882,0.239,0.239,6119.73,295.09,295.09,0.079,0.024,0.024,,,,,3.857,0.126,0.126,0.0,4.48,4.86,2.33,0.0,ms,,25.18153515,,0.074737302,True,True,Xiong23,EB,3,295.09,0.126,0.024,3.595,0.023,0.239,2.4678111587982827,12.699256110520723,80.24553571428571
UCAC4_555-031577_A,1.151,0.04,0.04,1.572,0.144,0.144,6546.17,39.09,39.09,-0.384,0.027,0.027,,,,,4.124,0.044,0.044,0.0,4.09,2.17,1.42,0.0,ms,,11.46449241,,0.137119023,True,True,Xiong23,EB,3,39.09,0.044,0.027,1.795,0.04,0.144,3.475238922675934,9.16030534351145,43.88753056234719
UCAC4_555-031577_B,0.85,0.04,0.04,1.132,0.11,0.11,5736.81,52.19,52.19,-0.384,0.027,0.027,,,,,4.259,0.114,0.114,0.0,1.25,0.72,0.46,0.0,ms,,11.46449241,,0.098739653,True,True,Xiong23,EB,3,52.19,0.114,0.027,0.59,0.04,0.11,4.705882352941177,9.71731448763251,47.2
UCAC4_570-022931_A,1.271,0.04,0.04,2.225,0.151,0.151,6436.53,24.81,24.81,0.063,0.023,0.023,,,,,4.05,0.041,0.041,0.0,7.66,2.84,2.07,0.0,ms,,15.89812825,,0.139953582,True,True,Xiong23,EB,3,24.81,0.041,0.023,2.455,0.04,0.151,3.1471282454760034,6.786516853932584,32.04960835509139
UCAC4_576-009710_A,1.265,0.009,0.009,1.131,0.161,0.161,6164.53,14.12,14.12,-0.087,0.013,0.013,,,,,4.272,0.023,0.023,0.0,1.67,1.55,0.8,0.0,ms,,11.80963692,,0.095769244,True,True,Xiong23,EB,3,14.12,0.023,0.013,1.175,0.009,0.161,0.7114624505928854,14.235190097259064,70.35928143712574
UCAC4_576-009710_B,1.233,0.009,0.009,2.0,0.139,0.139,5132.08,274.89,274.89,-0.087,0.013,0.013,,,,,3.924,0.077,0.077,0.0,2.5,2.0,1.11,0.0,ms,,11.80963692,,0.169353217,True,True,Xiong23,EB,3,274.89,0.077,0.013,1.5550000000000002,0.009,0.139,0.72992700729927,6.950000000000001,62.20000000000001
UCAC4_625-128029_A,1.187,0.007,0.007,1.825,0.149,0.149,6016.9,32.34,32.34,-0.105,0.02,0.02,,,,,4.239,0.03,0.03,0.0,3.94,1.82,1.24,0.0,ms,,19.90498668,,0.091685568,True,True,Xiong23,EB,3,32.34,0.03,0.02,1.53,0.007,0.149,0.5897219882055602,8.164383561643834,38.83248730964467
UCAC4_625-128029_B,0.986,0.007,0.007,1.905,0.247,0.247,5495.31,43.96,43.96,-0.105,0.02,0.02,,,,,3.872,0.132,0.132,0.0,2.99,2.46,1.35,0.0,ms,,19.90498668,,0.095704661,True,True,Xiong23,EB,3,43.96,0.132,0.02,1.905,0.007,0.247,0.7099391480730224,12.965879265091862,63.7123745819398
V*_MW_Aur_A,1.412,0.11,0.11,2.279,0.426,0.426,7007.88,68.71,68.71,-0.039,0.036,0.036,,,,,4.016,0.057,0.057,0.0,11.3,15.56,6.54,0.0,ms,,35.8495278,,0.06357127,True,True,Xiong23,EB,3,68.71,0.057,0.036,11.05,0.11,0.426,7.790368271954675,18.69240895129443,97.78761061946902
V*_V714_And_B,1.344,0.103,0.103,1.717,0.026,0.026,6396.25,36.37,36.37,0.168,0.01,0.01,,,,,4.096,0.057,0.057,0.0,4.45,0.41,0.37,0.0,ms,,18.12862638,,0.094712085,True,True,Xiong23,EB,3,36.37,0.057,0.01,0.39,0.103,0.026,7.6636904761904745,1.5142690739662201,8.764044943820224
V818_Tau_A,1.024,0.001,0.001,0.923,0.007,0.007,5649.37,22.6,22.6,0.05,0.05,0.05,,,,,4.518,0.014,0.014,0.0,0.782,0.039,0.037,0.0,ms,,16.05,,0.057507788,True,True,Xiong23,EB,3,22.6,0.014,0.05,0.038,0.001,0.007,0.09765625,0.7583965330444205,4.859335038363171
ZTF_J034350.31+515137.1_A,1.061,0.043,0.043,1.487,0.154,0.154,5901.86,73.94,73.94,0.026,0.055,0.055,,,,,4.323,0.093,0.093,0.0,2.42,1.53,0.94,0.0,ms,,9.014663159,,0.164953473,True,True,Xiong23,EB,3,73.94,0.093,0.055,1.2349999999999999,0.043,0.154,4.052780395852969,10.356422326832549,51.03305785123967
ZTF_J034350.31+515137.1_B,0.893,0.043,0.043,1.721,0.292,0.292,5284.07,132.16,132.16,0.026,0.055,0.055,,,,,3.917,0.171,0.171,0.0,2.08,2.62,1.16,0.0,ms,,9.014663159,,0.190911182,True,True,Xiong23,EB,3,132.16,0.171,0.055,1.8900000000000001,0.043,0.292,4.8152295632698765,16.966879721092386,90.86538461538461
