ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,eTeff,elogg,eFeH,eL,eM,eR,percent_eM,percent_eR,percent_eL
KIC7037405_B,1.11,0.011,0.011,1.746,0.014,0.014,6094.0,138.0,148.0,-0.27,0.1,0.1,,,,,3.999,0.0071,0.0071,0.0,3.78785,0.80815,0.3599,1.0,ms,,193.8,0.89,0.009009288,True,True,Brogaard18,EB,3,143.0,0.0071,0.1,0.584025,0.011,0.014,0.9909909909909907,0.8018327605956472,15.418377179666566
KIC9540226_B,1.002,0.015,0.015,1.014,0.014,0.014,6157.0,131.0,131.0,-0.23,0.1,0.1,,,,,4.427,0.1,0.1,0.0,1.33121,0.23289,0.11564,1.0,ms,,176.0,1.3,0.005761364,True,True,Brogaard18,EB,3,131.0,0.1,0.1,0.174265,0.015,0.014,1.4970059880239521,1.3806706114398424,13.090721974744781
KIC9970397_B,1.003,0.0085,0.0085,1.1089,0.0052,0.0052,6221.0,125.0,125.0,-0.35,0.1,0.1,,,,,4.3493,0.0054,0.0054,0.0,1.65928,0.16483,0.13032,1.0,ms,,207.92,0.73,0.005333301,True,True,Brogaard18,EB,3,125.0,0.0054,0.1,0.147575,0.0085,0.0052,0.8474576271186443,0.46893317702227433,8.893917843884093
KIC10709834,1.39,0.04,0.03,1.76,0.03,0.02,6508.0,84.0,84.0,-0.08,0.09,0.09,,,,,4.092,0.01,0.01,,5.709,0.462955304,0.462955304,,ms,F,,,,,,C14bruntt,A,1,84.0,0.01,0.09,0.462955304,0.035,0.025,2.5179856115107917,1.4204545454545454,8.109218847433878
KIC1430163,1.34,0.06,0.06,1.48,0.03,0.03,6520.0,84.0,84.0,-0.11,0.09,0.09,,,,,4.221,0.013,0.014,,3.592,0.288982235,0.288982235,,ms,F,,,,,,C14bruntt,A,1,84.0,0.0135,0.09,0.288982235,0.06,0.03,4.477611940298507,2.027027027027027,8.045162444320711
KIC5021689,1.22,0.08,0.07,1.79,0.04,0.04,6168.0,84.0,84.0,-0.08,0.09,0.09,,,,,4.016,0.011,0.01,,4.306,0.358627328,0.358627328,,ms,F,,,,,,C14bruntt,A,1,84.0,0.010499999999999999,0.09,0.358627328,0.07500000000000001,0.04,6.147540983606558,2.2346368715083798,8.328549187180679
KIC5450445,1.39,0.07,0.06,1.99,0.04,0.04,6112.0,84.0,84.0,0.05,0.09,0.09,,,,,3.985,0.009,0.009,,5.484,0.465478939,0.465478939,,ms,F,,,,,,C14bruntt,A,1,84.0,0.009,0.09,0.465478939,0.065,0.04,4.676258992805756,2.0100502512562812,8.48794564186725
KIC5774694,1.06,0.05,0.06,1.0,0.03,0.03,5875.0,84.0,84.0,0.07,0.09,0.09,,,,,4.463,0.017,0.019,,0.953,0.061686383,0.061686383,,ms,G,,,,,,C14bruntt,A,1,84.0,0.018000000000000002,0.09,0.061686383,0.055,0.03,5.188679245283018,3.0,6.472862854144806
KIC6442183,1.08,0.05,0.05,1.71,0.03,0.03,5760.0,84.0,84.0,-0.11,0.09,0.09,,,,,4.006,0.009,0.008,,2.577,0.22061138,0.22061138,,ms,G,,,,,,C14bruntt,A,1,84.0,0.0085,0.09,0.22061138,0.05,0.03,4.62962962962963,1.7543859649122808,8.560783081102057
KIC9226926,1.39,0.05,0.04,1.64,0.03,0.03,6892.0,84.0,84.0,-0.23,0.09,0.09,,,,,4.151,0.013,0.012,,4.548,0.365619369,0.365619369,,ms,F,,,,,,C14bruntt,A,1,84.0,0.0125,0.09,0.365619369,0.045,0.03,3.2374100719424463,1.829268292682927,8.039124208443273
KIC10130724,0.85,0.15,0.09,1.08,0.06,0.04,5648.0,70.0,70.0,0.32,0.15,0.15,,,,,4.306,0.022,0.016,,4.802,1.391686439,1.391686439,,ms,G,,,,,,C14sdss,A,1,70.0,0.019,0.15,1.391686439,0.12,0.05,14.117647058823529,4.62962962962963,28.981391899208667
KIC10202294,1.18,0.21,0.11,1.88,0.08,0.07,5803.0,66.0,66.0,0.36,0.1,0.1,,,,,3.961,0.026,0.015,,4.243,0.366465826,0.366465826,,ms,G,,,,,,C14sdss,A,1,66.0,0.020499999999999997,0.1,0.366465826,0.16,0.07500000000000001,13.559322033898306,3.98936170212766,8.636950883808625
KIC10290021,1.37,0.13,0.11,2.05,0.06,0.07,6215.0,56.0,56.0,0.06,0.15,0.1,,,,,3.955,0.014,0.015,,6.234,0.534000492,0.534000492,,ms,F,,,,,,C14sdss,A,1,56.0,0.014499999999999999,0.125,0.534000492,0.12,0.065,8.75912408759124,3.1707317073170733,8.56593666987488
KIC10858780,0.92,0.14,0.11,1.43,0.1,0.08,5672.0,60.0,60.0,-0.16,0.15,0.1,,,,,4.086,0.023,0.023,,2.386,0.210801879,0.210801879,,ms,G,,,,,,C14sdss,A,1,60.0,0.023,0.125,0.210801879,0.125,0.09,13.586956521739129,6.293706293706294,8.834948826487844
KIC11075456,1.29,0.11,0.17,1.48,0.05,0.07,6513.0,58.0,58.0,-0.2,0.3,0.2,,,,,4.207,0.018,0.02,,3.247,0.263707259,0.263707259,,ms,F,,,,,,C14sdss,A,1,58.0,0.019,0.25,0.263707259,0.14,0.060000000000000005,10.852713178294575,4.054054054054054,8.121566338158301
KIC11098033,1.38,0.21,0.14,2.26,0.12,0.09,6358.0,66.0,66.0,-0.14,0.2,0.15,,,,,3.877,0.024,0.027,,6.502,0.578005387,0.578005387,,ms,F,,,,,,C14sdss,A,1,66.0,0.025500000000000002,0.175,0.578005387,0.175,0.105,12.681159420289855,4.646017699115045,8.889655290679793
KIC11133100,1.4,0.25,0.17,2.37,0.14,0.13,6222.0,51.0,51.0,0.0,0.15,0.15,,,,,3.849,0.025,0.027,,15.06,1.32370116,1.32370116,,ms,F,,,,,,C14sdss,A,1,51.0,0.026000000000000002,0.15,1.32370116,0.21000000000000002,0.135,15.000000000000004,5.69620253164557,8.789516334661354
KIC11229052,1.27,0.12,0.15,1.48,0.05,0.07,6495.0,51.0,51.0,-0.02,0.15,0.15,,,,,4.198,0.015,0.017,,3.473,0.296828764,0.296828764,,ms,F,,,,,,C14sdss,A,1,51.0,0.016,0.15,0.296828764,0.135,0.060000000000000005,10.62992125984252,4.054054054054054,8.546753930319609
KIC11453915,1.25,0.06,0.09,1.22,0.03,0.03,6608.0,58.0,58.0,-0.12,0.15,0.15,,,,,4.359,0.011,0.013,,2.146,0.178748413,0.178748413,,ms,F,,,,,,C14sdss,A,1,58.0,0.012,0.15,0.178748413,0.075,0.03,6.0,2.459016393442623,8.329376188257223
KIC11456910,1.3,0.11,0.17,1.71,0.07,0.08,6386.0,61.0,61.0,-0.26,0.15,0.15,,,,,4.082,0.019,0.02,,3.678,0.320896125,0.320896125,,ms,F,,,,,,C14sdss,A,1,61.0,0.0195,0.15,0.320896125,0.14,0.07500000000000001,10.76923076923077,4.385964912280702,8.72474510603589
KIC11502597,1.08,0.19,0.11,1.61,0.11,0.07,5798.0,59.0,59.0,-0.1,0.15,0.1,,,,,4.061,0.012,0.012,,2.332,0.208250395,0.208250395,,ms,G,,,,,,C14sdss,A,1,59.0,0.012,0.125,0.208250395,0.15,0.09,13.888888888888888,5.590062111801242,8.9301198542024
KIC11708273,1.07,0.18,0.12,1.56,0.09,0.07,5959.0,96.0,96.0,0.24,0.15,0.1,,,,,4.081,0.023,0.022,,3.277,0.28619582,0.28619582,,ms,G,,,,,,C14sdss,A,1,96.0,0.0225,0.125,0.28619582,0.15,0.08,14.018691588785046,5.128205128205128,8.733470247177296
KIC11757831,1.42,0.14,0.1,1.82,0.07,0.06,6754.0,70.0,70.0,-0.02,0.15,0.2,,,,,4.07,0.014,0.014,,7.031,0.617434134,0.617434134,,ms,F,,,,,,C14sdss,A,1,70.0,0.014,0.175,0.617434134,0.12000000000000001,0.065,8.450704225352114,3.571428571428571,8.781597695918078
KIC11862119,1.17,0.15,0.13,1.52,0.09,0.08,6271.0,56.0,56.0,-0.38,0.15,0.15,,,,,4.141,0.018,0.018,,2.733,0.242536025,0.242536025,,ms,F,,,,,,C14sdss,A,1,56.0,0.018,0.15,0.242536025,0.14,0.08499999999999999,11.965811965811968,5.592105263157895,8.874351445298206
KIC11962180,1.35,0.14,0.15,1.97,0.1,0.1,6329.0,80.0,80.0,0.06,0.15,0.1,,,,,3.979,0.016,0.018,,6.241,0.547604773,0.547604773,,ms,F,,,,,,C14sdss,A,1,80.0,0.017,0.125,0.547604773,0.14500000000000002,0.1,10.74074074074074,5.0761421319796955,8.77431137638199
KIC11971746,1.11,0.1,0.17,1.35,0.05,0.08,5952.0,75.0,75.0,0.18,0.15,0.15,,,,,4.215,0.018,0.021,,2.284,0.187851532,0.187851532,,ms,G,,,,,,C14sdss,A,1,75.0,0.0195,0.15,0.187851532,0.135,0.065,12.162162162162161,4.814814814814815,8.22467302977233
KIC12011630,0.85,0.12,0.08,0.99,0.05,0.03,5817.0,85.0,85.0,-0.08,0.15,0.15,,,,,4.383,0.018,0.015,,1.085,0.096706057,0.096706057,,ms,G,,,,,,C14sdss,A,1,85.0,0.0165,0.15,0.096706057,0.1,0.04,11.764705882352942,4.040404040404041,8.91300064516129
KIC12055375,1.04,0.16,0.12,1.54,0.1,0.08,5991.0,75.0,75.0,-0.34,0.2,0.1,,,,,4.081,0.025,0.026,,2.481,0.210149961,0.210149961,,ms,G,,,,,,C14sdss,A,1,75.0,0.025500000000000002,0.15000000000000002,0.210149961,0.14,0.09,13.461538461538463,5.844155844155844,8.470373276904475
KIC12156916,1.28,0.14,0.16,1.58,0.06,0.07,6546.0,56.0,56.0,-0.42,0.2,0.15,,,,,4.146,0.015,0.018,,3.54,0.309113868,0.309113868,,ms,F,,,,,,C14sdss,A,1,56.0,0.0165,0.175,0.309113868,0.15000000000000002,0.065,11.718750000000002,4.113924050632911,8.732030169491527
KIC12253255,1.48,0.16,0.14,2.27,0.11,0.09,6457.0,64.0,64.0,0.1,0.2,0.1,,,,,3.89,0.018,0.018,,9.183,0.787558936,0.787558936,,ms,F,,,,,,C14sdss,A,1,64.0,0.018,0.15000000000000002,0.787558936,0.15000000000000002,0.1,10.135135135135137,4.405286343612334,8.576270674071655
KIC12304142,1.36,0.09,0.11,1.83,0.04,0.05,6186.0,56.0,56.0,0.06,0.15,0.1,,,,,4.045,0.012,0.013,,4.448,0.382339102,0.382339102,,ms,F,,,,,,C14sdss,A,1,56.0,0.0125,0.125,0.382339102,0.1,0.045,7.352941176470588,2.459016393442623,8.595753192446042
KIC12507240,1.37,0.11,0.1,1.94,0.06,0.06,6157.0,97.0,97.0,0.02,0.2,0.15,,,,,4.001,0.015,0.015,,4.666,0.394698516,0.394698516,,ms,F,,,,,,C14sdss,A,1,97.0,0.015,0.175,0.394698516,0.10500000000000001,0.06,7.664233576642337,3.0927835051546393,8.459033776253749
KIC12735580,1.17,0.2,0.12,1.81,0.1,0.08,6170.0,64.0,64.0,0.06,0.15,0.15,,,,,3.994,0.03,0.029,,4.369,0.387567902,0.387567902,,ms,F,,,,,,C14sdss,A,1,64.0,0.0295,0.15,0.387567902,0.16,0.09,13.675213675213676,4.972375690607735,8.870860654612041
KIC1725815,1.43,0.15,0.11,2.02,0.08,0.08,6550.0,82.0,82.0,-0.08,0.15,0.1,,,,,3.982,0.014,0.014,,6.845,0.587496081,0.587496081,,ms,F,,,,,,C14sdss,A,1,82.0,0.014,0.125,0.587496081,0.13,0.08,9.090909090909092,3.9603960396039604,8.582849978086195
KIC2865774,1.28,0.11,0.21,1.79,0.08,0.11,6074.0,63.0,63.0,-0.06,0.15,0.15,,,,,4.03,0.022,0.025,,3.998,0.356470017,0.356470017,,ms,F,,,,,,C14sdss,A,1,63.0,0.0235,0.15,0.356470017,0.16,0.095,12.5,5.307262569832402,8.916208529264631
KIC3123191,1.3,0.11,0.17,1.42,0.05,0.06,6568.0,93.0,93.0,-0.1,0.15,0.1,,,,,4.243,0.02,0.022,,3.494,0.323861481,0.323861481,,ms,F,,,,,,C14sdss,A,1,93.0,0.020999999999999998,0.125,0.323861481,0.14,0.055,10.76923076923077,3.8732394366197185,9.269075014310246
KIC3236382,1.44,0.16,0.11,1.64,0.06,0.05,6831.0,58.0,58.0,-0.06,0.15,0.15,,,,,4.165,0.014,0.013,,4.73,0.3857002,0.3857002,,ms,F,,,,,,C14sdss,A,1,58.0,0.0135,0.15,0.3857002,0.135,0.055,9.375,3.353658536585366,8.154338266384777
KIC3534307,0.96,0.13,0.11,1.44,0.07,0.06,5781.0,59.0,59.0,-0.24,0.15,0.1,,,,,4.104,0.019,0.017,,2.003,0.175425643,0.175425643,,ms,G,,,,,,C14sdss,A,1,59.0,0.018000000000000002,0.125,0.175425643,0.12,0.065,12.5,4.513888888888889,8.758144932601096
KIC3547794,1.4,0.11,0.13,1.75,0.06,0.06,6825.0,81.0,81.0,-0.14,0.15,0.15,,,,,4.093,0.019,0.019,,5.785,0.49127116,0.49127116,,ms,F,,,,,,C14sdss,A,1,81.0,0.019,0.15,0.49127116,0.12,0.06,8.571428571428571,3.4285714285714284,8.492154883318928
KIC3967430,1.36,0.09,0.12,1.47,0.04,0.05,6622.0,53.0,53.0,0.0,0.15,0.15,,,,,4.236,0.014,0.014,,3.565,0.281704946,0.281704946,,ms,F,,,,,,C14sdss,A,1,53.0,0.014,0.15,0.281704946,0.105,0.045,7.720588235294117,3.061224489795918,7.901962019635344
KIC4646780,1.43,0.15,0.1,1.92,0.08,0.07,6856.0,138.0,138.0,-0.12,0.15,0.15,,,,,4.029,0.019,0.019,,6.537,0.540582863,0.540582863,,ms,F,,,,,,C14sdss,A,1,138.0,0.019,0.15,0.540582863,0.125,0.07500000000000001,8.741258741258742,3.9062500000000004,8.269586400489523
KIC4931390,1.37,0.1,0.1,1.41,0.04,0.04,6557.0,51.0,51.0,-0.06,0.15,0.15,,,,,4.274,0.012,0.012,,3.532,0.310919875,0.310919875,,ms,F,,,,,,C14sdss,A,1,51.0,0.012,0.15,0.310919875,0.1,0.04,7.2992700729927,2.8368794326241136,8.80294096828992
KIC5095850,1.43,0.25,0.11,2.27,0.17,0.09,6836.0,85.0,85.0,0.1,0.15,0.15,,,,,3.885,0.018,0.021,,11.33,1.012071891,1.012071891,,ms,F,,,,,,C14sdss,A,1,85.0,0.0195,0.15,1.012071891,0.18,0.13,12.587412587412588,5.726872246696035,8.932673353927624
KIC5309966,1.34,0.08,0.13,1.64,0.05,0.06,6356.0,61.0,61.0,0.1,0.15,0.15,,,,,4.131,0.014,0.015,,4.22,0.35276565,0.35276565,,ms,F,,,,,,C14sdss,A,1,61.0,0.014499999999999999,0.15,0.35276565,0.10500000000000001,0.055,7.835820895522389,3.353658536585366,8.359375592417061
KIC5686856,1.14,0.14,0.11,1.78,0.09,0.08,6125.0,55.0,55.0,0.0,0.2,0.15,,,,,3.996,0.012,0.012,,2.777,0.070530711,0.070530711,,ms,F,,,,,,C14sdss,A,1,55.0,0.012,0.175,0.070530711,0.125,0.08499999999999999,10.964912280701755,4.775280898876405,2.5398167446885123
KIC6064910,1.4,0.15,0.13,2.37,0.1,0.09,6508.0,75.0,75.0,-0.26,0.2,0.15,,,,,3.836,0.015,0.015,,8.907,0.767730778,0.767730778,,ms,F,,,,,,C14sdss,A,1,75.0,0.015,0.175,0.767730778,0.14,0.095,10.000000000000002,4.0084388185654,8.619409206242281
KIC6363365,1.12,0.13,0.11,1.41,0.06,0.05,6282.0,76.0,76.0,-0.58,0.15,0.1,,,,,4.188,0.016,0.016,,4.057,0.854109438,0.854109438,,ms,F,,,,,,C14sdss,A,1,76.0,0.016,0.125,0.854109438,0.12,0.055,10.714285714285714,3.900709219858156,21.052734483608578
KIC6421967,1.24,0.1,0.11,1.27,0.04,0.05,6464.0,73.0,73.0,-0.12,0.15,0.15,,,,,4.321,0.015,0.017,,2.237,0.189568099,0.189568099,,ms,F,,,,,,C14sdss,A,1,73.0,0.016,0.15,0.189568099,0.10500000000000001,0.045,8.467741935483872,3.543307086614173,8.474210952168082
KIC6448798,1.4,0.22,0.12,2.4,0.14,0.1,6349.0,67.0,67.0,-0.16,0.15,0.15,,,,,3.829,0.017,0.017,,9.553,0.859532225,0.859532225,,ms,F,,,,,,C14sdss,A,1,67.0,0.017,0.15,0.859532225,0.16999999999999998,0.12000000000000001,12.142857142857144,5.000000000000001,8.99751099131163
KIC6450651,1.1,0.18,0.12,1.72,0.11,0.09,5995.0,69.0,69.0,-0.12,0.15,0.15,,,,,4.01,0.02,0.021,,3.177,0.273070118,0.273070118,,ms,G,,,,,,C14sdss,A,1,69.0,0.0205,0.15,0.273070118,0.15,0.1,13.636363636363635,5.813953488372093,8.59521932640856
KIC6593461,0.94,0.2,0.11,1.29,0.08,0.06,5817.0,101.0,101.0,0.24,0.15,0.15,,,,,4.193,0.026,0.023,,2.059,0.17859073,0.17859073,,ms,G,,,,,,C14sdss,A,1,101.0,0.0245,0.15,0.17859073,0.155,0.07,16.48936170212766,5.426356589147288,8.673663428848954
KIC7019341,0.98,0.2,0.12,1.39,0.1,0.08,5723.0,77.0,77.0,0.38,0.1,0.1,,,,,4.145,0.02,0.02,,2.351,0.220003795,0.220003795,,ms,G,,,,,,C14sdss,A,1,77.0,0.02,0.1,0.220003795,0.16,0.09,16.3265306122449,6.474820143884893,9.357881539770311
KIC7465072,1.15,0.22,0.11,1.66,0.1,0.08,6192.0,55.0,55.0,0.06,0.15,0.15,,,,,4.061,0.034,0.033,,4.49,0.388140708,0.388140708,,ms,F,,,,,,C14sdss,A,1,55.0,0.0335,0.15,0.388140708,0.165,0.09,14.347826086956523,5.421686746987952,8.644559198218262
KIC7530690,1.35,0.07,0.09,1.34,0.04,0.04,6836.0,62.0,62.0,-0.04,0.15,0.15,,,,,4.311,0.013,0.014,,3.41,0.283974195,0.283974195,,ms,F,,,,,,C14sdss,A,1,62.0,0.0135,0.15,0.283974195,0.08,0.04,5.925925925925926,2.9850746268656714,8.32768900293255
KIC7622208,1.39,0.11,0.19,1.92,0.07,0.1,6606.0,99.0,99.0,0.0,0.15,0.15,,,,,4.008,0.013,0.014,,6.48,0.616787233,0.616787233,,ms,F,,,,,,C14sdss,A,1,99.0,0.0135,0.15,0.616787233,0.15,0.085,10.79136690647482,4.427083333333334,9.518321496913579
KIC7938112,1.37,0.13,0.17,1.84,0.07,0.09,6520.0,70.0,70.0,-0.22,0.15,0.15,,,,,4.043,0.018,0.02,,7.203,0.779587287,0.779587287,,ms,F,,,,,,C14sdss,A,1,70.0,0.019,0.15,0.779587287,0.15000000000000002,0.08,10.948905109489052,4.3478260869565215,10.823091586838816
KIC8174170,1.25,0.13,0.2,2.18,0.12,0.16,5983.0,64.0,64.0,-0.04,0.15,0.15,,,,,3.859,0.016,0.016,,2.899,0.668392809,0.668392809,,ms,G,,,,,,C14sdss,A,1,64.0,0.016,0.15,0.668392809,0.165,0.14,13.2,6.422018348623854,23.055978233873745
KIC8377423,1.21,0.19,0.14,1.99,0.12,0.11,6059.0,57.0,57.0,0.24,0.15,0.15,,,,,3.928,0.032,0.031,,6.765,0.601312885,0.601312885,,ms,F,,,,,,C14sdss,A,1,57.0,0.0315,0.15,0.601312885,0.165,0.11499999999999999,13.636363636363637,5.778894472361809,8.88858662232077
KIC8391021,1.26,0.1,0.11,1.54,0.05,0.05,6250.0,51.0,51.0,-0.22,0.2,0.15,,,,,4.163,0.01,0.011,,2.947,0.251913091,0.251913091,,ms,F,,,,,,C14sdss,A,1,51.0,0.010499999999999999,0.175,0.251913091,0.10500000000000001,0.05,8.333333333333334,3.2467532467532467,8.548119816762808
KIC8420801,1.35,0.1,0.19,1.74,0.06,0.08,6506.0,73.0,73.0,0.07,0.15,0.15,,,,,4.08,0.017,0.02,,4.674,0.408550153,0.408550153,,ms,F,,,,,,C14sdss,A,1,73.0,0.018500000000000003,0.15,0.408550153,0.14500000000000002,0.07,10.74074074074074,4.022988505747127,8.740910419341036
KIC8435400,1.5,0.13,0.21,2.34,0.12,0.13,6322.0,59.0,59.0,0.14,0.15,0.1,,,,,3.863,0.016,0.016,,9.416,0.822782257,0.822782257,,ms,F,,,,,,C14sdss,A,1,59.0,0.016,0.125,0.822782257,0.16999999999999998,0.125,11.333333333333334,5.341880341880342,8.738129322429906
KIC8491374,1.38,0.14,0.19,1.95,0.09,0.1,6520.0,65.0,65.0,0.0,0.15,0.1,,,,,3.988,0.023,0.023,,5.685,0.476353911,0.476353911,,ms,F,,,,,,C14sdss,A,1,65.0,0.023,0.125,0.476353911,0.165,0.095,11.956521739130435,4.871794871794872,8.379136517150396
KIC8516041,1.09,0.13,0.12,1.3,0.06,0.06,6214.0,65.0,65.0,0.18,0.15,0.15,,,,,4.246,0.018,0.019,,2.381,0.22232026,0.22232026,,ms,F,,,,,,C14sdss,A,1,65.0,0.0185,0.15,0.22232026,0.125,0.06,11.467889908256879,4.615384615384615,9.337264174716505
KIC8981766,1.38,0.11,0.09,1.82,0.05,0.05,6237.0,72.0,72.0,-0.18,0.25,0.25,,,,,4.059,0.014,0.015,,14.37,1.342844371,1.342844371,,ms,F,,,,,,C14sdss,A,1,72.0,0.014499999999999999,0.25,1.342844371,0.1,0.05,7.246376811594203,2.7472527472527473,9.344776416144747
KIC9273544,1.14,0.12,0.12,1.55,0.07,0.07,6125.0,55.0,55.0,-0.22,0.15,0.15,,,,,4.112,0.013,0.013,,3.128,0.271690736,0.271690736,,ms,F,,,,,,C14sdss,A,1,55.0,0.013,0.15,0.271690736,0.12,0.07,10.526315789473685,4.516129032258065,8.685765217391303
KIC9402223,1.46,0.25,0.13,2.6,0.15,0.11,6350.0,52.0,52.0,-0.08,0.2,0.15,,,,,3.776,0.016,0.016,,11.16,0.975636586,0.975636586,,ms,F,,,,,,C14sdss,A,1,52.0,0.016,0.175,0.975636586,0.19,0.13,13.013698630136986,5.0,8.742263315412186
KIC9715099,1.37,0.15,0.17,2.49,0.1,0.11,6225.0,53.0,53.0,-0.22,0.4,0.3,,,,,3.78,0.019,0.019,,9.337,0.806574527,0.806574527,,ms,F,,,,,,C14sdss,A,1,53.0,0.019,0.35,0.806574527,0.16,0.10500000000000001,11.678832116788321,4.216867469879518,8.638476245046588
KIC9762786,1.38,0.14,0.19,1.96,0.1,0.12,6482.0,52.0,52.0,0.06,0.15,0.15,,,,,3.99,0.014,0.014,,6.917,0.598725134,0.598725134,,ms,F,,,,,,C14sdss,A,1,52.0,0.014,0.15,0.598725134,0.165,0.11,11.956521739130435,5.612244897959184,8.655849848200088
KIC9768011,1.35,0.16,0.16,2.02,0.13,0.13,6630.0,68.0,68.0,-0.26,0.2,0.15,,,,,3.955,0.023,0.024,,6.611,0.560297443,0.560297443,,ms,F,,,,,,C14sdss,A,1,68.0,0.0235,0.175,0.560297443,0.16,0.13,11.851851851851851,6.435643564356436,8.475229813946452
TIC278683641_A,1.273,0.007,0.007,1.612,0.003,0.003,5940.0,110.0,110.0,0.2907,0.0039,0.0039,APOGEE2_DR17,0.246,0.013,0.013,4.128,0.001,0.001,0.0,2.92,0.14,0.14,0.0,ms,F/G,13.5,0.021,0.119116234,True,True,CakirliDec25,EB,3,110.0,0.001,0.0039,0.14,0.007,0.003,0.5498821681068343,0.18610421836228286,4.794520547945206
47_Tuc-V69 A,0.876,0.005,0.005,1.316,0.005,0.005,5945.0,150.0,150.0,-0.71,0.1,0.1,,,,,4.143,0.003,0.003,,1.941,0.217,0.217,,ms,G,48.3,0.01,0.027246377,True,True,eker14,EB,1,150.0,0.003,0.1,0.217,0.005,0.005,0.5707762557077626,0.37993920972644374,11.17980422462648
47_Tuc-V69 B,0.859,0.006,0.006,1.163,0.006,0.006,5959.0,150.0,150.0,-0.71,0.1,0.1,,,,,4.242,0.003,0.003,,1.531,0.171,0.171,,ms,G,48.3,0.01,0.024078675,True,True,eker14,EB,1,150.0,0.003,0.1,0.171,0.006,0.006,0.6984866123399301,0.5159071367153912,11.169170476812543
AD_Boo A,1.414,0.009,0.009,1.614,0.014,0.014,6575.0,120.0,120.0,0.1,0.15,0.15,,,,,4.173,0.008,0.008,,4.375,0.356,0.356,,ms,F,9.41,0.02,0.17151966,True,True,eker14,EB,1,120.0,0.008,0.15,0.356,0.009,0.014,0.6364922206506365,0.8674101610904585,8.137142857142857
AD_Boo B,1.209,0.006,0.006,1.218,0.01,0.01,6145.0,120.0,120.0,0.1,0.15,0.15,,,,,4.351,0.007,0.007,,1.901,0.164,0.164,,ms,F,9.41,0.02,0.129436769,True,True,eker14,EB,1,120.0,0.007,0.15,0.164,0.006,0.01,0.4962779156327543,0.8210180623973727,8.627038400841663
BG_Ind A,1.428,0.008,0.008,2.29,0.017,0.017,6353.0,270.0,270.0,-0.2,0.1,0.1,,,,,3.865057243,0.006891794,0.006891794,,7.907,1.621,1.621,,ms,F,,,,True,True,eker14,EB,1,270.0,0.006891794,0.1,1.621,0.008,0.017,0.5602240896358543,0.7423580786026202,20.500822056405717
BG_Ind B,1.293,0.008,0.008,1.68,0.038,0.039,6653.0,233.0,233.0,-0.2,0.1,0.1,,,,,4.090979961,0.019829556,0.020341925,,5.117,0.881,0.881,,ms,F,,,,True,True,eker14,EB,1,233.0,0.0200857405,0.1,0.881,0.008,0.0385,0.6187161639597836,2.291666666666667,17.217119405901894
BW_Aqr A,1.479,0.02,0.02,2.057,0.04,0.04,6350.0,100.0,100.0,-0.07,0.11,0.11,,,,,3.981,0.019,0.019,,6.18,0.488,0.488,,ms,F,,,,True,True,eker14,EB,1,100.0,0.019,0.11,0.488,0.02,0.04,1.352265043948614,1.9445794846864366,7.8964401294498385
BW_Aqr B,1.377,0.02,0.02,1.788,0.04,0.04,6450.0,100.0,100.0,-0.07,0.11,0.11,,,,,4.075,0.022,0.022,,4.966,0.417,0.417,,ms,F,,,,True,True,eker14,EB,1,100.0,0.022,0.11,0.417,0.02,0.04,1.4524328249818446,2.237136465324385,8.397100281917036
CD_Tau A,1.441,0.016,0.016,1.798,0.017,0.017,6200.0,50.0,50.0,0.08,0.15,0.15,,,,,4.087,0.01,0.01,,4.285,0.171,0.171,,ms,F,,,,True,True,eker14,EB,1,50.0,0.01,0.15,0.171,0.016,0.017,1.1103400416377516,0.9454949944382648,3.990665110851809
CD_Tau B,1.366,0.016,0.016,1.584,0.02,0.02,6200.0,50.0,50.0,0.08,0.15,0.15,,,,,4.174,0.012,0.012,,3.327,0.141,0.141,,ms,F,,,,True,True,eker14,EB,1,50.0,0.012,0.15,0.141,0.016,0.02,1.171303074670571,1.2626262626262625,4.238052299368801
CO_And A,1.289,0.007,0.007,1.727,0.021,0.021,6140.0,130.0,130.0,0.01,0.15,0.15,,,,,4.074,0.011,0.011,,3.802,0.367,0.367,,ms,F,,,,True,True,eker14,EB,1,130.0,0.011,0.15,0.367,0.007,0.021,0.5430566330488752,1.2159814707585408,9.652814308258812
CO_And B,1.264,0.007,0.007,1.694,0.017,0.017,6170.0,130.0,130.0,0.01,0.15,0.15,,,,,4.082,0.009,0.009,,3.733,0.351,0.351,,ms,F,,,,True,True,eker14,EB,1,130.0,0.009,0.15,0.351,0.007,0.017,0.5537974683544304,1.0035419126328218,9.402625234395927
EF_Aqr A,1.244,0.008,0.008,1.338,0.012,0.012,6150.0,65.0,65.0,0.0,0.1,0.1,,,,,4.28,0.007,0.007,,2.301,0.108,0.108,,ms,F,,,,True,True,eker14,EB,1,65.0,0.007,0.1,0.108,0.008,0.012,0.6430868167202572,0.8968609865470851,4.69361147327249
