ID,Seq,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,FeH,eFeH1,eFeH2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logTeff,elogTeff1,elogTeff2,logL,elogL1,elogL2,eTeff,elogg,eFeH,elogL,eM,eR
KIC8006161,758,0.9788,0.0304,0.0304,0.9247,0.012,0.009,5488,77,77,0.688,0.047,0.049,0.34,0.1,0.1,4.4935,0.0066,0.0066,1.23063205738229,0.0209665506711171,0.0197507279312549,4.1967322,ms,G,,silva17,3.10584389047814,1.13550340651022,1.4030612244898,6.97674418604651,A,3.7394141026986953,0.0060510659720316,0.0061365687661134,-0.1624115617644887,0.0286989008486836,0.0320875800771111,77.0,0.0066,0.1,0.030393240462897347,0.0304,0.010499999999999999
KIC8012842,759,1.107,0.0694046107978425,0.0670074622710038,1.305,0.0490407993409569,0.0462385120867876,5849,58,58,1.931,0.163391808131305,0.163391808131305,0.152,0.1,0.1,4.251,0.0237697286480094,0.0237697286480094,0.4971,0.0390999687467906,0.0383260741010608,3.9600967,ms,G,,serenelli17,6.16134024701203,3.65054833056492,0.991622499572577,8.46151259095313,A,3.767081621363322,0.0042853494944585,0.0043280564299483,0.2857822737793947,0.0352756567592528,0.0383962681740865,58.0,0.0237697286480094,0.1,0.03683596246666965,0.06820603653442316,0.04763965571387225
KIC8016496,760,1.5,0.10555093557141,0.133809566175218,2.081,0.109128364782031,0.100344406919369,6446,73,73,6.152,0.590682772861468,0.590682772861468,0.088,0.1,0.1,3.972,0.0281602556806574,0.0291547594742265,0.164,0.0178791710098651,0.0167524701462202,3.5687632,ms,F,,serenelli17,7.97868339155427,5.0329834623114,1.13248526217809,9.60147550164936,A,3.809290301176316,0.004890679863871,0.0049463826964499,0.7890163267933746,0.0398164008446182,0.0438386581026674,73.0,0.02865750757744195,0.1,0.041827529473642794,0.11968025087331399,0.1047363858507
KIC8019508,762,1.477,0.0578013840664737,0.0635137780328017,2.61,0.0403112887414927,0.041182520563948,6211,55,55,9.85,0.868727966273648,0.868727966273648,0.052,0.1,0.1,3.772,0.0094339811320566,0.0094339811320566,0.08283,0.0020430531074839,0.0020197735021531,3.7228057,ms,F,,serenelli17,4.10680982055773,1.56118408631113,0.885525680244727,8.8195732616614,A,3.793161529245551,0.0038288613001355,0.00386291808611,0.9934362304976118,0.0367070184779075,0.0400983795647212,55.0,0.0094339811320566,0.1,0.03840269902131435,0.0606575810496377,0.04074690465272035
KIC8026226,763,1.503,0.0580517010948,0.0551543289325507,2.836,0.0424264068711929,0.0403608721412211,6319,54,54,11.41,0.911453845344609,0.911453845344609,-0.272,0.103,0.103,3.709,0.0064031242374328,0.0064031242374328,0.06578,0.0010064535210331,0.0009895692497243,3.6520117,ms,F,,serenelli17,3.76600232958585,1.45957826185497,0.854565595822124,7.98820197497467,A,3.800648355363988,0.0036955631158774,0.0037272800338192,1.0572856444182146,0.033376310143879,0.0361564825603542,54.0,0.0064031242374328,0.103,0.0347663963521166,0.056603015013675345,0.041393639506207
KIC8027956,764,1.178,0.0534134814442946,0.0558032257132148,1.728,0.0493963561409139,0.0475394572960188,5967,70,70,3.431,0.298165152476544,0.298165152476544,0.042,0.1,0.1,4.033,0.0167630546142402,0.0167630546142402,0.2277,0.0132280249470584,0.0135603039788937,3.8827477,ms,G,,serenelli17,4.63568366542909,2.80485571287421,1.17311882017764,8.69032796492405,A,3.775756037844098,0.0050651380093751,0.0051249100662915,0.5354207180561734,0.036190899207248,0.0394832171099126,70.0,0.0167630546142402,0.1,0.0378370581585803,0.054608353578754695,0.04846790671846635
KIC8077137,766,1.117,0.04,0.049,1.632,0.018,0.009,6072,75,75,3.183,0.293,0.202,-0.032,0.0721110255092798,0.0721110255092798,4.056,0.013,0.01,0.256373837085434,0.00426106100419,0.0071017683403167,3.8139202,ms,F,p,silva15,3.98388540734109,0.827205882352941,1.23517786561265,7.77568331762488,A,3.783331762887424,0.0053314502334336,0.0053977140496446,0.502836638621003,0.0382431291556257,0.0284746625883722,75.0,0.0115,0.0721110255092798,0.03335889587199895,0.0445,0.013499999999999998
KIC8106950,767,1.054,0.0651920240520265,0.0626817357768593,1.676,0.0904433524367601,0.0828733974204026,6098,63,63,3.457,0.313045756900715,0.313045756900715,-0.385,0.101,0.101,4.011,0.0310644491340181,0.0330605505096331,0.2223,0.0263225719867949,0.0255450248776547,3.7968772,ms,F,,serenelli17,6.06611763894145,5.17054743010629,1.03312561495572,9.05541674575399,A,3.785187420029362,0.0044637887640477,0.0045101455959941,0.5386993795424068,0.0376472417108386,0.0412231628220137,63.0,0.0320624998218256,0.101,0.03943520226642615,0.0639368799144429,0.08665837492858136
KIC8114155,768,1.063,0.0596405902049938,0.058821764679411,1.538,0.0540832691319598,0.0512640224719052,5761,60,60,2.673,0.237112104909079,0.237112104909079,0.019,0.1,0.1,4.089,0.0215870331449229,0.022561028345357,0.2914,0.0234370906044244,0.0229752152547044,4.0177807,ms,G,,serenelli17,5.57207689954867,3.42481442145205,1.04148585315049,8.87063617317914,A,3.760497875226527,0.0044997240583537,0.0045468342223946,0.4269989587565372,0.0369107606780403,0.0403416615213648,60.0,0.02207403074513995,0.1,0.038626211099702545,0.059231177442202396,0.0526736458019325
KIC8150065,769,1.22,0.0444184646290256,0.0559464029227975,1.408,0.0174928556845359,0.0219317121994613,6265,58,58,2.811,0.236825362985485,0.236825362985485,-0.033,0.1,0.1,4.227,0.0072111025509279,0.0080622577482985,0.437,0.004788384383067,0.0049517076852334,3.6874087,ms,F,,serenelli17,4.11331424392718,1.40002016633513,0.925778132482043,8.4249506576124,A,3.796921075330169,0.0040021064830493,0.004039329944772,0.4488608456074407,0.0351292331806654,0.0382228386571834,58.0,0.0076366801496132,0.1,0.036676035918924405,0.05018243377591155,0.0197122839419986
KIC8174170,771,1.25,0.13,0.2,2.18,0.12,0.16,5983,64,64,2.899,0.668392808888767,0.668392808888767,-0.04,0.15,0.15,3.859,0.016,0.016,0.1216,0.0095,0.0085,3.8722597,ms,G,,C14sdss,13.2,6.42201834862385,1.06969747618252,23.0559782300368,A,3.7769190028420474,0.0046209657638951,0.0046706628701929,0.4622482153549974,0.0901027171794088,0.113825117394234,64.0,0.016,0.15,0.1019639172868214,0.165,0.14
KIC8174981,772,1.227,0.0558032257132148,0.055,1.984,0.0416773319683494,0.0425440947723653,6065,53,53,5.635,0.472254111606762,0.472254111606762,-0.099,0.1,0.1,3.932,0.0125299640861417,0.0125299640861417,0.1573,0.0062046705794909,0.0061556173532798,3.8185087,ms,F,,serenelli17,4.51520887176915,2.12251579487688,0.873866446826051,8.38072957598514,A,3.782830805202592,0.0037786674460678,0.0038118332877212,0.7508939203821253,0.034952070184012,0.0380131708887502,53.0,0.0125299640861417,0.1,0.0364826205363811,0.0554016128566074,0.04211071337035735
KIC8176564,773,1.174,0.0452216762183801,0.068154236845555,1.526,0.0240831891575846,0.0316227766016838,6109,51,51,2.746,0.232140294724242,0.232140294724242,-0.126,0.0721110255092798,0.0721110255092798,4.14,0.0078102496759066,0.010295630140987,0.3296,0.0043370899229783,0.0043867409314888,3.7896667,ms,F,p,serenelli17,4.82861639965652,1.82522823588691,0.834833851694222,8.45376164327174,A,3.7859701251320095,0.0036105870324161,0.0036408561351723,0.4387005329007363,0.0352446198134143,0.0383594961954795,51.0,0.0090529399084468,0.0721110255092798,0.0368020580044469,0.05668795653196755,0.027852982879634197
KIC8179536,774,1.289,0.0442040722106007,0.0426380112106557,1.366,0.0164012194668567,0.0156204993518133,6418,50,50,2.624,0.222979865212947,0.222979865212947,0.031,0.1,0.1,4.276,0.0067082039324993,0.0058309518948453,0.5057,0.0036871400841302,0.0041233099568186,3.5871172,ms,F,,serenelli17,3.36858353069264,1.17209805339202,0.779058896852602,8.49770827793244,A,3.807399712759485,0.003370298474878,0.0033966580298727,0.4189638307036227,0.0354205649793938,0.0385680286681504,50.0,0.0062695779136723,0.1,0.0369942968237721,0.0434210417106282,0.016010859409335
KIC8216936,777,1.378,0.0856329375882902,0.111503363177978,1.896,0.0896939239859646,0.0845990543682375,6437,50,50,9.234,0.780591872572674,0.780591872572674,-0.106,0.1,0.1,4.017,0.021095023109729,0.0240831891575846,0.1999,0.0280410501943133,0.0130431781403153,3.5746627,ms,F,,serenelli17,7.15298623970493,4.59633381735765,0.776759359950287,8.45345324423516,A,3.808683509128969,0.0033603888012576,0.0033865929709842,0.9653898702151223,0.0352433848521901,0.0383580331558548,50.0,0.0225891061336568,0.1,0.03680070900402245,0.0985681503831341,0.08714648917710105
KIC8228742,779,1.39,0.047169905660283,0.12459534501738,1.877,0.0259422435421457,0.0541294744108974,6130,51,51,4.252,0.384700415050111,0.384700415050111,-0.019,0.1,0.1,4.033,0.0078102496759066,0.0161554944214035,0.2097,0.0026206985118475,0.0028241816513815,3.7759012,ms,F,,serenelli17,6.17860613948429,2.13297064339486,0.831973898858075,9.0475168167947,A,3.787460474518415,0.0035982690734104,0.0036283311339739,0.6285932558512591,0.0376157804599522,0.041185439337806,51.0,0.011982872048655049,0.1,0.0394006098988791,0.0858826253388315,0.04003585897652155
KIC8241455,780,1.383,0.0608769250208977,0.0616198020120156,2.429,0.0490917508345343,0.0482597140480546,6262,66,66,9.402,0.792686091351386,0.792686091351386,-0.094,0.099,0.099,3.806,0.0120830459735946,0.0120830459735946,0.09617,0.0034408942514991,0.0033419000957539,3.6893752,ms,F,,serenelli17,4.42865969027163,2.00394122854238,1.05397636537847,8.43103692141444,A,3.796713063280897,0.0045534072087236,0.0046016541937281,0.9732202468522336,0.0351536109330608,0.0382517037098888,66.0,0.0120830459735946,0.099,0.0367026573214748,0.06124836351645665,0.048675732441294445
KIC8249189,781,1.271,0.0700927956355002,0.0888144132446981,1.64,0.080529497701153,0.0769220384545288,6432,65,65,6.48,0.770738566464307,0.770738566464307,-0.187,0.1,0.1,4.111,0.0270739727413618,0.0290688837074973,0.2862,0.015057875979035,0.0123541259909392,3.5779402,ms,F,,serenelli17,6.25126706845784,4.80035171206347,1.01057213930348,11.8941136800047,A,3.808346035740395,0.0043668310249738,0.0044111858765529,0.8115750058705934,0.0488072405629114,0.0549950755732547,65.0,0.02807142822442955,0.1,0.05190115806808305,0.07945360444009915,0.0787257680778409
KIC8289241,782,1.214,0.0573846669416143,0.0668505796534331,1.364,0.043081318457076,0.042154477816716,6306,52,52,2.682,0.220423644931912,0.220423644931912,-0.004,0.1,0.1,4.251,0.0192353840616713,0.0192353840616713,0.4752,0.0335134596244554,0.0331348755241362,3.6605332,ms,F,,serenelli17,5.11677292401348,3.12447933554956,0.824611481129083,8.21862956494824,A,3.799753966411886,0.0035665571668679,0.0035960895049713,0.4284587735155801,0.0343020299093584,0.0372454619177012,52.0,0.0192353840616713,0.1,0.0357737459135298,0.062117623297523704,0.042617898136896
KIC8292840,783,1.148,0.051,0.049,1.345,0.015,0.018,6239,94,94,2.636,0.148,0.142,-0.164,0.0721110255092798,0.0721110255092798,4.24,0.008,0.008,0.472977771465095,0.0071017683403167,0.0071017683403167,3.7044517,ms,F,p,silva15,4.35540069686411,1.22676579925651,1.50665170700433,5.50075872534143,A,3.795114985630363,0.0064945023969555,0.0065930984078903,0.4209454059219722,0.0237238250165522,0.0240489567794484,94.0,0.008,0.0721110255092798,0.0238863908980003,0.05,0.0165
KIC8298626,784,1.206,0.056302753041037,0.0631347764706584,1.378,0.0277308492477241,0.0295465734053883,6211,84,84,3.33,0.295233576406985,0.295233576406985,0.038,0.099,0.099,4.24,0.0117046999107196,0.0126491106406735,0.4597,0.0158928716410849,0.0153631692368469,3.7228057,ms,F,,serenelli17,4.95180470612336,2.07828093806649,1.3524392207374,8.86587316537492,A,3.793161529245551,0.0058342051983304,0.0059136489135971,0.5224442335063199,0.0368917602080387,0.0403189630862629,84.0,0.01217690527569655,0.099,0.038605361647150796,0.0597187647558477,0.0286387113265562
KIC8321567,785,1.073,0.0584123274660409,0.0576281181368956,1.586,0.0340587727318528,0.0340587727318528,5744,58,58,2.503,0.230610553671934,0.230610553671934,0.032,0.101,0.101,4.067,0.0114017542509914,0.0114017542509914,0.2686,0.0073346974034379,0.0072718991329638,4.0289242,ms,G,,serenelli17,5.40729010265315,2.14746360226058,1.00974930362117,9.21336610754831,A,3.759214431234244,0.0043632932324015,0.0044075758798207,0.3984608496082232,0.0382757928698687,0.0419780859947854,58.0,0.0114017542509914,0.101,0.04012693943232705,0.05802022280146825,0.0340587727318528
KIC8349582,786,1.068,0.021,0.019,1.417,0.012,0.009,5699,74,74,1.891,0.09,0.094,0.268,0.0721110255092798,0.0721110255092798,4.163,0.003,0.004,0.374973368368724,0.00426106100419,0.0035508841701583,4.0584217,ms,G,p,silva15,1.87265917602996,0.741002117148906,1.29847341638884,4.86515071390799,A,3.7557986569738304,0.0056029005248006,0.0056761301904302,0.2766915288450397,0.0201929466935073,0.0221434517360659,74.0,0.0035,0.0721110255092798,0.0211681992147866,0.02,0.010499999999999999
KIC8360349,787,1.727,0.114725759966975,0.114725759966975,2.656,0.066407830863536,0.0689420046125727,6258,49,49,9.716,0.765419363611993,0.765419363611993,0.153,0.099,0.099,3.826,0.0111803398874989,0.0122065556157337,0.09212,0.0014339554944279,0.0014066198349234,3.6919972,ms,F,,serenelli17,6.64306658754923,2.54800142086048,0.782997762863535,7.87792675599005,A,3.7964355588101744,0.0033872721831453,0.0034138989641911,0.9874875061330928,0.032932591404461,0.0356362966272466,49.0,0.0116934477516163,0.099,0.0342844440158538,0.114725759966975,0.06767491773805434
KIC8367710,788,1.455,0.0644437739428721,0.122772146678308,2.041,0.0339705755029261,0.0559464029227975,6352,66,66,6.585,0.565773538492933,0.565773538492933,0.014,0.1,0.1,3.98,0.0080622577482985,0.0117046999107196,0.171,0.0030015659729547,0.0029138958955323,3.6303802,ms,F,,serenelli17,6.43353679110585,2.20276772233522,1.03904282115869,8.59185328007491,A,3.80291048941904,0.0044892233404456,0.0045361127374783,0.8185557792978027,0.0357972450666258,0.0390150961935263,66.0,0.00988347882950905,0.1,0.03740617063007605,0.09360796031059004,0.0449584892128618
KIC8377423,789,1.21,0.19,0.14,1.99,0.12,0.11,6059,57,57,6.765,0.601312885270374,0.601312885270374,0.24,0.15,0.15,3.928,0.032,0.031,0.156,0.0153,0.0157,3.8224417,ms,F,,C14sdss,13.6363636363636,5.77889447236181,0.940749298564119,8.88858662631743,A,3.7824009524965296,0.0040665242437527,0.004104961407696,0.8302678009336417,0.036982360701801,0.0404272162790932,57.0,0.0315,0.15,0.0387047884904471,0.165,0.11499999999999999
KIC8379927,790,1.1194,0.0399,0.0399,1.1197,0.015,0.015,6067,120,120,1.624,0.104,0.101,-0.1,0.15,0.15,4.3879,0.0066,0.0077,0.796505929976564,0.0132227824728357,0.0146211206590441,3.8171977,ms,F,,silva17,3.56440950509201,1.33964454764669,1.97791330146695,6.3115763546798,A,3.782973994944048,0.0085061210759525,0.0086760564447705,0.2105860249051565,0.0269577132377179,0.0278861215691139,120.0,0.00715,0.15,0.027421917403415902,0.0399,0.015
KIC8391021,791,1.26,0.1,0.11,1.54,0.05,0.05,6250,51,51,2.947,0.251913091070874,0.251913091070874,-0.22,0.2,0.15,4.163,0.01,0.011,0.3469,0.0111,0.011,3.6972412,ms,F,,C14sdss,8.33333333333333,3.24675324675325,0.816,8.54811981916775,A,3.795880017344075,0.0035294622710515,0.0035583809925019,0.4693801358499251,0.0356223053654531,0.0388073613328183,51.0,0.010499999999999999,0.175,0.037214833349135695,0.10500000000000001,0.05
KIC8394589,792,1.121,0.0574282160614449,0.0566127194188726,1.192,0.0240416305603426,0.0240416305603426,6251,54,54,1.847,0.164029888632896,0.164029888632896,-0.27,0.139,0.139,4.335,0.0092195444572928,0.0092195444572928,0.6622,0.0046886489525235,0.0047408763957732,3.6965857,ms,F,,serenelli17,5.0865716092916,2.01691531546498,0.863861782114862,8.88088189674587,A,3.7959494989028033,0.0037355920062971,0.0037680027531243,0.2664668954402414,0.0369516298416709,0.0403904922294803,54.0,0.0092195444572928,0.139,0.038671061035575605,0.05702046774015875,0.0240416305603426
KIC8408931,793,1.493,0.0746525284233562,0.0738782782690555,2.866,0.0532541078227774,0.0532541078227774,6252,120,120,11.63,1.02525741165987,1.02525741165987,-0.124,0.101,0.101,3.697,0.0125299640861417,0.0116619037896906,0.06335,0.0018764075143742,0.0018288032042841,3.6959302,ms,F,,serenelli17,4.97424000979276,1.85813355976195,1.91938579654511,8.81562692742792,A,3.796018969347149,0.0082567977819447,0.0084168231648118,1.0655797147284485,0.0366912685332292,0.0400795834902225,120.0,0.01209593393791615,0.101,0.03838542601172586,0.07426540334620585,0.0532541078227774
KIC8414062,794,1.3,0.0721248916810278,0.0802807573457052,1.726,0.105304320899002,0.102459748194108,6578,61,61,3.12,0.281430926714807,0.281430926714807,-0.251,0.1,0.1,4.076,0.0421070065428546,0.0411096095821889,0.2525,0.0439975786265563,0.0353931861380125,3.4822372,ms,F,,serenelli17,5.86175573179742,6.01865785321871,0.927333536029188,9.02022201008997,A,3.818093869146636,0.0040087995002844,0.0040461481510361,0.4941545940184428,0.0375070620950794,0.041055127276064,61.0,0.04160830806252175,0.1,0.0392810946855717,0.07620282451336649,0.10388203454655501
KIC8416311,795,1.565,0.091438503924769,0.150479234447813,2.275,0.0760591874792257,0.0877268487978452,6446,60,60,8.627,0.726635065752401,0.726635065752401,0.131,0.1,0.1,3.915,0.0152970585407784,0.0152970585407784,0.132,0.0073672600062709,0.0071433868717856,3.5687632,ms,F,,serenelli17,7.7290012259611,3.59969310499057,0.930809804529941,8.42280127219661,A,3.809290301176316,0.0040237577695192,0.0040613869728898,0.9358597980378804,0.0351206237649137,0.0382126453209241,60.0,0.0152970585407784,0.1,0.0366666345429189,0.12095886918629101,0.08189301813853544
KIC8420801,796,1.35,0.1,0.19,1.74,0.06,0.08,6506,73,73,4.674,0.40855015265179,0.40855015265179,0.07,0.15,0.15,4.08,0.017,0.02,0.2524,0.013,0.0127,3.5294332,ms,F,,C14sdss,10.7407407407407,4.02298850574713,1.12204119274516,8.74091041189111,A,3.813314058945835,0.0048458274513505,0.0049005075454666,0.6696887080562082,0.036392964726069,0.0397238681168619,73.0,0.018500000000000003,0.15,0.03805841642146545,0.14500000000000002,0.07
KIC8424992,797,0.929,0.0474236228055175,0.0474236228055175,1.052,0.0192353840616713,0.0192353840616713,5807,57,57,1.148,0.0997577347485686,0.0997577347485686,-0.127,0.101,0.101,4.362,0.0076157731058639,0.0076157731058639,0.7986,0.0071227296031788,0.0072322110726941,3.9876277,ms,G,,serenelli17,5.10480331598681,1.82845856099537,0.981573962459101,8.68969814883002,A,3.763951826033324,0.0042421355997475,0.0042839813436934,0.0599418880619546,0.0361883826406698,0.0394802215377588,57.0,0.0076157731058639,0.101,0.0378343020892143,0.0474236228055175,0.0192353840616713
KIC8435400,798,1.5,0.13,0.21,2.34,0.12,0.13,6322,59,59,9.416,0.822782257353369,0.822782257353369,0.14,0.15,0.1,3.863,0.016,0.016,0.114,0.0072,0.0071,3.6500452,ms,F,,C14sdss,11.3333333333333,5.34188034188034,0.933248971844353,8.73812932618276,A,3.800854491503561,0.0040342531188302,0.0040720798022535,0.9738664498353784,0.0363818573551854,0.039710633360972,59.0,0.016,0.125,0.0380462453580787,0.16999999999999998,0.125
KIC8478994,799,0.81,0.019,0.011,0.772,0.003,0.006,5417,75,75,0.467,0.023,0.025,-0.248,0.0721110255092798,0.0721110255092798,4.57,0.003,0.002,1.76549960940274,0.0156238903486968,0.0177544208507919,4.2432727,ms,G,p,silva15,1.85185185185185,0.582901554404145,1.38453018275798,5.13918629550321,A,3.733758835587203,0.0059716929775146,0.0060549519018486,-0.3306831194338878,0.0208791994624015,0.0238946112170202,75.0,0.0025,0.0721110255092798,0.02238690533971085,0.015,0.0045000000000000005
KIC8491374,800,1.38,0.14,0.19,1.95,0.09,0.1,6520,65,65,5.685,0.476353911087547,0.476353911087547,0.0,0.15,0.1,3.988,0.023,0.023,0.1822,0.0132,0.0127,3.5202562,ms,F,,C14sdss,11.9565217391304,4.87179487179487,0.996932515337423,8.37913651869037,A,3.81424759573192,0.0043081835658824,0.004351349129481,0.7547304690237535,0.034945686566925,0.0380056195300194,65.0,0.023,0.125,0.036475653048472195,0.165,0.095
KIC8493800,802,1.252,0.0572800139664787,0.0631268564083465,1.482,0.0291547594742265,0.030886890422961,6241,73,73,2.704,0.227754039250838,0.227754039250838,0.039,0.1,0.1,4.193,0.0125299640861417,0.0134164078649987,0.3836,0.0138699912040347,0.0129525077108643,3.7031407,ms,F,,serenelli17,4.8085810852566,2.02569669018851,1.16968434545746,8.42285648117003,A,3.7952541825808823,0.0050503949753157,0.0051098175379822,0.4320066872695983,0.0351208449079402,0.0382129071433,73.0,0.0129731859755702,0.1,0.036666876025620104,0.0602034351874126,0.03002082494859375
KIC8494142,803,1.418,0.03,0.019,1.887,0.012,0.012,6144,106,106,4.818,0.259,0.243,0.058,0.0721110255092798,0.0721110255092798,4.038,0.005,0.005,0.211632696541439,0.0035508841701583,0.0028407073361267,3.7667242,ms,F,p,silva15,1.7277856135402,0.635930047694754,1.72526041666667,5.20963055209631,A,3.788451207023456,0.0074288103206199,0.0075580983363767,0.6828667956623246,0.0227403677422805,0.0224756972598575,106.0,0.005,0.0721110255092798,0.022608032501069,0.0245,0.012
KIC8499940,804,1.163,0.102156742312977,0.0617170964968379,1.648,0.0407062648740952,0.0363593179253957,6023,58,58,3.065,0.266432730444261,0.266432730444261,-0.006,0.1,0.1,4.07,0.0143178210632764,0.0125299640861417,0.2604,0.0080750848911946,0.0081017403685874,3.8460397,ms,F,,serenelli17,7.0453069135776,2.33815481794572,0.962975261497593,8.69274813847508,A,3.779812863170581,0.0041621402420908,0.0042024151642197,0.4864304788544338,0.0362005693990343,0.0394947282885712,58.0,0.013423892574709051,0.1,0.03784764884380275,0.08193691940490745,0.03853279139974545
KIC8516041,805,1.09,0.13,0.12,1.3,0.06,0.06,6214,65,65,2.381,0.222320260232039,0.222320260232039,0.18,0.15,0.15,4.246,0.018,0.019,0.4945,0.028,0.0278,3.7208392,ms,F,,C14sdss,11.4678899082569,4.61538461538461,1.04602510460251,9.33726418446195,A,3.793371248918956,0.0045192341393933,0.0045667558743072,0.3767593954048798,0.0387682028603089,0.0425711799203394,65.0,0.0185,0.15,0.040669691390324156,0.125,0.06
KIC8554498,808,1.197,0.021,0.029,1.794,0.015,0.015,5945,60,60,3.684,0.13,0.182,0.17,0.05,0.05,4.007,0.003,0.003,0.207371635537249,0.002130530502095,0.002130530502095,3.8971687,ms,G,p,silva15,2.08855472013367,0.836120401337793,1.00925147182506,4.23452768729642,A,3.7741518589547103,0.0043611527842144,0.0044053917752568,0.5663196215248113,0.0150610671851755,0.0220034797773839,60.0,0.003,0.05,0.0185322734812797,0.025,0.015
KIC8579578,811,1.538,0.0903382532485547,0.159154013458662,2.218,0.0502195181179589,0.0726704891960967,6308,45,45,7.653,0.642982127265446,0.642982127265446,0.054,0.1,0.1,3.932,0.0120415945787923,0.015,0.1409,0.0030925867748537,0.003141930132896,3.6592222,ms,F,,serenelli17,8.11093194756882,2.77028871312118,0.713379835129994,8.40170034320458,A,3.799891684656865,0.0030871706783965,0.0031092729555575,0.8838317133294524,0.0350360944152791,0.0381125880846057,45.0,0.01352079728939615,0.1,0.036574341249942396,0.12474613335360835,0.0614450036570278
KIC8656342,814,1.159,0.112307613277106,0.0738782782690555,1.621,0.0457930125674212,0.0432666153055679,6074,71,71,3.33,0.299756919590974,0.299756919590974,-0.05,0.099,0.099,4.085,0.0174928556845359,0.0158113883008419,0.274,0.0102131243016033,0.0100668339114143,3.8126092,ms,F,,serenelli17,8.03217823753933,2.74705823173933,1.16891669410603,9.00170929702625,A,3.783474787582247,0.0050470996402265,0.0051064442263726,0.5224442335063199,0.0374333083300361,0.0409667653188884,71.0,0.0166521219926889,0.099,0.03920003682446225,0.09309294577308075,0.04452981393649455
KIC8677016,815,1.081,0.064007812023221,0.0622655603042324,1.324,0.0322024843762092,0.0313049516849971,6248,75,75,3.585,0.402598293514387,0.402598293514387,-0.27,0.101,0.101,4.227,0.0139283882771841,0.0139283882771841,0.4648,0.0175545612591144,0.0188799396450306,3.6985522,ms,F,,serenelli17,5.84058151375825,2.39831707179782,1.20038412291933,11.2300779222981,A,3.795741020869244,0.0051821609439746,0.0052447439021343,0.5544891600038189,0.0462222414670039,0.0517341613435293,75.0,0.0139283882771841,0.101,0.0489782014052666,0.0631366861637267,0.031753718030603145
KIC8694723,817,1.176,0.0644049687524185,0.0749666592559653,1.554,0.0292061637330205,0.0318276609256791,6351,62,62,3.211,0.269658569171998,0.269658569171998,-0.359,0.1,0.1,4.125,0.0084852813742385,0.01,0.3135,0.002458073432589,0.0029284024655091,3.6310357,ms,F,,serenelli17,5.92566445613876,1.96376527215893,0.976224216658794,8.39796229124878,A,3.8028421127390746,0.0042191271781644,0.0042605180105268,0.5066403055665025,0.0350211182357231,0.0380948652423769,62.0,0.00924264068711925,0.1,0.03655799173905,0.0696858140041919,0.030516912329349798
KIC8696343,818,1.119,0.061057350089895,0.061057350089895,1.183,0.0341760149812701,0.0332415402771893,6178,65,65,1.909,0.162372778192266,0.162372778192266,-0.056,0.099,0.099,4.341,0.0186815416922694,0.0196468827043885,0.6768,0.0335803942948858,0.033709544360611,3.7444372,ms,F,,serenelli17,5.45642091956166,2.84943175225949,1.05212042732276,8.5056457932041,A,3.790847903965432,0.0045454309658574,0.0045935081756516,0.2808059283936668,0.0354523360927832,0.0386057038841869,65.0,0.01916421219832895,0.099,0.037029019988485054,0.061057350089895,0.0337087776292297
KIC8738809,820,1.332,0.0438292140016222,0.041182520563948,2.163,0.0270185121722126,0.0262488094968134,6058,59,59,6.269,0.527974582093028,0.527974582093028,0.074,0.1,0.1,3.892,0.0078102496759066,0.0070710678118654,0.1317,0.0023364488353054,0.0023295001373685,3.8230972,ms,F,,serenelli17,3.19113117738627,1.2313296733478,0.973918785077583,8.4219904624825,A,3.782329268996837,0.0042092115009655,0.004250407059382,0.7971982698389589,0.035117376002476,0.0382088001648072,59.0,0.007440658743886,0.1,0.0366630880836416,0.042505867282785104,0.026633660834513
KIC8760414,822,0.8115,0.031,0.0186,1.0196,0.0097,0.0121,5873,77,77,1.208,0.052,0.052,-0.92,0.1,0.1,4.3293,0.0047,0.0063,0.76353526027981,0.0133712094311484,0.0095504580640579,3.9443647,ms,G,,silva17,3.05606900800986,1.0690466849745,1.31108462455304,4.3046357615894,A,3.768860000842957,0.0056569648855928,0.0057316240438201,0.082066934285113,0.0183036108324499,0.0191091002006027,77.0,0.0055,0.1,0.018706355516526302,0.0248,0.0109
KIC8776961,823,1.065,0.0531413210223457,0.0512640224719052,1.676,0.034,0.034,5777,72,72,2.977,0.266738425847769,0.266738425847769,-0.126,0.1,0.1,4.017,0.0089442719099991,0.0098488578017961,0.2264,0.0062512178813412,0.0061536936062823,4.0072927,ms,G,,serenelli17,4.90165931897891,2.02863961813842,1.24632162021811,8.95997399555824,A,3.761702367541413,0.0053792538219097,0.0054467187871791,0.4737788346467247,0.0372669909197845,0.0407676268982138,72.0,0.0093965648558976,0.1,0.039017308908999154,0.05220267174712545,0.034
