ID,Seq,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,FeH,eFeH1,eFeH2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logTeff,elogTeff1,elogTeff2,logL,elogL1,elogL2,eTeff,elogg,eFeH,elogL,eM,eR
KIC11723674,452,1.4,0.061400325732035,0.061400325732035,2.466,0.0653069674690228,0.0626099033699941,6246,63,63,10.05,0.93095053632956,0.93095053632956,-0.062,0.1,0.1,3.799,0.014560219778561,0.01552417469626,0.09306,0.0049693430712721,0.0048686284064405,3.6998632,ms,F,,serenelli17,4.38573755228821,2.5936105198503,1.00864553314121,9.26318941621453,A,3.79560197989418,0.0043585475118037,0.0044027333953042,1.0021660617565078,0.0384738735137815,0.0422164903356651,63.0,0.0150421972374105,0.1,0.040345181924723306,0.061400325732035,0.06395843541950845
KIC11757831,453,1.42,0.14,0.1,1.82,0.07,0.06,6754,70,70,7.031,0.617434133830106,0.617434133830106,-0.02,0.15,0.2,4.07,0.014,0.014,0.2351,0.01,0.0098,3.3668692,ms,F,,C14sdss,8.45070422535211,3.57142857142857,1.0364228605271,8.78159769350173,A,3.8295610562993927,0.0044779618600738,0.0045246150780391,0.8470170979353542,0.0365554330816165,0.0399175387114816,70.0,0.014,0.175,0.038236485896549044,0.12000000000000001,0.065
KIC11772920,455,0.835,0.0498196748283246,0.0498196748283246,0.849,0.0184390889145858,0.0184390889145858,5412,57,57,0.553,0.050619341144658,0.050619341144658,-0.092,0.1,0.1,4.501,0.01,0.01,1.362,0.0113552321420568,0.0112245916184064,4.2465502,ms,G,,serenelli17,5.96642812315265,2.17185970725392,1.05321507760532,9.1535879104264,A,3.7333577879255855,0.0045501354490533,0.0045983127577109,-0.2572748686953017,0.0380380156666886,0.0416922201497774,57.0,0.01,0.1,0.039865117908233,0.0498196748283246,0.0184390889145858
KIC11807274,458,1.239,0.04,0.04,1.582,0.015,0.021,6225,75,75,3.466,0.167,0.157,-0.089,0.0721110255092798,0.0721110255092798,4.135,0.007,0.009,0.315318514310063,0.0049712378382217,0.0049712378382217,3.7136287,ms,F,p,silva15,3.22841000807102,1.1378002528445,1.20481927710843,4.67397576457011,A,3.794139355767774,0.0052011936858078,0.005264239992357,0.5398285583778982,0.0204368394848164,0.0201317912180452,75.0,0.008,0.0721110255092798,0.0202843153514308,0.04,0.018000000000000002
KIC11817562,460,1.448,0.0815414005275848,0.0734098086089318,2.477,0.103740059764779,0.0933005894943864,6247,58,58,9.93,0.875129543737153,0.875129543737153,0.059,0.1,0.1,3.809,0.0243310501211929,0.0243310501211929,0.09475,0.0084198466138047,0.008058509291426,3.6992077,ms,F,,serenelli17,5.3505251773659,3.9774051122157,0.928445653913879,8.81298634176388,A,3.7956715059460215,0.0040135849630789,0.0040510232532073,0.9969492484953812,0.0366807295533982,0.0400670070460386,58.0,0.0243310501211929,0.1,0.038373868299718394,0.0774756045682583,0.0985203246295827
KIC11853905,461,1.117,0.021,0.029,1.555,0.012,0.012,5781,76,76,2.505,0.142,0.124,0.177,0.0721110255092798,0.0721110255092798,4.102,0.005,0.004,0.297564093459271,0.0028407073361267,0.00426106100419,4.0046707,ms,G,p,silva15,2.23813786929275,0.771704180064309,1.31465144438678,5.30938123752495,A,3.762002969375116,0.0056722546528442,0.0057473206208822,0.3988077302032645,0.0239462110980837,0.0220483347983846,76.0,0.0045000000000000005,0.0721110255092798,0.02299727294823415,0.025,0.012
KIC11862119,462,1.17,0.15,0.13,1.52,0.09,0.08,6271,56,56,2.733,0.242536025024653,0.242536025024653,-0.38,0.15,0.15,4.141,0.018,0.018,0.3318,0.0228,0.0225,3.6834757,ms,F,,C14sdss,11.965811965812,5.59210526315789,0.892999521607399,8.87435144620026,A,3.7973368007753496,0.0038610336837994,0.003895667797686,0.4366396316926607,0.0369255809739252,0.0403593677292871,56.0,0.018,0.15,0.03864247435160615,0.14,0.08499999999999999
KIC11904151,464,0.918,0.011,0.019,1.066,0.006,0.009,5647,74,74,1.063,0.032,0.034,-0.114,0.0721110255092798,0.0721110255092798,4.344,0.003,0.003,0.758468858745828,0.0049712378382217,0.00852212200838,4.0925077,ms,G,p,silva15,1.63398692810457,0.703564727954972,1.31043031698247,3.10442144873001,A,3.7518177877368792,0.0056541600287887,0.0057287446806788,0.0265332645232967,0.0128808546528403,0.0141178897608638,74.0,0.003,0.0721110255092798,0.01349937220685205,0.015,0.0075
KIC11919192,466,1.6,0.15,0.19,2.29,0.1,0.11,6788,81,81,9.2,0.763354240531006,0.763354240531006,-0.28,0.2,0.15,3.919,0.019,0.02,0.1324,0.0085,0.0081,3.3445822,ms,F,,C14sdss,10.625,4.58515283842795,1.19328226281674,8.29732870142398,A,3.8317418336456384,0.0051516827307955,0.0052135273049866,0.9637878273455552,0.0346177443027068,0.0376180131485871,81.0,0.0195,0.175,0.03611787872564695,0.16999999999999998,0.10500000000000001
KIC11962180,467,1.35,0.14,0.15,1.97,0.1,0.1,6329,80,80,6.241,0.54760477266195,0.54760477266195,0.06,0.15,0.1,3.979,0.016,0.018,0.1772,0.0119,0.0115,3.6454567,ms,F,,C14sdss,10.7407407407407,5.0761421319797,1.26402275240954,8.77431137096539,A,3.8013350956745455,0.0054551759095202,0.0055245710071383,0.7952541825808829,0.0365263425394594,0.0398828496222779,80.0,0.017,0.125,0.03820459608086865,0.14500000000000002,0.1
KIC11971746,469,1.11,0.1,0.17,1.35,0.05,0.08,5952,75,75,2.284,0.187851531564525,0.187851531564525,0.18,0.15,0.15,4.215,0.018,0.021,0.4471,0.021,0.0203,3.8925802,ms,G,,C14sdss,12.1621621621622,4.81481481481481,1.26008064516129,8.22467301070598,A,3.7746629225378223,0.0054382689300891,0.0055072318234237,0.3586960995738104,0.0343262823127705,0.0372740594593006,75.0,0.0195,0.15,0.03580017088603555,0.135,0.065
KIC12009504,470,1.1688,0.019,0.0399,1.4016,0.012,0.015,6179,77,77,2.544,0.106,0.113,-0.08,0.1,0.1,4.2108,0.0055,0.0066,0.424244726937007,0.0066096157943327,0.0069547617356721,3.7437817,ms,F,,silva17,2.51967830253251,0.963184931506849,1.2461563359767,4.30424528301887,A,3.7909181952145774,0.0053785448372134,0.0054459919081901,0.4055171069763763,0.0177287669604315,0.0197321481330405,77.0,0.00605,0.1,0.018730457546736003,0.029449999999999997,0.0135
KIC12011630,471,0.85,0.12,0.08,0.99,0.05,0.03,5817,85,85,1.085,0.0967060568359897,0.0967060568359897,-0.08,0.15,0.15,4.383,0.018,0.015,0.8915,0.0315,0.0307,3.9810727,ms,G,,C14sdss,11.7647058823529,4.04040404040404,1.46123431321987,8.91300063004514,A,3.764699063798368,0.0063001413655729,0.0063928820730607,0.0354297381845483,0.0370797233269138,0.040543604418857,85.0,0.0165,0.15,0.0388116638728854,0.1,0.04
KIC12055375,473,1.04,0.16,0.12,1.54,0.1,0.08,5991,75,75,2.481,0.210149961264132,0.210149961264132,-0.34,0.2,0.1,4.081,0.025,0.026,0.2845,0.0246,0.0235,3.8670157,ms,G,,C14sdss,13.4615384615385,5.84415584415584,1.25187781672509,8.47037328755068,A,3.777499319590365,0.0054030863842795,0.0054711542655101,0.3946267642722091,0.035311134730826,0.0384383088282943,75.0,0.025500000000000002,0.15000000000000002,0.03687472177956015,0.14,0.09
KIC12069127,476,1.59,0.0629682459657247,0.0629682459657247,2.295,0.031890437438204,0.0312409987036266,6476,66,66,9.191,0.784090215884662,0.784090215884662,0.076,0.1,0.1,3.916,0.0067082039324993,0.0067082039324993,0.1312,0.0017121244113673,0.001537,3.5490982,ms,F,,serenelli17,3.96026704186947,1.3754125521096,1.01914762198888,8.53106534527975,A,3.811306840081336,0.0044036997076268,0.0044488105625188,0.9633627661037362,0.0355540660829908,0.0387263791446573,66.0,0.0067082039324993,0.1,0.03714022261382405,0.0629682459657247,0.0315657180709153
KIC12069424,477,1.0491,0.019,0.0209,1.2156,0.012,0.012,5825,50,50,1.531,0.072,0.07,0.1,0.03,0.03,4.2867,0.0066,0.0066,0.58224770967971,0.0111199488672679,0.0120282650379945,3.9758287,ms,G,,silva17,1.90162996854447,0.987166831194472,0.858369098712446,4.6374918354017,A,3.765295929698056,0.0037119412457173,0.0037439411338744,0.184975190698261,0.0199583316558838,0.0203249747639642,50.0,0.0066,0.03,0.020141653209924,0.01995,0.012
KIC12069449,478,0.9883,0.0209,0.019,1.0957,0.009,0.009,5750,50,50,1.173,0.058,0.049,0.05,0.02,0.02,4.3527,0.0055,0.0066,0.750644840565301,0.0131723599176195,0.0151210851502024,4.0249912,ms,G,,silva17,2.01861782859456,0.821392716984576,0.869565217391304,4.56095481670929,A,3.759667844689631,0.0037601488733067,0.003792989017139,0.0692980121155292,0.020960040815787,0.0185317008824869,50.0,0.00605,0.02,0.01974587084913695,0.01995,0.009
KIC12069569,479,1.363,0.0763806258157132,0.0704343666117613,2.314,0.094847245611035,0.0885494212290515,6357,59,59,9.057,0.82883283083401,0.82883283083401,-0.109,0.1,0.1,3.843,0.0245153013442625,0.0254950975679639,0.1097,0.0100090151863208,0.0096250690387134,3.6271027,ms,F,,serenelli17,5.38572972954786,3.96276289628536,0.928110744061664,9.15129547128199,A,3.803252211430457,0.0040121438456499,0.0040495551299319,0.9569843677427602,0.0380288945361382,0.0416812612017428,59.0,0.0250051994561132,0.1,0.0398550778689405,0.07340749621373725,0.09169833342004324
KIC12117868,480,1.11,0.068264192663504,0.0632455532033676,1.326,0.0474341649025257,0.0445982062419555,6160,51,51,2.205,0.193501337269489,0.193501337269489,-0.108,0.099,0.099,4.239,0.021377558326432,0.0223606797749979,0.4732,0.0369493480456692,0.0355644038471053,3.7562362,ms,F,,serenelli17,5.92386242643566,3.47030057105887,0.827922077922078,8.77557085122398,A,3.7895807121644256,0.0035808170811253,0.0036105870324161,0.3434085938038573,0.0365313711363108,0.0398888456208889,51.0,0.021869119050714952,0.099,0.03821010837859985,0.06575487293343579,0.0460161855722406
KIC12156916,481,1.28,0.14,0.16,1.58,0.06,0.07,6546,56,56,3.54,0.309113868215457,0.309113868215457,-0.42,0.2,0.15,4.146,0.015,0.018,0.3241,0.0104,0.01,3.5032132,ms,F,,C14sdss,11.71875,4.11392405063291,0.855484265200122,8.73203017557787,A,3.8159760009719856,0.003699519022307,0.0037313041716164,0.5490032620257879,0.0363574969789501,0.0396816098605323,56.0,0.0165,0.175,0.0380195534197412,0.15000000000000002,0.065
KIC12253255,482,1.48,0.16,0.14,2.27,0.11,0.09,6457,64,64,9.183,0.787558936040192,0.787558936040192,0.1,0.2,0.1,3.89,0.018,0.018,0.1244,0.0068,0.0071,3.5615527,ms,F,,C14sdss,10.1351351351351,4.40528634361234,0.991172371070156,8.57627067450933,A,3.81003078640584,0.0042834138016201,0.0043260819719748,0.9629845843169972,0.0357349206379833,0.03894106709342,64.0,0.018,0.15000000000000002,0.03733799386570165,0.15000000000000002,0.1
KIC12258514,483,1.2581,0.0095,0.0095,1.6055,0.012,0.009,5964,77,77,3.162,0.104,0.09,0.0,0.1,0.1,4.1261,0.0033,0.0044,0.304067892905333,0.0045479724451388,0.0047262268304807,3.8847142,ms,G,,silva17,0.755106907241078,0.654001868576767,1.29107981220657,3.06767868437698,A,3.775537634780957,0.0055712009485091,0.0056435989687879,0.4999618655961902,0.0140543148044591,0.0125406542367157,77.0,0.00385,0.1,0.0132974845205874,0.0095,0.010499999999999999
KIC12265063,484,1.12,0.0754320886625844,0.0708378429936993,1.641,0.0572712842531054,0.0554616984954482,6189,60,60,3.367,0.302359729694871,0.302359729694871,-0.268,0.101,0.101,4.056,0.0240416305603426,0.0230867927612304,0.2531,0.0149093752048837,0.0251298521483912,3.7372267,ms,F,,serenelli17,6.52990766322695,3.43488673822528,0.969461948618517,8.98009295203062,A,3.791620482692814,0.0041900419745939,0.0042308613407042,0.5272431163880886,0.0373471739896055,0.0408636123428602,60.0,0.0235642116607865,0.101,0.03910539316623285,0.07313496582814186,0.0563664913742768
KIC12304142,485,1.36,0.09,0.11,1.83,0.04,0.05,6186,56,56,4.448,0.382339102492622,0.382339102492622,0.06,0.15,0.1,4.045,0.012,0.013,0.2218,0.006,0.006,3.7391932,ms,F,,C14sdss,7.35294117647059,2.45901639344262,0.905269964435823,8.59575320352117,A,3.79140991566716,0.0039138486621537,0.003949441148745,0.6481647785740011,0.0358128418611223,0.0390336257384903,56.0,0.0125,0.125,0.037423233799806305,0.1,0.045
KIC12317678,488,1.452,0.0742024258363566,0.0730068489937759,1.851,0.0346698716467194,0.034132096331752,6549,48,48,5.484,0.499756557166578,0.499756557166578,-0.3,0.204,0.204,4.066,0.0084852813742385,0.0084852813742385,0.2292,0.0028247718491942,0.0029190870148044,3.5012467,ms,F,,serenelli17,5.06918990461889,1.85850804912133,0.732936326156665,9.1129933837815,A,3.816174990428802,0.0031714936516511,0.0031948243893213,0.7390974461174751,0.0378764702847423,0.0414981999267923,48.0,0.0084852813742385,0.204,0.0396873351057673,0.07360463741506625,0.0344009839892357
KIC12366681,489,1.516,0.0965401470891774,0.0802807573457052,2.62,0.0560357029044876,0.0459673797382448,6188,66,66,14.21,1.14715463299792,1.14715463299792,0.15,0.1,0.1,3.781,0.0134164078649987,0.01,0.08423,0.0017732016241815,0.0017564296171495,3.7378822,ms,F,,serenelli17,5.83182402489718,1.94662371455596,1.06658047834518,8.07286863474963,A,3.79155030502733,0.0046075718795846,0.0046569797660143,1.1525940779274697,0.0337166793267198,0.0365562920608248,66.0,0.011708203932499349,0.1,0.0351364856937723,0.08841045221744129,0.0510015413213662
KIC12507240,490,1.37,0.11,0.1,1.94,0.06,0.06,6157,97,97,4.666,0.394698516195017,0.394698516195017,0.02,0.2,0.15,4.001,0.015,0.015,0.1892,0.0071,0.0071,3.7582027,ms,F,,C14sdss,7.66423357664234,3.09278350515464,1.57544258567484,8.45903378043327,A,3.7893691535914815,0.0067887233154331,0.0068965294251954,0.6689447344577338,0.0352657311551687,0.0383845078841229,97.0,0.015,0.175,0.0368251195196458,0.10500000000000001,0.06
KIC12735580,492,1.17,0.2,0.12,1.81,0.1,0.08,6170,64,64,4.369,0.387567902099446,0.387567902099446,0.06,0.15,0.15,3.994,0.03,0.029,0.199,0.0176,0.0168,3.7496812,ms,F,,C14sdss,13.6752136752137,4.97237569060773,1.03727714748784,8.87086065688822,A,3.7902851640332416,0.0044816339075794,0.0045283640705986,0.6403820447095684,0.0369116561622503,0.0403427313429031,64.0,0.0295,0.15,0.0386271937525767,0.16,0.09
KIC1430163,493,1.34,0.06,0.06,1.48,0.03,0.03,6520,84,84,3.592,0.288982235214758,0.288982235214758,-0.11,0.09,0.09,4.221,0.013,0.014,0.4099,0.0171,0.0174,3.5202562,ms,F,,C14bruntt,4.47761194029851,2.02702702702703,1.28834355828221,8.04516245029951,A,3.81424759573192,0.0055594688588356,0.0056315603049283,0.5553363279952668,0.0336053268122925,0.0364254185098908,84.0,0.0135,0.09,0.03501537266109165,0.06,0.03
KIC1435467,494,1.344,0.0447772263544762,0.042190046219458,1.693,0.0180277563773199,0.0188679622641132,6433,86,86,4.083,0.335815055345119,0.335815055345119,-0.028,0.099,0.099,4.109,0.0063245553203367,0.0063245553203367,0.2777,0.0028125435107745,0.0028252267165663,3.5772847,ms,F,,serenelli17,3.23538960468505,1.08965501008367,1.33685683196021,8.22471357690714,A,3.808413551400368,0.0057674296398184,0.005845053086412,0.6109793799229971,0.034326445100733,0.0372742514246337,86.0,0.0063245553203367,0.099,0.03580034826268335,0.0434836362869671,0.018447859320716548
KIC1725815,495,1.43,0.15,0.11,2.02,0.08,0.08,6550,82,82,6.845,0.587496080720966,0.587496080720966,-0.08,0.15,0.1,3.982,0.014,0.014,0.1732,0.0077,0.0074,3.5005912,ms,F,,C14sdss,9.09090909090909,3.96039603960396,1.25190839694656,8.58284997400973,A,3.816241299991783,0.0054032175504339,0.0054712887574197,0.8353734524700088,0.0357612363963097,0.0389723221768475,82.0,0.014,0.125,0.0373667792865786,0.13,0.08
KIC2010607,496,1.402,0.0818413098624405,0.0693541635375988,2.41,0.105948100502085,0.0965660395791398,6361,71,71,10.71,0.986519042556871,0.986519042556871,-0.07,0.1,0.1,3.819,0.0271661554144122,0.0271661554144122,0.09973,0.0099648451066737,0.0095016656434543,3.6244807,ms,F,,serenelli17,5.39213528530811,4.20153817595903,1.11617670177645,9.21119554208096,A,3.803525395576533,0.0048206401638624,0.0048747501312633,1.0297894708318556,0.0382671613808276,0.041967702821668,71.0,0.0271661554144122,0.1,0.040117432101247796,0.07559773670001965,0.1012570700406124
KIC2450729,499,1.112,0.0591692487699481,0.0591692487699481,1.758,0.0633245607959503,0.0605392434706612,6029,59,59,3.406,0.295644468294535,0.295644468294535,-0.212,0.1,0.1,3.994,0.0208806130178211,0.0218403296678416,0.2043,0.0161996889167663,0.0152560388371294,3.8421067,ms,F,,serenelli17,5.32097560880828,3.52286132726426,0.97860341681871,8.68010770095524,A,3.780245283865352,0.0042293598971641,0.0042709527359834,0.5322446436265822,0.0361500601277759,0.0394346093802049,59.0,0.021360471342831353,0.1,0.037792334753990395,0.0591692487699481,0.061931902133305745
KIC2837475,500,1.4291,0.019,0.0209,1.6385,0.015,0.018,6614,77,77,4.767,0.218,0.171,0.01,0.1,0.1,4.1635,0.0066,0.0066,0.325029472338612,0.0075470492152546,0.0076003124778069,3.4586392,ms,F,,silva17,1.39598348611014,1.00701861458651,1.1641971575446,4.08013425634571,A,3.820464190577684,0.0050268393017467,0.0050857056117661,0.678245151927042,0.0194200107206324,0.0158651319107944,77.0,0.0066,0.1,0.0176425713157134,0.01995,0.0165
KIC2849125,501,1.534,0.19670536342459,0.080529497701153,2.534,0.118359621493143,0.0933005894943864,6158,56,56,7.412,0.33738489056096,0.33738489056096,0.293,0.101,0.101,3.82,0.0151327459504216,0.0151327459504216,0.09451,0.0054907079689235,0.0052632790159747,3.7575472,ms,F,,serenelli17,9.03633836785342,4.17640511025117,0.909386164339071,4.55187386077928,A,3.789439684567179,0.0039315643517765,0.003967481260791,0.86993541064686,0.019331820990165,0.0202325933613011,56.0,0.0151327459504216,0.101,0.01978220717573305,0.1386174305628715,0.1058301054937647
KIC2852862,502,1.458,0.061057350089895,0.0595399025864168,2.087,0.0322024843762092,0.0334215499341368,6417,58,58,6.696,0.554198346414326,0.554198346414326,-0.155,0.1,0.1,3.962,0.0064031242374328,0.0080622577482985,0.1604,0.0016999806734195,0.0016398336165599,3.5877727,ms,F,,serenelli17,4.13570825364581,1.57220973431591,0.90384915069347,8.276558339521,A,3.8073320392911914,0.0039077334620989,0.003943214307577,0.8258154449852035,0.034534442906472,0.037519657974892,58.0,0.007232690992865649,0.1,0.036027050440681996,0.0602986263381559,0.032812017155173
KIC2865774,503,1.28,0.11,0.21,1.79,0.08,0.11,6074,63,63,3.998,0.356470016644336,0.356470016644336,-0.06,0.15,0.15,4.03,0.022,0.025,0.2202,0.0165,0.0161,3.8126092,ms,F,,C14sdss,12.5,5.3072625698324,1.03720777082647,8.91620852036858,A,3.783474787582247,0.0044813357016852,0.0045280596136296,0.6018427897820982,0.0370925147158333,0.0405588996158496,63.0,0.0235,0.15,0.03882570716584145,0.16,0.095
KIC2991448,504,1.113,0.052773099207835,0.0554616984954482,1.757,0.0408044115262063,0.0416173040933696,5836,70,70,2.843,0.1697884633087,0.1697884633087,-0.085,0.1,0.1,3.994,0.0076157731058639,0.0076157731058639,0.2051,0.0053936419050582,0.0053382898010505,3.9686182,ms,G,,serenelli17,4.86229998667041,2.3455240643021,1.19945167923235,5.97215839988392,A,3.766115283221414,0.0051781594076456,0.0052406451692248,0.4537768596904421,0.0251917799673559,0.0267435329642991,70.0,0.0076157731058639,0.1,0.0259676564658275,0.0541173988516416,0.04121085780978795
KIC2998253,505,1.262,0.0594138031100518,0.0622414652783817,1.425,0.0642884126417817,0.0585234995535981,6333,54,54,3.188,0.263328546014609,0.263328546014609,0.057,0.1,0.1,4.23,0.0294278779391243,0.0304138126514911,0.4347,0.0468969756061092,0.0309065223051705,3.6428347,ms,F,,serenelli17,4.81993931808374,4.30918990159228,0.852676456655613,8.25999203308058,A,3.801609488027319,0.0036874281306658,0.0037190049689699,0.5035183127240748,0.0344679907950455,0.0374412264888739,54.0,0.0299208452953077,0.1,0.0359546086419597,0.06082763419421675,0.061405956097689895
KIC3112152,507,1.251,0.0982700361249552,0.0834086326467471,1.741,0.056302753041037,0.0554707129934347,6282,59,59,4.304,0.355182210531848,0.355182210531848,-0.136,0.1,0.1,4.052,0.014560219778561,0.0164924225024706,0.2361,0.0110771837576164,0.0113121527571015,3.6762652,ms,F,,serenelli17,7.26133768072351,3.2100363594047,0.939191340337472,8.25237478001505,A,3.798097932062486,0.0040598211244753,0.0040981310780154,0.6338722626583327,0.0344374324392003,0.0374051681353155,59.0,0.0155263211405158,0.1,0.0359213002872579,0.09083933438585115,0.055886733017235846
