ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,eTeff,elogg,eFeH,eL,eM,eR,elogL,percent_eM,percent_eR
ASAS_J163903-2847.2_A,1.421,0.002,0.002,2.157,0.003,0.003,6637.43,33.19,33.19,-0.19,0.16,0.16,,,,,3.923,0.002,0.002,0.0,8.15,0.38,0.37,0.0,ms,,47.0,0.04,0.045893617,True,True,Xiong23,EB,3,0.9111576087399766,0.01979142242754639,0.02017801175028766,33.19,0.002,0.16,0.375,0.002,0.003,0.019984717088917026,0.14074595355383532,0.13908205841446453
ASAS_J163903-2847.2_B,1.141,0.001,0.001,1.224,0.002,0.002,6591.74,164.79,164.79,-0.19,0.16,0.16,,,,,4.32,0.003,0.003,0.0,2.55,0.66,0.53,0.0,ms,,47.0,0.04,0.026042553,True,True,Xiong23,EB,3,0.4065401804339551,0.09996485197091698,0.10118881098733146,164.79,0.003,0.16,0.595,0.001,0.002,0.10057683147912422,0.0876424189307625,0.16339869281045752
ASAS_J171750-1915.3_A,1.357,0.001,0.001,1.676,0.003,0.003,6531.31,58.78,58.78,0.04,0.12,0.12,,,,,4.122,0.003,0.003,0.0,4.61,0.4,0.37,0.0,ms,F,12.564,0.009,0.133397007,True,True,Xiong23,EB,3,0.6637009253896482,0.0361368004775976,0.036335068796915504,58.78,0.003,0.12,0.385,0.001,0.003,0.03623593463725655,0.07369196757553427,0.17899761336515513
ASAS_J171750-1915.3_B,1.345,0.001,0.001,1.648,0.003,0.003,6501.3,58.51,58.51,0.04,0.12,0.12,,,,,4.133,0.003,0.003,0.0,4.38,0.38,0.35,0.0,ms,F,12.564,0.009,0.131168418,True,True,Xiong23,EB,3,0.6414741105040995,0.03613284221639357,0.036169064362990055,58.51,0.003,0.12,0.365,0.001,0.003,0.03615095328969181,0.07434944237918216,0.1820388349514563
ASAS_J231922-0852.2_A,1.136,0.001,0.001,1.64,0.004,0.004,6266.14,18.8,18.8,-0.39,0.07,0.07,,,,,4.064,0.005,0.005,0.0,3.74,0.11,0.11,0.0,ms,,18.04,0.015,0.090909091,True,True,Xiong23,EB,3,0.5728716022004802,0.012589127308020531,0.01296497716436762,18.8,0.005,0.07,0.11,0.001,0.004,0.012777052236194075,0.08802816901408451,0.24390243902439027
ASAS_J231922-0852.2_B,1.006,0.001,0.001,1.11,0.01,0.01,6237.35,43.66,43.66,-0.39,0.07,0.07,,,,,4.35,0.018,0.018,0.0,1.68,0.13,0.12,0.0,ms,,18.04,0.015,0.061529933,True,True,Xiong23,EB,3,0.22530928172586284,0.032369293143321654,0.032184683371401235,43.66,0.018,0.07,0.125,0.001,0.01,0.032276988257361444,0.09940357852882704,0.9009009009009008
ASASSN-V_J010440.99+051109.8_A,0.811,0.002,0.002,0.737,0.071,0.071,5212.25,31.08,31.08,-0.074,0.029,0.029,,,,,4.658,0.051,0.051,0.0,0.36,0.2,0.13,0.0,ms,,19.16652998,,0.038452448,True,True,Xiong23,EB,3,-0.44369749923271273,0.1918855262389132,0.19457466474969443,31.08,0.051,0.029,0.165,0.002,0.071,0.1932300954943038,0.2466091245376079,9.633649932157395
ASASSN-V_J010440.99+051109.8_B,0.847,0.002,0.002,1.082,0.059,0.059,4881.07,55.75,55.75,-0.074,0.029,0.029,,,,,4.297,0.068,0.068,0.0,0.6,0.19,0.14,0.0,ms,,19.16652998,,0.056452577,True,True,Xiong23,EB,3,-0.2218487496163564,0.11947584090679784,0.11539341870206957,55.75,0.068,0.029,0.165,0.002,0.059,0.1174346298044337,0.2361275088547816,5.4528650646950085
ASASSN-V_J064057.24+213910.5_A,1.657,0.023,0.023,1.681,0.058,0.058,8477.5,7.25,7.25,-0.604,0.01,0.01,,,,,4.05,0.02,0.02,0.0,13.15,2.26,1.93,0.0,ms,,10.91523409,,0.154004943,True,True,Xiong23,EB,3,1.1189257528257768,0.06887688589264251,0.06893289590563412,7.25,0.02,0.01,2.0949999999999998,0.023,0.058,0.06890489089913832,1.388050694025347,3.4503271861986917
ASASSN-V_J064057.24+213910.5_B,1.775,0.023,0.023,0.933,0.089,0.089,8718.72,416.29,416.29,-0.604,0.01,0.01,,,,,4.747,0.184,0.184,0.0,4.54,3.91,2.1,0.0,ms,,10.91523409,,0.085476866,True,True,Xiong23,EB,3,0.6570558528571039,0.2698008560925884,0.26966602651837446,416.29,0.184,0.01,3.005,0.023,0.089,0.26973344130548144,1.295774647887324,9.539121114683816
ASASSN-V_J172607.12+564531.5_A,1.069,0.04,0.04,1.272,0.241,0.241,5845.57,42.64,42.64,-0.114,0.041,0.041,,,,,4.366,0.07,0.07,0.0,1.7,2.38,0.99,0.0,ms,,14.40911851,,0.088277433,True,True,Xiong23,EB,3,0.2304489213782739,0.38021124171160603,0.37919057265919864,42.64,0.07,0.041,1.685,0.04,0.241,0.37970090718540234,3.7418147801683816,18.946540880503143
ASASSN-V_J172607.12+564531.5_B,1.017,0.04,0.04,1.452,0.246,0.246,6131.13,282.37,282.37,-0.114,0.041,0.041,,,,,4.121,0.199,0.199,0.0,2.69,3.85,1.58,0.0,ms,,14.40911851,,0.100769523,True,True,Xiong23,EB,3,0.42975228000240795,0.38582546832185927,0.3844293012157506,282.37,0.199,0.041,2.715,0.04,0.246,0.3851273847688049,3.9331366764995086,16.94214876033058
BN_Scl_A,1.407,0.001,0.001,1.834,0.003,0.003,6309.57,18.93,18.93,-0.23,0.06,0.06,,,,,4.059,0.003,0.003,0.0,4.81,0.13,0.13,0.0,ms,F7,13.8252,0.0063,0.132656309,True,True,Xiong23,EB,3,0.6821450763738317,0.011581872549815131,0.011899223299707717,18.93,0.003,0.06,0.13,0.001,0.003,0.011740547924761424,0.07107320540156362,0.16357688113413302
BN_Scl_B,1.244,0.001,0.001,1.38,0.004,0.004,6237.35,31.19,31.19,-0.23,0.06,0.06,,,,,4.256,0.006,0.006,0.0,2.6,0.13,0.12,0.0,ms,F8,13.8252,0.0063,0.099817724,True,True,Xiong23,EB,3,0.414973347970818,0.02118929906993805,0.020521667144601685,31.19,0.006,0.06,0.125,0.001,0.004,0.020855483107269868,0.08038585209003216,0.2898550724637682
Cl*_NGC_2632_KP_401228_A,0.983,0.029,0.029,1.315,0.197,0.197,6366.84,11.14,11.14,-0.09,0.009,0.009,,,,,4.162,0.016,0.016,0.0,2.56,2.55,1.28,0.0,ms,,12.30985467,,0.106824982,True,True,Xiong23,EB,3,0.4082399653118496,0.3001809348228631,0.3010299956639812,11.14,0.016,0.009,1.915,0.029,0.197,0.30060546524342213,2.9501525940996953,14.980988593155894
DS_And_A,1.655,0.013,0.013,2.086,0.006,0.006,7063.18,63.57,63.57,-0.03,0.02,0.02,,,,,4.018,0.013,0.013,0.0,9.77,0.84,0.78,0.0,ms,,36.67167013,,0.056883147,True,True,Xiong23,EB,3,0.989894563718773,0.0358208201825676,0.036134871985544215,63.57,0.013,0.02,0.81,0.013,0.006,0.03597784608405591,0.7854984894259819,0.28763183125599234
DS_And_B,1.087,0.017,0.017,1.255,0.006,0.006,5970.35,59.7,59.7,-0.03,0.02,0.02,,,,,4.277,0.025,0.025,0.0,1.8,0.18,0.16,0.0,ms,,36.67167013,,0.034222603,True,True,Xiong23,EB,3,0.25527250510330607,0.04139268515822503,0.040428657055608164,59.7,0.025,0.02,0.16999999999999998,0.017,0.006,0.040910671106916596,1.5639374425023,0.47808764940239046
EPIC210822691_A,1.09,0.004,0.004,1.25,0.004,0.004,5956.62,53.61,53.61,0.0,0.05,0.05,,,,,4.286,0.021,0.021,0.0,1.77,0.16,0.14,0.0,ms,,21.51646759,,0.058095038,True,True,Xiong23,EB,3,0.24797326636180664,0.037584042645967125,0.03578566195784885,53.61,0.021,0.05,0.15000000000000002,0.004,0.004,0.03668485230190799,0.3669724770642202,0.32
EPIC210822691_B,0.96,0.009,0.009,0.94,0.004,0.004,5559.04,66.71,66.71,0.0,0.05,0.05,,,,,4.473,0.033,0.033,0.0,0.76,0.091,0.081,0.0,ms,,21.51646759,,0.043687468,True,True,Xiong23,EB,3,-0.11918640771920865,0.04911596780379651,0.04894381800028964,66.71,0.033,0.05,0.086,0.009,0.004,0.04902989290204308,0.9374999999999999,0.4255319148936171
EPIC211391083_A,1.594,0.013,0.013,1.432,0.228,0.228,5529.74,45.16,45.16,0.03,0.13,0.13,,,,,4.21,0.1,0.1,0.0,1.73,1.88,0.9,0.0,ms,,70.27746546,,0.020376375,True,True,Xiong23,EB,3,0.2380461031287954,0.3194610987768626,0.3189680107527215,45.16,0.1,0.13,1.39,0.013,0.228,0.31921455476479205,0.8155583437892095,15.921787709497208
EPIC211396167_A,0.746,0.011,0.011,0.661,0.083,0.083,4697.68,43.23,43.23,-0.224,0.17,0.17,,,,,4.13,0.2,0.2,0.0,0.19,0.15,0.08,0.0,ms,,13.03572926,,0.050706791,True,True,Xiong23,EB,3,-0.721246399047171,0.2527253160894261,0.23736091579460394,43.23,0.2,0.17,0.11499999999999999,0.011,0.083,0.24504311594201503,1.4745308310991956,12.556732223903177
EPIC211396167_B,0.756,0.011,0.011,0.873,0.173,0.173,4658.78,123.6,123.6,-0.224,0.17,0.17,,,,,4.434,0.26,0.26,0.0,0.32,0.51,0.2,0.0,ms,,13.03572926,,0.066969786,True,True,Xiong23,EB,3,-0.494850021680094,0.4139281140561679,0.4259687322722812,123.6,0.26,0.17,0.355,0.011,0.173,0.41994842316422454,1.455026455026455,19.816723940435278
EPIC211563123_A,1.148,0.009,0.009,2.081,0.105,0.105,5971.97,10.79,10.79,-0.234,0.01,0.01,,,,,3.8,0.04,0.04,0.0,4.97,1.3,1.03,0.0,ms,,37.21705321,,0.055915228,True,True,Xiong23,EB,3,0.696356388733332,0.10091115209738433,0.10086016690775801,10.79,0.04,0.01,1.165,0.009,0.105,0.10088565950257117,0.7839721254355401,5.045651129264777
EPIC211563123_B,1.157,0.009,0.009,2.15,0.161,0.161,5665.94,84.29,84.29,-0.234,0.01,0.01,,,,,3.836,0.078,0.078,0.0,4.3,1.93,1.33,0.0,ms,,37.21705321,,0.057769216,True,True,Xiong23,EB,3,0.6334684555795865,0.16101959107958308,0.1607120062623742,84.29,0.078,0.01,1.63,0.009,0.161,0.16086579867097864,0.7778738115816767,7.488372093023257
EPIC211770390_A,0.825,0.03,0.03,2.156,0.322,0.322,5840.19,128.78,128.78,0.034,0.067,0.067,,,,,3.972,0.107,0.107,0.0,4.88,5.1,2.49,0.0,ms,,19.31968792,,0.111596006,True,True,Xiong23,EB,3,0.6884198220027106,0.31071071928466054,0.31002192105457294,128.78,0.107,0.067,3.795,0.03,0.322,0.31036632016961674,3.6363636363636367,14.935064935064936
EPIC211770390_B,0.859,0.03,0.03,1.998,0.332,0.332,5343.71,240.28,240.28,0.034,0.067,0.067,,,,,3.77,0.153,0.153,0.0,2.94,4.08,1.71,0.0,ms,,19.31968792,,0.10341782,True,True,Xiong23,EB,3,0.46834733041215726,0.37798978171764797,0.3784422189727593,240.28,0.153,0.067,2.895,0.03,0.332,0.37821600034520364,3.492433061699651,16.616616616616618
EPIC211902535_A,1.922,0.064,0.064,2.097,0.252,0.252,5808.92,21.47,21.47,0.1,0.02,0.02,,,,,3.935,0.035,0.035,0.0,4.52,3.35,1.92,0.0,ms,,31.41212834,,0.066757654,True,True,Xiong23,EB,3,0.6551384348113821,0.24083629754768243,0.2401650868405642,21.47,0.035,0.02,2.635,0.064,0.252,0.24050069219412332,3.329864724245578,12.017167381974248
EPIC219394517_A,1.078,0.001,0.001,1.055,0.005,0.005,5929.25,41.5,41.5,0.07,0.03,0.03,,,,,4.425,0.009,0.009,0.0,1.2,0.1,0.1,0.0,ms,G0,18.954,0.012,0.055661074,True,True,Xiong23,EB,3,0.07918124604762482,0.03476210625921197,0.03778856088939983,41.5,0.009,0.03,0.1,0.001,0.005,0.0362753335743059,0.09276437847866419,0.47393364928909953
EPIC219394517_B,1.066,0.001,0.001,1.042,0.005,0.005,5874.89,41.12,41.12,0.07,0.03,0.03,,,,,4.43,0.01,0.01,0.0,1.2,0.1,0.1,0.0,ms,G1,18.954,0.012,0.054975203,True,True,Xiong23,EB,3,0.07918124604762482,0.03476210625921197,0.03778856088939983,41.12,0.01,0.03,0.1,0.001,0.005,0.0362753335743059,0.09380863039399624,0.4798464491362764
EPIC219511354_A,0.912,0.006,0.006,0.92,0.007,0.007,5035.01,65.46,65.46,0.07,0.03,0.03,,,,,4.47,0.016,0.016,0.0,0.491,0.065,0.057,0.0,ms,K,6.979,0.052,0.131824044,True,True,Xiong23,EB,3,-0.3089185078770315,0.05399329945908904,0.05359176261045778,65.46,0.016,0.03,0.061,0.006,0.007,0.05379253103477341,0.6578947368421052,0.7608695652173914
EPIC219511354_B,0.822,0.007,0.007,0.851,0.007,0.007,4688.13,56.26,56.26,0.07,0.03,0.03,,,,,4.494,0.017,0.017,0.0,0.316,0.039,0.035,0.0,ms,K,6.979,0.052,0.12193724,True,True,Xiong23,EB,3,-0.5003129173815962,0.05054127043669027,0.05098076271332386,56.26,0.017,0.03,0.037000000000000005,0.007,0.007,0.05076101657500706,0.8515815085158153,0.8225616921269097
EPIC219568666_A,1.121,0.006,0.006,1.178,0.003,0.003,6137.62,42.96,42.96,0.07,0.03,0.03,,,,,4.346,0.005,0.005,0.0,1.77,0.12,0.11,0.0,ms,F8,27.086,0.089,0.043491102,True,True,Xiong23,EB,3,0.24797326636180664,0.028488537811437536,0.02786517832175156,42.96,0.005,0.03,0.11499999999999999,0.006,0.003,0.02817685806659455,0.5352363960749331,0.2546689303904924
EPIC219568666_B,0.733,0.002,0.002,0.64,0.007,0.007,4497.8,44.98,44.98,0.07,0.03,0.03,,,,,4.69,0.022,0.022,0.0,0.151,0.017,0.015,0.0,ms,,27.086,0.089,0.023628443,True,True,Xiong23,EB,3,-0.8210230527068306,0.04633233443269347,0.04543803892295184,44.98,0.022,0.03,0.016,0.002,0.007,0.045885186677822654,0.2728512960436562,1.09375
EPIC220398184_A,0.444,0.011,0.011,0.517,0.026,0.026,3631.17,89.92,89.92,-0.498,0.107,0.107,,,,,4.656,0.149,0.149,0.0,0.04,0.02,0.01,0.0,ms,,7.803052742,,0.06625612,True,True,Xiong23,EB,3,-1.3979400086720375,0.17609125905568113,0.12493873660830013,89.92,0.149,0.107,0.015,0.011,0.026,0.15051499783199063,2.477477477477477,5.029013539651838
EPIC220398184_B,0.433,0.011,0.011,0.488,0.041,0.041,3637.21,19.92,19.92,-0.498,0.107,0.107,,,,,4.687,0.11,0.11,0.0,0.04,0.02,0.01,0.0,ms,,7.803052742,,0.062539626,True,True,Xiong23,EB,3,-1.3979400086720375,0.17609125905568113,0.12493873660830013,19.92,0.11,0.107,0.015,0.011,0.041,0.15051499783199063,2.5404157043879905,8.401639344262296
G250-29_A,0.35,0.005,0.005,0.355,0.017,0.017,3448.0,109.0,109.0,-0.14,0.1,0.1,,,,,4.88,0.04,0.04,1.0,0.0161,0.004,0.0032,0.0,ms,M,992.9989812,,0.000357503,True,True,Xiong23,EB,3,-1.7931741239681502,0.09637018138863906,0.09623616573260074,109.0,0.04,0.1,0.0036,0.005,0.017,0.0963031735606199,1.4285714285714286,4.788732394366198
G250-29_B,0.187,0.004,0.004,0.231,0.011,0.011,3279.0,109.0,109.0,-0.14,0.1,0.1,,,,,4.98,0.04,0.04,1.0,0.0056,0.0014,0.0011,0.0,ms,M,992.9989812,,0.000232629,True,True,Xiong23,EB,3,-2.2518119729937998,0.09691001300805668,0.09497551323085673,109.0,0.04,0.1,0.00125,0.004,0.011,0.09594276311945671,2.1390374331550803,4.761904761904761
GJ_1081_A,0.325,0.01,0.01,0.343,0.015,0.015,3390.0,109.0,109.0,-0.12,0.1,0.1,,,,,4.88,0.04,0.04,1.0,0.014,0.0031,0.0025,0.0,ms,M,867.5897227,,0.000395348,True,True,Xiong23,EB,3,-1.853871964321762,0.08686807471391589,0.08543019532462637,109.0,0.04,0.1,0.0028,0.01,0.015,0.08614913501927113,3.0769230769230766,4.373177842565597
GJ_1081_B,0.205,0.007,0.007,0.237,0.011,0.011,3168.0,109.0,109.0,-0.12,0.1,0.1,,,,,5.0,0.04,0.04,1.0,0.0051,0.0012,0.001,0.0,ms,M,867.5897227,,0.000273171,True,True,Xiong23,EB,3,-2.2924298239020637,0.09177037335564542,0.09478631937820081,109.0,0.04,0.1,0.0010999999999999998,0.007,0.011,0.09327834636692311,3.414634146341464,4.641350210970463
GJ_1245_A,0.12,0.001,0.001,0.146,0.007,0.007,2927.0,109.0,109.0,-0.07,0.1,0.1,,,,,5.19,0.04,0.04,1.0,0.00141,0.00035,0.00028,0.0,ms,M,827.2013477,,0.000176499,True,True,Xiong23,EB,3,-2.85078088734462,0.0962935551587698,0.09614066917196062,109.0,0.04,0.1,0.00031499999999999996,0.001,0.007,0.09621711216536522,0.8333333333333334,4.794520547945206
GJ_1245_C,0.081,0.001,0.001,0.087,0.004,0.004,2611.0,109.0,109.0,-0.07,0.1,0.1,,,,,5.47,0.04,0.04,1.0,0.000317,7.5e-05,6.1e-05,0.0,ms,M,827.2013477,,0.000105174,True,True,Xiong23,EB,3,-3.4989407377822483,0.09222680480270551,0.09281929690590207,109.0,0.04,0.1,6.8e-05,0.001,0.004,0.09252305085430379,1.2345679012345678,4.597701149425288
GJ_22_A,0.405,0.008,0.008,0.376,0.018,0.018,3577.0,109.0,109.0,-0.19,0.1,0.1,,,,,4.9,0.04,0.04,1.0,0.0208,0.0052,0.0041,0.0,ms,M,1107.399497,,0.000339534,True,True,Xiong23,EB,3,-1.6819366650372385,0.09691001300805646,0.0953468638151782,109.0,0.04,0.1,0.00465,0.008,0.018,0.09612843841161733,1.9753086419753085,4.787234042553191
GJ_22_C,0.157,0.003,0.003,0.179,0.009,0.009,3196.0,109.0,109.0,-0.19,0.1,0.1,,,,,5.13,0.05,0.04,1.0,0.003013,0.000789,0.000625,0.0,ms,M,1107.399497,,0.00016164,True,True,Xiong23,EB,3,-2.521000868326643,0.10101298085606736,0.10096480921602558,109.0,0.045,0.1,0.000707,0.003,0.009,0.10098889503604647,1.910828025477707,5.027932960893854
GJ_469_A,0.332,0.007,0.007,0.329,0.016,0.016,3320.0,109.0,109.0,-0.1,0.1,0.1,,,,,4.92,0.04,0.04,1.0,0.0119,0.003,0.0024,0.0,ms,M,884.1356604,,0.000372115,True,True,Xiong23,EB,3,-1.9244530386074692,0.09763930701974322,0.09782335610368276,109.0,0.04,0.1,0.0027,0.007,0.016,0.09773133156171299,2.108433734939759,4.86322188449848
GJ_469_B,0.188,0.004,0.004,0.266,0.011,0.011,3134.0,109.0,109.0,-0.1,0.1,0.1,,,,,4.86,0.04,0.04,1.0,0.0062,0.0013,0.0011,0.0,ms,M,884.1356604,,0.000300859,True,True,Xiong23,EB,3,-2.207608310501746,0.0826695738934462,0.08482151340031763,109.0,0.04,0.1,0.0012000000000000001,0.004,0.011,0.08374554364688191,2.127659574468085,4.135338345864661
HD285001_A,1.324,0.016,0.016,2.399,0.078,0.078,6692.25,14.63,14.63,-0.108,0.013,0.013,,,,,3.998,0.024,0.024,0.0,10.4,1.71,1.47,0.0,ms,,14.95683618,,0.160394884,True,True,Xiong23,EB,3,1.0170333392987803,0.06611080384427193,0.06618188041023387,14.63,0.024,0.013,1.5899999999999999,0.016,0.078,0.0661463421272529,1.2084592145015105,3.2513547311379742
HD285001_B,1.573,0.016,0.016,1.699,0.202,0.202,6300.44,79.4,79.4,-0.108,0.013,0.013,,,,,4.174,0.162,0.162,0.0,4.1,3.08,1.76,0.0,ms,,14.95683618,,0.113593542,True,True,Xiong23,EB,3,0.6127838567197355,0.24334058752256482,0.24356799930959266,79.4,0.162,0.013,2.42,0.016,0.202,0.24345429341607874,1.0171646535282899,11.889346674514421
HD96609_B,1.84,0.004,0.004,1.697,0.002,0.002,8953.65,107.44,107.44,0.02,0.06,0.06,,,,,4.243,0.002,0.002,0.0,16.7,1.9,1.7,0.0,ms,A2,28.23,0.06,0.060113355,True,True,Xiong23,EB,3,1.2227164711475833,0.04679647307033297,0.04662521209190196,107.44,0.002,0.06,1.7999999999999998,0.004,0.002,0.04671084258111746,0.21739130434782608,0.11785503830288745
KIC10031808_A,1.741,0.004,0.004,2.59,0.009,0.009,7112.14,49.78,49.78,-0.11,0.08,0.08,,,,,3.852,0.006,0.006,0.0,15.5,1.1,1.0,0.0,ms,,26.905,0.054,0.096264635,True,True,Xiong23,EB,3,1.1903316981702914,0.02977638986976383,0.028963695935316558,49.78,0.006,0.08,1.05,0.004,0.009,0.029370042902540194,0.22975301550832855,0.34749034749034746
KIC10031808_B,1.798,0.006,0.006,3.027,0.006,0.006,6839.12,47.87,47.87,-0.11,0.08,0.08,,,,,3.731,0.004,0.004,0.0,18.1,1.2,1.1,0.0,ms,,26.905,0.054,0.112506969,True,True,Xiong23,EB,3,1.2576785748691846,0.027878734138589323,0.027229653490910666,47.87,0.004,0.08,1.15,0.006,0.006,0.027554193814749994,0.3337041156840934,0.19821605550049554
KIC3439031_A,1.226,0.001,0.001,1.407,0.001,0.001,6531.31,97.97,97.97,0.1,0.13,0.13,,,,,4.23,0.001,0.001,0.0,3.25,0.48,0.42,0.0,ms,F,18.646,0.13,0.075458543,True,True,Xiong23,EB,3,0.5118833609788743,0.059825470829813265,0.06009692545458406,97.97,0.001,0.13,0.44999999999999996,0.001,0.001,0.05996119814219866,0.08156606851549755,0.07107320540156362
KIC3439031_B,1.227,0.001,0.001,1.403,0.001,0.001,6531.31,97.97,97.97,0.1,0.13,0.13,,,,,4.233,0.002,0.002,0.0,3.23,0.48,0.42,0.0,ms,F,18.646,0.13,0.07524402,True,True,Xiong23,EB,3,0.5092025223311029,0.060171387283943,0.06049620242602294,97.97,0.002,0.13,0.44999999999999996,0.001,0.001,0.06033379485498297,0.08149959250203749,0.07127583749109052
KIC5359678_A,1.32,0.06,0.06,1.52,0.04,0.04,6500.0,50.0,50.0,-0.104,0.046,0.046,,,,,4.2,0.079,0.079,0.0,3.72,0.56,0.49,0.0,ms,F,19.19,,0.079207921,True,True,Xiong23,EB,3,0.5705429398818975,0.06090082913127448,0.06134041755079456,50.0,0.079,0.046,0.525,0.06,0.04,0.06112062334103452,4.545454545454545,2.6315789473684212
KIC7821010_A,1.277,0.007,0.007,1.276,0.005,0.005,6714.29,67.14,67.14,0.1,0.08,0.08,,,,,4.332,0.007,0.007,0.0,2.99,0.3,0.27,0.0,ms,,47.83,0.2,0.026677817,True,True,Xiong23,EB,3,0.4756711883244297,0.041524709625544665,0.04110228429023094,67.14,0.007,0.08,0.28500000000000003,0.007,0.005,0.0413134969578878,0.5481597494126861,0.39184952978056425
KIC7821010_B,1.221,0.007,0.007,1.21,0.006,0.006,6561.45,72.18,72.18,0.1,0.08,0.08,,,,,4.359,0.009,0.009,0.0,2.45,0.27,0.24,0.0,ms,,47.83,0.2,0.02529793,True,True,Xiong23,EB,3,0.3891660843645325,0.04540281966966625,0.044773810679421766,72.18,0.009,0.08,0.255,0.007,0.006,0.04508831517454401,0.5733005733005733,0.49586776859504134
KIC8301013_A,1.29,0.02,0.02,1.45,0.01,0.01,6144.0,100.0,100.0,-0.019,0.035,0.035,,,,,4.22,0.01,0.01,0.0,2.7,0.44,0.38,0.0,ms,F,15.2,0.1,0.095394737,True,True,Xiong23,EB,3,0.43136376415898736,0.06556588391422757,0.06587577926808763,100.0,0.01,0.035,0.41000000000000003,0.02,0.01,0.0657208315911576,1.5503875968992247,0.6896551724137931
KIC8301013_B,1.11,0.05,0.05,1.2,0.01,0.01,5966.0,97.0,97.0,-0.019,0.035,0.035,,,,,4.33,0.02,0.02,0.0,1.64,0.27,0.24,0.0,ms,F,15.2,0.1,0.078947368,True,True,Xiong23,EB,3,0.21484384804769785,0.06618951920002969,0.06871581236945984,97.0,0.02,0.035,0.255,0.05,0.01,0.06745266578474476,4.504504504504504,0.8333333333333334
KIC9850387_A,1.66,0.004,0.004,2.154,0.001,0.001,7328.25,36.64,36.64,-0.2,0.05,0.05,,,,,3.992,0.003,0.003,0.0,12.05,0.57,0.54,0.0,ms,F,11.52912366,,0.186831199,True,True,Xiong23,EB,3,1.0809870469108873,0.020072307997228256,0.019911723281095473,36.64,0.003,0.05,0.5549999999999999,0.004,0.001,0.019992015639161864,0.24096385542168677,0.04642525533890437
KIC9850387_B,1.062,0.002,0.002,1.081,0.001,0.001,6165.95,30.83,30.83,-0.2,0.05,0.05,,,,,4.396,0.003,0.003,0.0,1.52,0.07,0.07,0.0,ms,G,11.52912366,,0.093762547,True,True,Xiong23,EB,3,0.18184358794477254,0.01955353637567897,0.020475585709797656,30.83,0.003,0.05,0.07,0.002,0.001,0.020014561042738313,0.18832391713747645,0.09250693802035154
KOI-6964_A,1.307,0.025,0.025,1.42,0.198,0.198,6452.39,54.82,54.82,-0.204,0.031,0.031,,,,,4.244,0.046,0.046,0.0,3.15,2.86,1.5,0.0,ms,,14.88816689,,0.095377759,True,True,Xiong23,EB,3,0.4983105537896005,0.28056391821313903,0.2808266095756942,54.82,0.046,0.031,2.1799999999999997,0.025,0.198,0.2806952638944166,1.912777352716144,13.943661971830988
LINEAR_23079661_A,0.568,0.011,0.011,0.76,0.074,0.074,3772.83,66.75,66.75,-0.2,0.1,0.1,,,,,4.823,0.11,0.11,0.0,0.11,0.06,0.04,0.0,ms,,7.872884814,,0.096533865,True,True,Xiong23,EB,3,-0.958607314841775,0.18905623622004886,0.1962946451439681,66.75,0.11,0.1,0.05,0.011,0.074,0.19267544068200848,1.936619718309859,9.736842105263158
LINEAR_23079661_B,0.489,0.011,0.011,0.713,0.158,0.158,3742.5,114.96,114.96,-0.2,0.1,0.1,,,,,4.421,0.259,0.259,0.0,0.09,0.17,0.06,0.0,ms,,7.872884814,,0.090564008,True,True,Xiong23,EB,3,-1.0457574905606752,0.4607308385314932,0.4771212547196624,114.96,0.259,0.1,0.115,0.011,0.158,0.4689260466255778,2.249488752556237,22.15988779803647
NGC_2506_V4_A,1.478,0.003,0.003,2.3,0.006,0.006,6823.39,40.94,40.94,-0.36,0.1,0.1,,,,,3.884,0.007,0.007,0.0,10.33,0.61,0.58,0.0,ms,,11.87,0.02,0.193765796,True,True,Xiong23,EB,3,1.0141003215196205,0.02491700047779144,0.02509570582108367,40.94,0.007,0.1,0.595,0.003,0.006,0.025006353149437555,0.20297699594046006,0.2608695652173913
NGC_2506_V4_B,1.25,0.004,0.004,1.534,0.008,0.008,6823.39,40.94,40.94,-0.36,0.1,0.1,,,,,4.163,0.012,0.012,0.0,4.6,0.28,0.27,0.0,ms,,11.87,0.02,0.129233361,True,True,Xiong23,EB,3,0.6627578316815741,0.025661990321136474,0.02626993532820865,40.94,0.012,0.1,0.275,0.004,0.008,0.02596596282467256,0.32,0.5215123859191656
NGTS_0002-29_A,0.398,0.001,0.001,0.404,0.002,0.002,3372.87,16.86,16.86,0.04,0.04,0.04,,,,,4.826,0.01,0.01,0.0,0.019,0.001,0.001,0.0,ms,,3.8239,0.0099,0.105651298,True,True,Xiong23,EB,3,-1.7212463990471711,0.022276394711152392,0.02348109584952285,16.86,0.01,0.04,0.001,0.001,0.002,0.02287874528033762,0.25125628140703515,0.49504950495049505
