ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,logR,elogR1,elogR2,eTeff,elogg,eFeH,eL,eM,eR,elogL,elogR,percent_eM,percent_eR
EPIC211081742,1.027,0.055,0.055,7.481,0.128,0.128,4541.0,50.35871324805669,50.35871324805669,0.1517,0.0071,0.0071,,,,,2.626,0.02,0.02,0.0,24.11,1.16,1.04,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3821972103774536,0.02040803154246107,0.01914961585635999,0.8739596547433531,0.007367929357198211,0.007495088771612757,50.35871324805669,0.02,0.0071,1.1,0.055,0.128,0.01977882369941053,0.007431509064405484,5.355404089581305,1.711001203047721
EPIC211084537,1.235,0.084,0.084,5.175,0.111,0.111,5006.0,50.99019513592785,50.99019513592785,-0.3621,0.0073,0.0073,,,,,3.151,0.026,0.026,0.0,13.72,0.48,0.44,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1373541113707328,0.014934233012323661,0.01415603633873408,0.7139103541289553,0.009216804666736245,0.009416657119656668,50.99019513592785,0.026,0.0073,0.45999999999999996,0.084,0.111,0.01454513467552887,0.009316730893196457,6.80161943319838,2.1449275362318843
EPIC211090440,1.279,0.075,0.075,7.213,0.136,0.136,4867.0,50.80354318352215,50.80354318352215,-0.2476,0.0074,0.0074,,,,,2.833,0.024,0.024,0.0,28.16,1.32,1.18,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4496326504700745,0.019894828716939372,0.018590705134189145,0.8581159321900661,0.00811231518958111,0.008266736584808254,50.80354318352215,0.024,0.0074,1.25,0.075,0.136,0.01924276692556426,0.008189525887194682,5.863956215793589,1.8854845417995287
EPIC211099475,1.385,0.088,0.088,6.667,0.136,0.136,4784.0,50.99019513592785,50.99019513592785,-0.0136,0.0089,0.0089,,,,,2.856,0.026,0.026,0.0,18.55,0.61,0.46,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2683439139510646,0.0140515907914609,0.010905347091250794,0.823930455125564,0.008770015835003475,0.008950771364807153,50.99019513592785,0.026,0.0089,0.535,0.088,0.136,0.012478468941355847,0.008860393599905314,6.35379061371841,2.0398980050997455
EPIC211104243,1.273,0.048,0.048,9.199,0.113,0.113,4609.0,50.48762224545735,50.48762224545735,0.1561,0.007,0.007,,,,,2.642,0.02,0.02,0.0,34.40351,0.96436,0.86553,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5366027534979,0.01200615208725031,0.011065852093430806,0.9637406188578841,0.005302348447929095,0.005367886379276765,50.48762224545735,0.02,0.007,0.914945,0.048,0.113,0.011536002090340558,0.00533511741360293,3.7706205813040063,1.2283943906946408
EPIC211105771,1.262,0.062,0.062,7.752,0.125,0.125,4852.0,50.80354318352215,50.80354318352215,-0.227,0.0074,0.0074,,,,,2.659,0.024,0.024,0.0,30.00581,3.76361,0.98522,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4772053549408823,0.051318246619532326,0.014499117371913783,0.8894137640427089,0.006947081426607493,0.007060017653994999,50.80354318352215,0.024,0.0074,2.374415,0.062,0.125,0.032908681995723055,0.007003549540301246,4.91283676703645,1.6124871001031993
EPIC211109253,1.272,0.073,0.073,8.335,0.154,0.154,4862.0,50.80354318352215,50.80354318352215,-0.187,0.0072,0.0072,,,,,2.711,0.024,0.024,0.0,34.97565,4.1348,1.30628,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5437657943229823,0.04852701859648523,0.016530804103095376,0.9209056041640242,0.007950929417886554,0.008099211502731851,50.80354318352215,0.024,0.0072,2.72054,0.073,0.154,0.0325289113497903,0.008025070460309203,5.738993710691823,1.8476304739052187
EPIC211120877,1.271,0.061,0.061,11.226,0.175,0.175,4401.0,50.35871324805669,50.35871324805669,0.1895,0.0072,0.0072,,,,,2.377,0.019,0.019,0.0,42.59418,2.60612,1.33787,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.6293502618595268,0.025791055427788923,0.013859880158958893,1.0502250378836535,0.006717907789223876,0.006823458972772478,50.35871324805669,0.019,0.0072,1.9719950000000002,0.061,0.175,0.019825467793373908,0.006770683380998177,4.799370574350905,1.5588811687154818
EPIC211125311,1.39,0.05,0.05,5.852,0.068,0.068,4988.0,50.99019513592785,50.99019513592785,-0.2345,0.0071,0.0071,,,,,3.032,0.024,0.024,0.0,19.09893,1.29642,0.46695,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.28100903698006,0.028522125566626144,0.010750027634967463,0.7673043174532732,0.005017389269646566,0.005076033166798721,50.99019513592785,0.024,0.0071,0.8816849999999999,0.05,0.068,0.019636076600796804,0.005046711218222644,3.5971223021582737,1.1619958988380041
EPIC211143318,1.211,0.005,0.005,4.618,0.006,0.006,4896.0,50.80354318352215,50.80354318352215,-0.0504,0.0069,0.0069,,,,,3.167,0.022,0.022,0.0,11.03998,1.27568,0.08588,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0429682866271017,0.047489404146275005,0.0033915853410766417,0.6644539285811576,0.0005638968313150805,0.0005646299584961545,50.80354318352215,0.022,0.0069,0.6807799999999999,0.005,0.006,0.025440494743675823,0.0005642633949056175,0.41288191577208916,0.12992637505413598
EPIC211158768,1.057,0.029,0.029,7.477,0.068,0.068,4623.0,50.48762224545735,50.48762224545735,0.0849,0.0071,0.0071,,,,,2.656,0.02,0.02,0.0,19.81,0.49,0.57,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2968844755385471,0.01061156237466565,0.01267940783675292,0.8737273806466795,0.003931863464929131,0.003967785864269158,50.48762224545735,0.02,0.0071,0.53,0.029,0.068,0.011645485105709286,0.003949824664599144,2.743614001892148,0.9094556640363782
EPIC211161522,1.104,0.075,0.075,7.632,0.168,0.168,4656.0,50.48762224545735,50.48762224545735,0.0431,0.0071,0.0071,,,,,2.696,0.021,0.021,0.0,24.66172,1.39705,1.08393,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3920233626270875,0.02393055009945888,0.019520267372058253,0.8826383616960387,0.009456240994441645,0.009666730957595182,50.48762224545735,0.021,0.0071,1.2404899999999999,0.075,0.168,0.021725408735758567,0.009561485976018413,6.7934782608695645,2.2012578616352205
EPIC211162820,1.188,0.054,0.054,5.524,0.081,0.081,4764.0,50.635955604688654,50.635955604688654,0.052,0.0069,0.0069,,,,,2.994,0.021,0.021,0.0,14.16084,1.91917,0.42302,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.151089015821594,0.055197298674387385,0.013171194094097505,0.7422536699065937,0.006321947024398256,0.00641533558952001,50.635955604688654,0.021,0.0069,1.171095,0.054,0.081,0.034184246384242445,0.006368641306959133,4.545454545454546,1.4663287472845763
EPIC211166537,1.091,0.05,0.05,7.712,0.115,0.115,4650.0,50.48762224545735,50.48762224545735,-0.0973,0.0074,0.0074,,,,,2.637,0.022,0.022,0.0,25.05189,1.13999,0.75669,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3988404960957763,0.019326176224945257,0.013320017535653594,0.8871670208947744,0.0064283129251088145,0.006524894490489541,50.48762224545735,0.022,0.0074,0.94834,0.05,0.115,0.016323096880299426,0.006476603707799178,4.582951420714941,1.491182572614108
EPIC211169225,1.037,0.05,0.05,5.013,0.076,0.076,4695.0,50.635955604688654,50.635955604688654,-0.0076,0.0072,0.0072,,,,,2.992,0.021,0.021,0.0,11.34,0.23,0.24,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0546130545568877,0.008720304394861822,0.009290075770230333,0.7000977046130538,0.006534746260240865,0.006634577393522578,50.635955604688654,0.021,0.0072,0.235,0.05,0.076,0.009005190082546077,0.006584661826881721,4.821600771456124,1.5160582485537601
EPIC211305895,0.995,0.03,0.03,5.33,0.052,0.052,4849.0,52.81098370604357,52.81098370604357,-0.4254,0.0135,0.0135,,,,,2.972,0.039,0.039,0.0,14.15005,0.58201,0.33831,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1507579744670744,0.01750550449233179,0.010509580117495254,0.7267272090265723,0.004216484401163401,0.004257823142541417,52.81098370604357,0.039,0.0135,0.46016,0.03,0.052,0.014007542304913523,0.004237153771852409,3.0150753768844223,0.975609756097561
EPIC211311146,1.228,0.072,0.072,8.184,0.152,0.152,4653.0,50.635955604688654,50.635955604688654,0.061,0.0081,0.0081,,,,,2.638,0.023,0.023,0.0,28.28513,1.14062,1.05884,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.451558179122138,0.017169361780264625,0.01656971304109578,0.9129656207041037,0.007992085251345427,0.008141920903159572,50.635955604688654,0.023,0.0081,1.09973,0.072,0.152,0.016869537410680202,0.0080670030772525,5.863192182410423,1.857282502443793
EPIC211312145,1.138,0.059,0.059,9.558,0.161,0.161,4650.0,50.635955604688654,50.635955604688654,-0.2215,0.0083,0.0083,,,,,2.521,0.025,0.025,0.0,39.09,0.83,0.81,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5920656704322471,0.00912486218308639,0.00909374132744123,0.9803670261847751,0.0072545559407086735,0.007377799329426282,50.635955604688654,0.025,0.0083,0.8200000000000001,0.059,0.161,0.00910930175526381,0.007316177635067478,5.184534270650263,1.6844528143963173
EPIC211314726,0.998,0.059,0.059,9.078,0.178,0.178,4766.0,53.14132102234569,53.14132102234569,-0.497,0.0154,0.0154,,,,,2.562,0.043,0.043,0.0,55.56,7.23,5.07,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.744762237065578,0.053128245992770884,0.041556866370091594,0.9579901784068303,0.008433167536862851,0.00860017176191763,53.14132102234569,0.043,0.0154,6.15,0.059,0.178,0.04734255618143124,0.00851666964939024,5.911823647294589,1.9607843137254903
EPIC211321352,1.192,0.031,0.031,5.645,0.049,0.049,4738.0,50.80354318352215,50.80354318352215,0.1361,0.0078,0.0078,,,,,2.933,0.022,0.022,0.0,14.46781,0.3577,0.27305,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1604027967101667,0.010606845385228159,0.008274742684275083,0.7516639462609866,0.003753516549949598,0.0037862404411966866,50.80354318352215,0.022,0.0078,0.315375,0.031,0.049,0.00944079403475162,0.0037698784955731424,2.6006711409395975,0.8680248007085918
EPIC211321852,1.363,0.05,0.05,5.466,0.066,0.066,4821.0,51.19570294468082,51.19570294468082,0.1547,0.0089,0.0089,,,,,3.053,0.025,0.025,0.0,14.54061,0.8631,0.37324,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1625826261981909,0.025042707526502284,0.01129338995906548,0.7376696273566419,0.0052125440806310985,0.005275867533673373,51.19570294468082,0.025,0.0089,0.61817,0.05,0.066,0.018168048742783882,0.005244205807152236,3.668378576669112,1.2074643249176729
EPIC211325976,0.912,0.049,0.049,7.094,0.125,0.125,4741.0,50.80354318352215,50.80354318352215,-0.592,0.0084,0.0084,,,,,2.581,0.028,0.028,0.0,22.9064,2.519,0.81872,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3599568402594044,0.0453109538398524,0.015806738517047503,0.850891184135924,0.007585857677416485,0.0077207196160261615,50.80354318352215,0.028,0.0084,1.66886,0.049,0.125,0.03055884617844995,0.0076532886467213235,5.37280701754386,1.7620524386805752
EPIC211327452,1.404,0.021,0.021,6.444,0.03,0.03,4926.0,50.80354318352215,50.80354318352215,-0.1268,0.007,0.007,,,,,2.975,0.023,0.023,0.0,22.28,0.77,0.74,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3479151865016914,0.014755743223975548,0.014669487539728632,0.8091555317471805,0.002017163319373849,0.0020265761547588745,50.80354318352215,0.023,0.007,0.755,0.021,0.03,0.01471261538185209,0.002021869737066362,1.495726495726496,0.4655493482309125
EPIC211329249,0.989,0.057,0.057,5.863,0.11,0.11,4805.0,52.81098370604357,52.81098370604357,-0.4492,0.0143,0.0143,,,,,2.93,0.041,0.041,0.0,18.31,2.24,1.89,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2626883443016965,0.05012348191039151,0.04731519151827457,0.7681198941847973,0.008072620562274757,0.008225520159298005,52.81098370604357,0.041,0.0143,2.065,0.057,0.11,0.04871933671433304,0.008149070360786381,5.7633973710819015,1.8761726078799248
EPIC211329606,1.074,0.041,0.041,7.154,0.087,0.087,4736.0,52.81098370604357,52.81098370604357,-0.294,0.0151,0.0151,,,,,2.749,0.04,0.04,0.0,23.1974,4.62453,0.65132,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3654393112301286,0.07894794236540092,0.012368267559756063,0.8545489358129508,0.00524961166761484,0.0053138444982282484,52.81098370604357,0.04,0.0151,2.637925,0.041,0.087,0.045658104962578494,0.005281728082921544,3.8175046554934826,1.2161028795079676
EPIC211330362,1.195,0.053,0.053,6.832,0.099,0.099,4934.0,50.99019513592785,50.99019513592785,-0.4187,0.0076,0.0076,,,,,2.808,0.026,0.026,0.0,24.92224,1.47943,0.7448,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3965870739389719,0.025044324478066704,0.013176759743916744,0.8345478576809486,0.006248041166145191,0.006339243213003276,50.99019513592785,0.026,0.0076,1.112115,0.053,0.099,0.019110542110991724,0.006293642189574233,4.435146443514644,1.449063231850117
EPIC211330883,0.958,0.033,0.033,6.837,0.078,0.078,4765.0,52.49761899362675,52.49761899362675,-0.4139,0.0143,0.0143,,,,,2.863,0.04,0.04,0.0,23.75,1.82,1.64,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3756636139608853,0.03206711406545004,0.031074871382171354,0.834865579900038,0.00492660454529148,0.004983133456544775,52.49761899362675,0.04,0.0143,1.73,0.033,0.078,0.0315709927238107,0.004954869000918127,3.444676409185804,1.1408512505484862
EPIC211332646,1.051,0.066,0.066,8.932,0.177,0.177,4756.0,51.92301994298868,51.92301994298868,-0.4026,0.0122,0.0122,,,,,2.498,0.035,0.035,0.0,33.1,2.95,3.41,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5198279937757189,0.03707727527972904,0.047217796179674254,0.9509487143994003,0.008521987675706777,0.008692563979935342,51.92301994298868,0.035,0.0122,3.18,0.066,0.177,0.042147535729701646,0.00860727582782106,6.279733587059944,1.9816390506045676
EPIC211337697,1.116,0.07,0.07,5.458,0.109,0.109,4745.0,50.635955604688654,50.635955604688654,0.0962,0.0069,0.0069,,,,,2.977,0.021,0.021,0.0,13.60525,1.57626,0.54572,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1337065264629236,0.04760844351902849,0.01777897908584891,0.7370335313338777,0.008587689973060697,0.00876093343886064,50.635955604688654,0.021,0.0069,1.0609899999999999,0.07,0.109,0.0326937113024387,0.008674311705960669,6.272401433691757,1.9970685232685965
EPIC211339974,1.066,0.069,0.069,5.464,0.115,0.115,4950.0,52.20153254455275,52.20153254455275,-0.2696,0.0112,0.0112,,,,,3.021,0.034,0.034,0.0,16.14867,1.1956,0.70026,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2081367597664252,0.031019265850482425,0.01925297268911219,0.7375106906734762,0.009045670736892997,0.009238092778459106,52.20153254455275,0.034,0.0112,0.9479299999999999,0.069,0.115,0.025136119269797308,0.009141881757676051,6.472795497185741,2.104685212298682
EPIC211340097,1.016,0.064,0.064,9.735,0.196,0.196,4634.0,51.66236541235796,51.66236541235796,-0.1315,0.013,0.013,,,,,2.428,0.033,0.033,0.0,34.6,2.97,2.18,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5390760987927767,0.03576509627060798,0.02826308828028057,0.9883359558560505,0.008657026034655124,0.00883310706864926,51.66236541235796,0.033,0.013,2.575,0.064,0.196,0.03201409227544427,0.008745066551652192,6.299212598425197,2.013353877760658
EPIC211351816,0.989,0.014,0.014,3.974,0.018,0.018,4726.0,51.19570294468082,51.19570294468082,0.3163,0.0098,0.0098,,,,,3.162,0.025,0.025,0.0,7.09783,0.53891,0.09193,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,0.8511255933567321,0.031782411533224364,0.00566165931284579,0.5992278627737964,0.0019626698415371457,0.001971579848654481,51.19570294468082,0.025,0.0098,0.31542,0.014,0.018,0.018722035423035077,0.0019671248450958134,1.4155712841253794,0.4529441368897835
EPIC211351885,1.174,0.069,0.069,7.707,0.147,0.147,4730.0,50.635955604688654,50.635955604688654,-0.0778,0.0077,0.0077,,,,,2.692,0.023,0.023,0.0,23.15,1.95,1.8,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3645509953539718,0.03512272612706635,0.03515311599292925,0.8868853589860086,0.00820553794839085,0.008363563484802161,50.635955604688654,0.023,0.0077,1.875,0.069,0.147,0.0351379210599978,0.008284550716596506,5.877342419080069,1.9073569482288828
EPIC211353769,0.944,0.053,0.053,7.877,0.143,0.143,4673.0,50.635955604688654,50.635955604688654,-0.2392,0.0078,0.0078,,,,,2.583,0.024,0.024,0.0,29.79,0.54,0.5,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4740705032150436,0.007801907095619898,0.00735113153344491,0.8963608454693164,0.007813522814847151,0.007956677732269712,50.635955604688654,0.024,0.0078,0.52,0.053,0.143,0.007576519314532404,0.007885100273558432,5.614406779661017,1.815411958867589
EPIC211358245,1.135,0.043,0.043,8.79,0.109,0.109,4677.0,50.635955604688654,50.635955604688654,-0.0738,0.0073,0.0073,,,,,2.578,0.022,0.022,0.0,33.30749,0.95116,0.85182,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.52254190617596,0.01222833893624431,0.011251327239723219,0.9439888750737718,0.005352331696725443,0.005419118852710736,50.635955604688654,0.022,0.0073,0.90149,0.043,0.109,0.011739833087983764,0.0053857252747180895,3.7885462555066076,1.2400455062571105
EPIC211358640,1.225,0.074,0.074,6.24,0.121,0.121,4639.0,50.48762224545735,50.48762224545735,0.2723,0.0067,0.0067,,,,,2.844,0.019,0.019,0.0,16.24656,0.96655,0.63159,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2107614187812707,0.025097925329883974,0.017220264595263046,0.795184589682424,0.00834080589410846,0.008504136485775304,50.48762224545735,0.019,0.0067,0.79907,0.074,0.121,0.02115909496257351,0.008422471189941882,6.040816326530611,1.9391025641025639
EPIC211363503,1.274,0.05,0.05,5.937,0.076,0.076,4811.0,52.20153254455275,52.20153254455275,-0.0801,0.0126,0.0126,,,,,2.938,0.034,0.034,0.0,17.01258,1.54347,0.48155,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2307701804436828,0.03771535362802503,0.012470266413652675,0.7735670489260588,0.0055241549194403605,0.005595327544439921,52.20153254455275,0.034,0.0126,1.01251,0.05,0.076,0.02509281002083885,0.005559741231940141,3.924646781789639,1.2801077985514568
EPIC211367825,1.112,0.029,0.029,6.114,0.052,0.052,4900.0,50.99019513592785,50.99019513592785,-0.3734,0.0076,0.0076,,,,,2.847,0.026,0.026,0.0,17.4,0.74,0.76,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2405492482825997,0.018088034441476664,0.019395926327894664,0.78632543439007,0.0036780860004194116,0.0037095023584664544,50.99019513592785,0.026,0.0076,0.75,0.029,0.052,0.018741980384685664,0.003693794179442933,2.6079136690647484,0.850507033038927
EPIC211378134,1.159,0.068,0.068,8.604,0.165,0.165,4600.0,51.19570294468082,51.19570294468082,0.032,0.0112,0.0112,,,,,2.569,0.029,0.029,0.0,29.86255,2.21645,1.16953,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4751268899142647,0.031093931628940696,0.01735062886553962,0.9347004017154249,0.008249668361673845,0.008409414830561568,51.19570294468082,0.029,0.0112,1.69299,0.068,0.165,0.024222280247240158,0.008329541596117707,5.867126833477136,1.9177126917712695
EPIC211378233,1.35,0.046,0.046,5.887,0.064,0.064,4898.0,50.80354318352215,50.80354318352215,-0.1507,0.0071,0.0071,,,,,3.01,0.023,0.023,0.0,15.15,0.51,0.63,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1804126328383238,0.014379124883600936,0.018446016474248816,0.769894035812169,0.004695914452625516,0.004747245704143754,50.80354318352215,0.023,0.0071,0.5700000000000001,0.046,0.064,0.016412570678924876,0.004721580078384635,3.407407407407407,1.0871411584847972
EPIC211382928,1.378,0.082,0.082,5.666,0.108,0.108,4796.0,50.635955604688654,50.635955604688654,0.0945,0.0068,0.0068,,,,,3.016,0.021,0.021,0.0,15.30258,0.46307,0.58671,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1847646586151221,0.012947222310468298,0.016978715996670335,0.7532765701844184,0.008200209360283317,0.008358027743065266,50.635955604688654,0.021,0.0068,0.52489,0.082,0.108,0.014962969153569317,0.008279118551674292,5.950653120464443,1.906106600776562
EPIC211383038,1.207,0.052,0.052,5.973,0.083,0.083,5044.0,51.19570294468082,51.19570294468082,-0.4382,0.0074,0.0074,,,,,3.046,0.027,0.027,0.0,20.55,0.68,0.66,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.312811826212088,0.014138167953910763,0.014177043087652441,0.776192514747072,0.00599335174494442,0.006077219959970348,51.19570294468082,0.027,0.0074,0.67,0.052,0.083,0.014157605520781602,0.006035285852457384,4.308202154101077,1.3895864724594007
EPIC211384259,1.267,0.061,0.061,4.947,0.076,0.076,4925.0,50.80354318352215,50.80354318352215,0.0358,0.0067,0.0067,,,,,3.136,0.021,0.021,0.0,12.9719,0.15381,0.40666,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1130035920503039,0.005119212655678718,0.013832803882534384,0.6943419103641812,0.006621267795368091,0.006723780792411316,50.80354318352215,0.021,0.0067,0.280235,0.061,0.076,0.00947600826910655,0.006672524293889703,4.814522494080506,1.5362846169395592
EPIC211384682,1.235,0.02,0.02,4.494,0.023,0.023,5029.0,51.19570294468082,51.19570294468082,-0.3545,0.0073,0.0073,,,,,3.197,0.026,0.026,0.0,13.03,0.67,0.66,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1149444157125847,0.021776151443821945,0.022574716083464175,0.6526330680831101,0.0022170224782841474,0.0022283982150782533,51.19570294468082,0.026,0.0073,0.665,0.02,0.023,0.02217543376364306,0.0022227103466812004,1.6194331983805668,0.511793502447708
EPIC211386433,1.053,0.052,0.052,5.032,0.08,0.08,4910.0,50.99019513592785,50.99019513592785,-0.2656,0.0076,0.0076,,,,,2.997,0.025,0.025,0.0,14.59,0.17,0.18,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1640552918934517,0.005031065593571027,0.005391311079462335,0.7017406324372125,0.006850212713131243,0.006959996425150994,50.99019513592785,0.025,0.0076,0.175,0.052,0.08,0.005211188336516681,0.006905104569141118,4.938271604938272,1.589825119236884
EPIC211386875,1.185,0.077,0.077,5.703,0.118,0.118,4816.0,50.80354318352215,50.80354318352215,0.0447,0.0076,0.0076,,,,,2.966,0.023,0.023,0.0,15.76331,1.77006,0.65617,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1976474164402715,0.04621798121325482,0.01846516254352837,0.7561033715851055,0.008894227699775104,0.009080194133477715,50.80354318352215,0.023,0.0076,1.213115,0.077,0.118,0.032341571878391595,0.00898721091662641,6.4978902953586495,2.069086445730317
EPIC211388454,1.263,0.045,0.045,10.7,0.122,0.122,4824.0,50.80354318352215,50.80354318352215,-0.4739,0.0079,0.0079,,,,,2.51,0.027,0.027,0.0,55.85878,1.07073,1.333,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.7470914461330862,0.00824599966314521,0.010489559185916653,1.0293837776852097,0.004923751911353191,0.004980215002243993,50.80354318352215,0.027,0.0079,1.201865,0.045,0.122,0.009367779424530931,0.004951983456798592,3.5629453681710217,1.1401869158878504
EPIC211388483,1.091,0.055,0.055,5.796,0.094,0.094,4605.0,50.48762224545735,50.48762224545735,0.2669,0.0067,0.0067,,,,,2.863,0.019,0.019,0.0,14.53,0.78,0.65,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1622656142980214,0.02270957640023963,0.01987614817918537,0.763128376799137,0.0069869179879646914,0.007101163825695811,50.48762224545735,0.019,0.0067,0.7150000000000001,0.055,0.094,0.0212928622897125,0.007044040906830251,5.0412465627864345,1.621808143547274
EPIC211391402,1.251,0.057,0.057,6.909,0.103,0.103,4800.0,50.635955604688654,50.635955604688654,-0.1048,0.0072,0.0072,,,,,2.835,0.023,0.023,0.0,24.79,2.04,1.34,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3942765267678214,0.03434414590411761,0.024133679716719314,0.8394151926838935,0.006426714737863715,0.006523247924102971,50.635955604688654,0.023,0.0072,1.69,0.057,0.103,0.02923891281041846,0.006474981330983343,4.556354916067147,1.490809089593284
EPIC211392399,1.049,0.07,0.07,6.34,0.139,0.139,4696.0,51.419840528729765,51.419840528729765,-0.0695,0.0109,0.0109,,,,,2.811,0.03,0.03,0.0,19.98,1.66,1.23,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3005954838899636,0.03466177254456815,0.02759421182622601,0.8020892578817327,0.009418722063593954,0.00962752653478205,51.419840528729765,0.03,0.0109,1.4449999999999998,0.07,0.139,0.03112799218539708,0.009523124299188002,6.6730219256434715,2.1924290220820195
EPIC211396385,1.488,0.093,0.093,8.115,0.162,0.162,4762.0,50.635955604688654,50.635955604688654,-0.0083,0.007,0.007,,,,,2.856,0.021,0.021,0.0,30.50909,1.26245,1.22317,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4844292540576007,0.017609011990598722,0.017770382372896076,0.9092885241622507,0.008584431036597229,0.008757541709494832,50.635955604688654,0.021,0.007,1.24281,0.093,0.162,0.0176896971817474,0.00867098637304603,6.250000000000001,1.9963031423290203
EPIC211398587,0.953,0.057,0.057,8.399,0.164,0.164,4655.0,50.635955604688654,50.635955604688654,-0.2904,0.0079,0.0079,,,,,2.504,0.024,0.024,0.0,34.19,1.65,1.62,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5338991007965945,0.02046890019349301,0.02108134223172131,0.9242275812601177,0.00839836276166439,0.008563977754344587,50.635955604688654,0.024,0.0079,1.635,0.057,0.164,0.02077512121260716,0.008481170258004489,5.981112277019937,1.9526134063579001
EPIC211402163,1.145,0.028,0.028,6.662,0.054,0.054,4822.0,50.80354318352215,50.80354318352215,-0.2077,0.0074,0.0074,,,,,2.831,0.024,0.024,0.0,21.61786,0.5909,0.38435,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3348126999692362,0.011711610934427297,0.007790908929406148,0.823604628355158,0.0035060591108531103,0.0035345940428322953,50.80354318352215,0.024,0.0074,0.487625,0.028,0.054,0.009751259931916723,0.0035203265768427028,2.4454148471615724,0.8105673971780247
EPIC211403495,1.282,0.047,0.047,5.048,0.06,0.06,4804.0,50.635955604688654,50.635955604688654,0.1103,0.0067,0.0067,,,,,3.036,0.02,0.02,0.0,12.22772,0.64311,0.30015,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0873454853495046,0.022261068765224934,0.010793511342642725,0.7031193462360779,0.0051315423552997785,0.005192901429572849,50.635955604688654,0.02,0.0067,0.47163,0.047,0.06,0.01652729005393383,0.005162221892436314,3.6661466458658345,1.1885895404120443
