ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,logR,elogR1,elogR2,eTeff,elogg,eFeH,eL,eM,eR,elogL,elogR,percent_eM,percent_eR
KIC7540174,1.0472,0.0439,0.0439,7.6777,0.1436,0.1436,4599.243,44.4015,44.4015,-0.0016,0.058,0.058,,,,,2.6893,0.0043,0.0043,0.0,22.44,1.91,1.28,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.351022852584124,0.035476112966529305,0.025507189220975723,0.8852311384026423,0.008047805949204956,0.008199758112780065,44.4015,0.0043,0.058,1.595,0.0439,0.1436,0.030491651093752514,0.00812378203099251,4.192131398013752,1.8703517980645248
KIC7541458,1.2877,0.0539,0.0539,8.7049,0.1628,0.1628,4611.026,47.7527,47.7527,0.091,0.058,0.058,,,,,2.6701,0.0044,0.0044,0.0,31.16,1.6,1.32,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4935974490005268,0.02174644408785409,0.018798630199895694,0.9397637864013519,0.008047205827700465,0.008199135115512624,47.7527,0.0044,0.058,1.46,0.0539,0.1628,0.02027253714387489,0.008123170471606544,4.1857575522248975,1.8702110305689899
KIC7543102,1.3435,0.0515,0.0515,7.2988,0.1262,0.1262,4854.7993,46.7627,46.7627,-0.2056,0.058,0.058,,,,,2.8415,0.0039,0.0039,0.0,26.66139,2.80458,1.36402,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4258827877482578,0.04343795460174538,0.022807414946295568,0.8632514633783323,0.007444994610917743,0.007574851507986202,46.7627,0.0039,0.058,2.0843,0.0515,0.1262,0.03312268477402047,0.007509923059451973,3.833271306289542,1.7290513509069985
KIC7543672,2.2196,0.0856,0.0856,20.0812,0.3481,0.3481,4650.222,43.6293,43.6293,-0.2563,0.058,0.058,,,,,2.1714,0.0039,0.0039,0.0,156.8,8.2,11.8,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.1953460583484197,0.022137885865486595,0.03397805611344484,1.3027896615509993,0.0074638244477927,0.0075943448169089045,43.6293,0.0039,0.058,10.0,0.0856,0.3481,0.02805797098946572,0.007529084632350802,3.8565507298612363,1.733462143696592
KIC7543694,1.0103,0.0389,0.0389,8.2133,0.1424,0.1424,4669.855,52.592,52.592,-0.51,0.058,0.058,,,,,2.6152,0.0043,0.0043,0.0,28.31,0.9,0.7,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4519398693651029,0.013591687608446756,0.010873462725839778,0.9145176862103749,0.007465152627401217,0.007595719860065908,52.592,0.0043,0.058,0.8,0.0389,0.1424,0.012232575167143267,0.007530436243733563,3.8503414827279023,1.7337732701837263
KIC7547964,1.3967,0.0537,0.0537,9.1738,0.1588,0.1588,4765.7783,44.8888,44.8888,-0.1046,0.058,0.058,,,,,2.6598,0.0039,0.0039,0.0,38.72,0.88,0.91,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.587935348636356,0.009759837289156303,0.010328671273820422,0.9625492677511427,0.007453384392928197,0.007583536692721937,44.8888,0.0039,0.058,0.895,0.0537,0.1588,0.010044254281488363,0.007518460542825067,3.8447769742965563,1.7310165907257624
KIC7549472,1.5935,0.0634,0.0634,35.8886,0.6424,0.6424,4259.7275,38.7464,38.7464,-0.303,0.058,0.058,,,,,1.5036,0.0038,0.0038,0.0,382.06303,14.28566,19.28153,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.5821350155900396,0.015942411524438427,0.022489883433430613,1.5549565170088133,0.0077050437477970135,0.00784421576624661,38.7464,0.0038,0.058,16.783595,0.0634,0.6424,0.01921614747893452,0.0077746297570218115,3.9786633197364294,1.7899834487831792
KIC7550955,1.2924,0.0497,0.0497,6.3536,0.11,0.11,4760.487,47.9412,47.9412,0.111,0.058,0.058,,,,,2.9452,0.004,0.004,0.0,17.79,0.41,0.25,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.250175948083925,0.009895439901149716,0.006146359053903261,0.8030198697198078,0.007454602556636214,0.00758479777614629,47.9412,0.004,0.058,0.32999999999999996,0.0497,0.11,0.008020899477526489,0.007519700166391252,3.845558650572578,1.7313019390581716
KIC7581214,1.0333,0.0398,0.0398,6.8707,0.119,0.119,4717.451,58.1347,58.1347,-0.3571,0.058,0.058,,,,,2.78,0.0046,0.0046,0.0,22.43,0.53,0.69,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3508292735829677,0.010142610142968245,0.013569733832691888,0.8370009860625263,0.007457550035009475,0.007587849133182334,58.1347,0.0046,0.058,0.61,0.0398,0.119,0.011856171987830066,0.007522699584095904,3.851737152811381,1.7319923734117335
KIC7581822,1.087,0.0419,0.0419,4.8199,0.0835,0.0835,4696.219,50.1565,50.1565,0.1745,0.058,0.058,,,,,3.1099,0.0042,0.0042,0.0,10.18038,0.56897,0.55268,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.007763989083553,0.02361821470779457,0.024241439924936325,0.6830380278864202,0.0074592948329301745,0.007589655443280052,50.1565,0.0042,0.058,0.5608249999999999,0.0419,0.0835,0.02392982731636545,0.007524475138105113,3.8546458141674336,1.7324010871594846
KIC7581869,1.1397,0.0474,0.0474,4.4793,0.0841,0.0841,5002.9272,66.2665,66.2665,-0.3806,0.058,0.058,,,,,3.1942,0.005,0.005,0.0,11.32431,1.18554,0.72346,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.0540117495527108,0.04324035274160121,0.02867106018326404,0.651210150183348,0.008078387881229165,0.008231508106861352,66.2665,0.005,0.058,0.9545,0.0474,0.0841,0.035955706462432624,0.008154947994045258,4.158989207686234,1.8775255062174891
KIC7583651,0.9366,0.0392,0.0392,10.5047,0.1965,0.1965,4602.047,52.8916,52.8916,-0.4943,0.058,0.058,,,,,2.3652,0.0047,0.0047,0.0,57.7,4.18,2.24,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7611758131557314,0.030374491871598686,0.017195947913888565,1.021383654057061,0.008048826820383548,0.008200817902121571,52.8916,0.0047,0.058,3.21,0.0392,0.1965,0.023785219892743625,0.00812482236125256,4.185351270553064,1.8705912591506662
KIC7585107,1.0601,0.0444,0.0444,8.6077,0.161,0.161,4639.412,47.3075,47.3075,-0.3479,0.058,0.058,,,,,2.5954,0.0044,0.0044,0.0,33.25,1.0,1.29,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5217916496391235,0.012868926189320895,0.017184878997169806,0.9348871223307964,0.008048089658345137,0.008200052637112987,47.3075,0.0044,0.058,1.145,0.0444,0.161,0.01502690259324535,0.008124071147729062,4.188284124139233,1.870418346364302
KIC7587689,1.5562,0.0596,0.0596,18.9114,0.3254,0.3254,4424.173,39.9299,39.9299,-0.0461,0.058,0.058,,,,,2.0661,0.0037,0.0037,0.0,136.0,4.9,5.0,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.1335389083702174,0.01537208473913898,0.016267612714452984,1.276723680604358,0.0074091491594945325,0.0075377477904063905,39.9299,0.0037,0.058,4.95,0.0596,0.3254,0.015819848726795982,0.0074734484749504615,3.829841922632052,1.72065526613577
KIC7587763,1.1389,0.0475,0.0475,10.2405,0.1912,0.1912,4770.031,46.5015,46.5015,-0.4831,0.058,0.058,,,,,2.4743,0.0043,0.0043,0.0,45.71,1.01,1.02,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6600112212893308,0.009491612815012207,0.009800866628971727,1.0103211619073587,0.008033927004067465,0.008185350571259242,46.5015,0.0043,0.058,1.0150000000000001,0.0475,0.1912,0.009646239721991967,0.008109638787663354,4.1706910176486085,1.867096333186856
KIC7587773,1.1693,0.0489,0.0489,7.7059,0.1441,0.1441,4644.654,50.5815,50.5815,0.12,0.058,0.058,,,,,2.7341,0.0045,0.0045,0.0,24.89745,1.90506,1.41044,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3961548688772805,0.03202059784203626,0.02532713618449156,0.8868233688438674,0.008046287901385174,0.008198182202569293,50.5815,0.0045,0.058,1.65775,0.0489,0.1441,0.02867386701326391,0.008122235051977233,4.181989224322244,1.8699957175670592
KIC7591311,1.9484,0.0753,0.0753,13.643,0.2368,0.2368,4583.001,41.0044,41.0044,0.181,0.058,0.058,,,,,2.4581,0.0038,0.0038,0.0,73.97999,2.87368,3.64765,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.8691142682750619,0.01655034295812685,0.02195920137805185,1.1349098791318784,0.007473329096311376,0.0076041850164001445,41.0044,0.0038,0.058,3.260665,0.0753,0.2368,0.01925477216808935,0.00753875705635576,3.864709505235065,1.735688631532654
KIC7591451,1.1149,0.0429,0.0429,5.4559,0.0945,0.0945,4722.124,46.9177,46.9177,-0.0515,0.058,0.058,,,,,3.0133,0.004,0.004,0.0,13.13,0.38,0.22,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.1182647260894794,0.01239062293255122,0.007338483823059017,0.7368664016326247,0.007457880865359812,0.0075881916256942405,46.9177,0.004,0.058,0.3,0.0429,0.0945,0.009864553377805119,0.007523036245527026,3.8478787335187015,1.7320698693157865
KIC7596219,1.0034,0.0387,0.0387,13.2508,0.2298,0.2298,4618.0415,50.3568,50.3568,-0.7116,0.058,0.058,,,,,2.1883,0.0042,0.0042,0.0,81.22,3.82,4.75,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9096629851540181,0.019960266361222168,0.026171894965088205,1.1222420990348887,0.007467123349139904,0.007597760132609377,50.3568,0.0042,0.058,4.285,0.0387,0.2298,0.023066080663155186,0.00753244174087464,3.856886585608929,1.7342349141183928
KIC7596701,1.0787,0.0446,0.0446,8.9848,0.1653,0.1653,4663.5415,43.5152,43.5152,-0.2223,0.058,0.058,,,,,2.5655,0.0042,0.0042,0.0,35.95,1.16,0.93,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5556988947189014,0.013792059629881726,0.011382752971474064,0.9535084142370789,0.007917426191213384,0.008064449671716267,43.5152,0.0042,0.058,1.045,0.0446,0.1653,0.012587406300677895,0.007990937931464825,4.134606470751831,1.8397738402635564
KIC7601617,1.1884,0.0457,0.0457,9.7618,0.169,0.169,4734.4707,53.0571,53.0571,-0.3853,0.058,0.058,,,,,2.5352,0.0043,0.0043,0.0,47.55,2.32,1.93,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6771505212734328,0.020688846944930228,0.017995240332802975,0.9895299055755569,0.007454329988392572,0.007584515603845987,53.0571,0.0043,0.058,2.125,0.0457,0.169,0.0193420436388666,0.0075194227961192794,3.845506563446651,1.7312380913356147
KIC7602359,1.2316,0.0475,0.0475,12.8243,0.2223,0.2223,4669.0396,52.609,52.609,-0.3757,0.058,0.058,,,,,2.3093,0.0043,0.0043,0.0,71.34,5.22,3.82,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8533331050023352,0.03066881976645197,0.023900671384736505,1.1080336689546844,0.00746367845708118,0.007594193675576344,52.609,0.0043,0.058,4.52,0.0475,0.2223,0.027284745575594238,0.007528936066328762,3.856771679116596,1.7334279453849335
KIC7602732,1.0274,0.0396,0.0396,7.9284,0.1374,0.1374,4691.2866,48.7145,48.7145,-0.4496,0.058,0.058,,,,,2.6532,0.0041,0.0041,0.0,30.34,0.82,0.91,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4820155764507117,0.011581872549815131,0.013225314351100748,0.8991855528559427,0.0074618961604066,0.007592348506977542,48.7145,0.0041,0.058,0.865,0.0396,0.1374,0.01240359345045794,0.007527122333692071,3.8543897216274092,1.733010443469048
KIC7605065,1.3034,0.0543,0.0543,9.0424,0.1687,0.1687,4832.8486,46.7352,46.7352,-0.3407,0.058,0.058,,,,,2.6423,0.0043,0.0043,0.0,41.35,1.38,1.05,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6164755138885656,0.014257378928630882,0.011170467747456003,0.9562837145928132,0.008027782640277925,0.008178972491624137,46.7352,0.0043,0.058,1.2149999999999999,0.0543,0.1687,0.012713923338043442,0.008103377565951031,4.166027313180912,1.8656551358046531
KIC7605258,0.992,0.0417,0.0417,11.3123,0.2121,0.2121,4447.2095,45.6058,45.6058,-0.0978,0.058,0.058,,,,,2.325,0.0044,0.0044,0.0,52.73,6.17,4.12,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7220577713314642,0.04805752345563752,0.03533215025692216,1.0535509140108992,0.008067409771195688,0.008220110168937422,45.6058,0.0044,0.058,5.145,0.0417,0.2121,0.04169483685627984,0.008143759970066555,4.203629032258064,1.8749502753639844
KIC7610113,1.3151,0.0505,0.0505,8.8216,0.1526,0.1526,4799.9854,52.9292,52.9292,-0.2235,0.058,0.058,,,,,2.6677,0.0043,0.0043,0.0,37.09,1.47,1.62,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.56925683332861,0.01688019190218304,0.019395644856667227,0.9455473615662645,0.007448382472834636,0.007578358614811598,52.9292,0.0043,0.058,1.545,0.0505,0.1526,0.018137918379425133,0.007513370543823117,3.8400121663751814,1.7298449260905053
KIC7610274,1.1938,0.0457,0.0457,4.7056,0.0813,0.0813,4914.6665,58.0793,58.0793,-0.2527,0.058,0.058,,,,,3.1715,0.0045,0.0045,0.0,11.63861,0.83768,0.67162,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.0659011155907987,0.0301843453913897,0.025813668122267375,0.672615007162994,0.0074393478514768185,0.007569006119407251,58.0793,0.0045,0.058,0.75465,0.0457,0.0813,0.027999006756828537,0.007504176985442035,3.8281119115429716,1.727728663719823
KIC7610636,1.3891,0.0535,0.0535,9.5537,0.1655,0.1655,4690.457,51.6032,51.6032,0.0275,0.058,0.058,,,,,2.6222,0.0043,0.0043,0.0,39.80142,1.93579,2.19931,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.5998985667260286,0.020624847766172794,0.024686351169483478,0.9801715996864839,0.0074589193669440945,0.0075892667391384006,51.6032,0.0043,0.058,2.0675499999999998,0.0535,0.1655,0.022655599467828136,0.0075240930530412475,3.851414584983082,1.7323131352250962
KIC7611069,1.2962,0.0497,0.0497,5.2485,0.0907,0.0907,4856.8027,45.3333,45.3333,0.0369,0.058,0.058,,,,,3.1124,0.0039,0.0039,0.0,13.99,0.22,0.21,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.1458177144918276,0.006776363435642141,0.006568496920220657,0.7200352015385877,0.00744098777212987,0.007570703709602111,45.3333,0.0039,0.058,0.215,0.0497,0.0907,0.006672430177931399,0.007505845740865991,3.8342848325875636,1.7281127941316567
KIC7612755,1.2663,0.0486,0.0486,6.8196,0.1179,0.1179,4865.858,51.2417,51.2417,-0.1572,0.058,0.058,,,,,2.8748,0.0041,0.0041,0.0,23.48823,1.48508,1.2636,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.370850290928491,0.026625817280514497,0.024015751445784606,0.8337589020923551,0.007444094038377536,0.007573919246741778,51.2417,0.0041,0.058,1.3743400000000001,0.0486,0.1179,0.02532078436314955,0.007509006642559657,3.8379530916844344,1.7288404011965512
KIC7616655,1.0446,0.0404,0.0404,9.0403,0.1569,0.1569,4569.3623,48.7031,48.7031,-0.1567,0.058,0.058,,,,,2.546,0.0042,0.0042,0.0,35.29,1.11,1.35,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.547651658359969,0.013449725289086834,0.01693982037831221,0.9561828426637211,0.007472787982475748,0.007603624787379415,48.7031,0.0042,0.058,1.23,0.0404,0.1569,0.015194772833699521,0.0075382063849275815,3.8675090943901975,1.7355618729466944
KIC7617072,1.096,0.0461,0.0461,8.3849,0.1572,0.1572,4461.847,44.6457,44.6457,0.3765,0.058,0.058,,,,,2.6326,0.0043,0.0043,0.0,25.10436,1.27317,1.35987,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3997491541305473,0.021484971515240536,0.02418630817900458,0.923497887489849,0.008066763795990362,0.008219439508465598,44.6457,0.0043,0.058,1.31652,0.0461,0.1572,0.022835639847122557,0.00814310165222798,4.206204379562044,1.8747987453636896
KIC7617227,1.177,0.0452,0.0452,7.3044,0.1263,0.1263,4840.71,46.8026,46.8026,-0.2928,0.058,0.058,,,,,2.7834,0.0039,0.0039,0.0,28.19,0.25,0.25,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4500950758716022,0.003834516186126402,0.0038686740934390507,0.8635845478006333,0.007445180067293222,0.007575043490556932,46.8026,0.0039,0.058,0.25,0.0452,0.1263,0.0038515951397827264,0.007510111778925077,3.840271877655055,1.7290947921800557
KIC7617399,1.325,0.051,0.051,7.9198,0.1372,0.1372,4681.7183,52.5734,52.5734,0.1292,0.058,0.058,,,,,2.7646,0.0043,0.0043,0.0,31.22,1.06,1.21,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4944328987263986,0.014500627323634108,0.01716690330154602,0.8987142144186473,0.0074591492254013625,0.00758950470184927,52.5734,0.0043,0.058,1.135,0.051,0.1372,0.015833765312590065,0.007524326963625316,3.849056603773585,1.732366978964115
KIC7618122,1.0754,0.0416,0.0416,7.2406,0.1257,0.1257,4558.631,41.1093,41.1093,0.0985,0.058,0.058,,,,,2.7518,0.0038,0.0038,0.0,20.39772,0.90751,1.00986,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3095816259181983,0.018904601057216253,0.02205175090249778,0.8597745559612853,0.007474845998753699,0.007605755511943424,41.1093,0.0038,0.058,0.958685,0.0416,0.1257,0.020478175979857016,0.007540300755348561,3.8683280639761954,1.7360439742562772
