Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	FeH	eFeH1	eFeH2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode	logTeff	elogTeff1	elogTeff2	logL	elogL1	elogL2
275	WZ_Oph B	1.22	0.006	0.006	1.419	0.012	0.012	6115	100	100	2.529	0.181	0.181	-0.27	0.07	0.07	4.221	0.008	0.008	NA	NA	NA	3.7857337	MS	F	NA	eker14	0.491803278688525	0.845665961945032	1.63532297628782	7.15697904310004	EB	3.7863964613723042	0.007044671605359376	0.007160829696440718	0.40294882934440474	0.030020461530000986	0.03225073676882789
282	YZ_Cas A	2.308	0.01	0.01	2.547	0.03	0.03	9200	300	300	41.687	6.397	6.397	0.1	0.06	0.06	3.995	0.01	0.01	NA	NA	NA	1.7635162	MS	A	NA	eker14	0.433275563258232	1.17785630153121	3.26086956521739	15.3453114879939	EB	3.963787827345555	0.013935777943292482	0.014397820700642328	1.6200006423000677	0.06199994618025695	0.07234898394009859
283	YZ_Cas B	1.347	0.01	0.01	1.359	0.02	0.02	6700	250	250	3.342	0.603	0.603	0.1	0.06	0.06	4.307	0.013	0.013	NA	NA	NA	3.4022662	MS	F	NA	eker14	0.742390497401633	1.47167034584253	3.73134328358209	18.0430879712747	EB	3.8260748027008264	0.015910001889287262	0.016515088065558903	0.5240064455573725	0.07204056198806663	0.08641441330341115
291	EPIC201367296	1.15	0.04	0.04	1.73	0.04	0.04	5718	71	71	2.7	0.342211612410021	0.342211612410021	0.21	0.08	0.08	4.018	0.013	0.013	0.220864995383851	0.0106526525104751	0.0106526525104751	4.0459672	MS	G	NA	lund16	3.47826086956522	2.3121387283237	1.24169289961525	12.6745041633341	A	3.75724415102197	0.005359398544833471	0.0054263632850908294	0.43136376415898736	0.05182565558613267	0.05885893974681078
292	EPIC201367904	1.3	0.05	0.05	2.08	0.05	0.05	6251	78	78	6.664	0.597819169052716	0.597819169052716	-0.02	0.08	0.08	3.916	0.013	0.013	0.144876074142461	0.0071017683403167	0.0071017683403167	3.6965857	MS	F	NA	lund16	3.84615384615385	2.40384615384615	1.24780035194369	8.97087588614519	A	3.7959494989028033	0.005385596771743106	0.005453221935693975	0.8237349883987312	0.037310441683462536	0.04081963604887784
293	EPIC201820830	1.29	0.08	0.08	1.74	0.05	0.05	6420	71	71	4.555	0.353974438320162	0.353974438320162	-0.07	0.11	0.11	4.063	0.016	0.016	0.243590654072864	0.0120730061785385	0.0120730061785385	3.5858062	MS	F	NA	lund16	6.2015503875969	2.8735632183908	1.10591900311526	7.77111829462485	A	3.807535028068853	0.004776581062270857	0.004829700994501085	0.658488381309017	0.03250238936787331	0.03513305724240612
294	EPIC201860743	1.14	0.05	0.05	1.88	0.03	0.03	5926	78	78	4.119	0.374560308738028	0.374560308738028	-0.02	0.11	0.11	3.945	0.014	0.014	0.170442440167602	0.00852212200838	0.00852212200838	3.9096232	MS	G	NA	lund16	4.3859649122807	1.59574468085106	1.31623354708066	9.09347678412305	A	3.772761647144032	0.005679036427200579	0.005754283194228105	0.6147917919564175	0.03779878283988092	0.04140495181639381
295	EPIC204356572	1.18	0.07	0.07	1.5	0.04	0.04	6316	78	78	3.422	0.297267427373032	0.297267427373032	-0.07	0.08	0.08	4.157	0.015	0.015	0.350117179177615	0.0170442440167602	0.0170442440167602	3.6539782	MS	F	NA	lund16	5.93220338983051	2.66666666666667	1.23495883470551	8.68694995245564	A	3.8004421213362565	0.005330510599412808	0.005396750915131587	0.5342800052050815	0.036177401456342406	0.03946715062970396
296	EPIC204506926	1.08	0.05	0.05	1.41	0.02	0.02	5705	78	78	2.374	0.207373528160854	0.207373528160854	0.38	0.08	0.08	4.172	0.013	0.013	0.385626020879199	0.0170442440167602	0.0170442440167602	4.0544887	MS	G	NA	lund16	4.62962962962963	1.41843971631206	1.36722173531989	8.73519495201577	A	3.7562556487542333	0.005897543549361117	0.005978733600240815	0.3754807146185724	0.036370137457925666	0.03969666956632517
297	EPIC204550630	1.17	0.04	0.04	1.37	0.03	0.03	6199	65	65	3.635	0.304111216365601	0.304111216365601	-0.13	0.08	0.08	4.228	0.014	0.014	0.450252112776081	0.0213053050209502	0.0213053050209502	3.7306717	MS	F	NA	lund16	3.41880341880342	2.18978102189781	1.04855621874496	8.36619577346908	A	3.7923216363515735	0.004530112698313715	0.004577864705106904	0.5605044151950566	0.034893827602410665	0.037944283092361863
298	EPIC204624076	1.22	0.05	0.05	1.83	0.04	0.04	6381	71	71	6.112	0.478281180350465	0.478281180350465	-0.13	0.11	0.11	4.0	0.014	0.014	0.1995596903629	0.00852212200838	0.00852212200838	3.6113707	MS	F	NA	lund16	4.09836065573771	2.18579234972678	1.11267826359505	7.82528109212148	A	3.8048887446223913	0.004805614094532729	0.004859385378257031	0.7861833455676335	0.03272059899140134	0.035388178125896896
299	EPIC204926239	1.44	0.05	0.05	2.45	0.05	0.05	6225	71	71	6.714	0.596776978402461	0.596776978402461	0.1	0.08	0.08	3.817	0.012	0.012	0.0972942262623393	0.00426106100419	0.00426106100419	3.7136287	MS	F	NA	lund16	3.47222222222222	2.04081632653061	1.14056224899598	8.88854599944089	A	3.794139355767774	0.004925363583234255	0.004981863856334368	0.8269813369119937	0.03698219866432639	0.04042702262580988
300	EPIC205917956	1.06	0.11	0.11	2.56	0.12	0.12	5185	71	71	4.579	0.431715442821083	0.431715442821083	-0.35	0.08	0.08	3.664	0.012	0.012	0.063205738228819	0.0035508841701583	0.0035508841701583	4.3953487	PMS	K	NA	lund16	10.377358490566	4.6875	1.36933461909354	9.42815992184065	A	3.7147487607250596	0.005906595826664862	0.00598803703474271	0.6607706435276973	0.03912909644854379	0.04300680894186926
301	EPIC205962429	1.15	0.04	0.04	1.79	0.04	0.04	6082	65	65	4.372	0.372936224763376	0.372936224763376	-0.24	0.08	0.08	3.99	0.012	0.012	0.1995596903629	0.0078119451743484	0.0078119451743484	3.8073652	MS	F	NA	lund16	3.47826086956522	2.23463687150838	1.06872739230516	8.530105781413	A	3.7840464158081133	0.004616797312744225	0.004666404316457484	0.6406801532776651	0.03555022630556581	0.03872182315952355
302	EPIC205967173	0.95	0.08	0.08	2.65	0.11	0.11	5016	52	52	3.603	0.37869252507843	0.37869252507843	-0.3	0.08	0.08	3.572	0.013	0.013	0.0518429088843122	0.0028407073361267	0.0028407073361267	4.5061282	PMS	K	NA	lund16	8.42105263157895	4.15094339622642	1.03668261562998	10.5104780760042	A	3.70035752782266	0.004479078388743396	0.004525754995968079	0.5566642621225685	0.04340345770303966	0.048227812024712824
303	EPIC205974115	1.15	0.04	0.04	1.36	0.03	0.03	6121	71	71	3.386	0.460929317911396	0.460929317911396	-0.07	0.08	0.08	4.23	0.012	0.012	0.455223350614303	0.0177544208507919	0.0177544208507919	3.7818007	MS	F	NA	lund16	3.47826086956522	2.20588235294118	1.15994118608071	13.6127973393797	A	3.7868223794991875	0.005008568175648431	0.005067004846718515	0.5296869537729164	0.05542725303739415	0.06355058883500286
304	EPIC205979004	1.07	0.06	0.06	2.22	0.06	0.06	5588	84	84	8.324	2.74920060577796	2.74920060577796	-0.35	0.08	0.08	3.777	0.014	0.014	0.0987145799304027	0.0049712378382217	0.0049712378382217	4.1311822	PMS	G	NA	lund16	5.60747663551402	2.7027027027027	1.50322118826056	33.0273979550452	A	3.7472563974421442	0.00647982473286568	0.006577972214689254	0.9203320715395893	0.12394109626999894	0.17410282736197447
305	EPIC205995584	1.31	0.07	0.07	1.71	0.04	0.04	6433	71	71	4.784	0.38291610691645	0.38291610691645	-0.07	0.08	0.08	4.082	0.013	0.013	0.257794190753498	0.0113628293445068	0.0113628293445068	3.5772847	MS	F	NA	lund16	5.34351145038168	2.33918128654971	1.10368412871133	8.00409922484219	A	3.8084135514003683	0.0047669811856434485	0.004819886629023884	0.6797911709803545	0.033440239162358054	0.036231523854355574
306	EPIC206009487	1.03	0.05	0.05	1.49	0.04	0.04	5926	71	71	1.949	0.164977135740432	0.164977135740432	-0.24	0.08	0.08	4.101	0.012	0.012	0.30963709963781	0.0127831830125701	0.0127831830125701	3.9096232	MS	G	NA	lund16	4.85436893203883	2.68456375838926	1.1981100236247	8.4647068106943	A	3.772761647144032	0.0051724016937471085	0.005234747735650025	0.28981183911762143	0.03528844665631098	0.03841142306959561
307	EPIC206064678	1.01	0.04	0.04	0.98	0.02	0.02	5562	71	71	0.9558	0.0889516392597488	0.0889516392597488	0.26	0.11	0.11	4.453	0.013	0.013	1.05319224486897	0.0426106100419004	0.0426106100419004	4.1482252	MS	G	NA	lund16	3.96039603960396	2.04081632653061	1.27651923768429	9.30651174510869	A	3.7452309845281406	0.005508766707210011	0.005579540818763995	-0.01963297381522487	0.03864603505793299	0.042423893937598586
308	EPIC206064711	1.27	0.05	0.05	1.57	0.03	0.03	6563	71	71	3.997	0.308407549090577	0.308407549090577	-0.18	0.08	0.08	4.147	0.011	0.011	0.32668134365457	0.0120730061785385	0.0120730061785385	3.4920697	MS	F	NA	lund16	3.93700787401575	1.91082802547771	1.08182233734573	7.71597570904621	A	3.8171024042569233	0.00467306292654035	0.0047238931027289155	0.6017341482601049	0.03228011971160316	0.03487347516907269
309	EPIC206070413	1.23	0.07	0.07	1.52	0.04	0.04	6446	71	71	3.855	0.316837613447796	0.316837613447796	-0.13	0.08	0.08	4.16	0.014	0.014	0.34798664867552	0.0156238903486968	0.0156238903486968	3.5687632	MS	F	NA	lund16	5.69105691056911	2.63157894736842	1.10145826869376	8.21887453820483	A	3.8092903011763157	0.0047574198192839035	0.004810112070322781	0.5860243823869757	0.034303013015627215	0.03724662109276067
310	EPIC206078331	0.94	0.04	0.04	1.13	0.03	0.03	5809	78	78	1.423	0.123992980527382	0.123992980527382	-0.18	0.11	0.11	4.306	0.012	0.012	0.656203394645267	0.0255663660251403	0.0255663660251403	3.9863167	MS	G	NA	lund16	4.25531914893617	2.65486725663717	1.34274401790325	8.71349125280268	A	3.7641013764762286	0.005792659335940531	0.0058709680184789725	0.15320490008428433	0.036283443010596994	0.03959340219833331
311	EPIC206088888	1.08	0.06	0.06	1.3	0.03	0.03	5965	71	71	2.132	0.17966884307268	0.17966884307268	-0.02	0.08	0.08	4.242	0.012	0.012	0.491442369149918	0.0198849513528869	0.0198849513528869	3.8840587	MS	G	NA	lund16	5.55555555555556	2.30769230769231	1.19027661357921	8.42724404656098	A	3.775610448006361	0.005138783097191624	0.005200316492454338	0.3287872003545347	0.035138419217879635	0.03823371518571911
312	EPIC206094605	1.4	0.11	0.11	2.01	0.07	0.07	6537	78	78	6.616	0.579248511148907	0.579248511148907	0.04	0.08	0.08	3.979	0.014	0.014	0.172572970669697	0.0078119451743484	0.0078119451743484	3.5091127	MS	F	NA	lund16	7.85714285714286	3.48258706467662	1.19320789352914	8.75526770176704	A	3.815378484965918	0.005151363557601929	0.005213200422768516	0.8205954965444903	0.03645030174993169	0.03979219865061867
313	EPIC206107253	1.16	0.03	0.03	1.31	0.02	0.02	6290	65	65	2.481	0.20841508252867	0.20841508252867	-0.18	0.08	0.08	4.267	0.01	0.01	0.516298558341027	0.0184645976848235	0.0184645976848235	3.6710212	MS	F	NA	lund16	2.58620689655172	1.52671755725191	1.03338632750397	8.40044669603668	A	3.798650645445269	0.0044649094447577475	0.004511289677495256	0.3946267642722091	0.035031071844656925	0.038106644215302965
314	EPIC206108325	1.3	0.05	0.05	2.15	0.05	0.05	6433	71	71	7.835	3.43972966891016	3.43972966891016	-0.18	0.11	0.11	3.887	0.014	0.014	0.13138271429586	0.006391591506285	0.006391591506285	3.5772847	MS	F	NA	lund16	3.84615384615385	2.32558139534884	1.10368412871133	43.9021017091277	A	3.8084135514003683	0.0047669811856434485	0.004819886629023884	0.894039000804609	0.15806713691097085	0.2510534092924097
315	EPIC206184719	1.44	0.06	0.06	2.78	0.08	0.08	5822	84	84	12.87	1.13826427749362	1.13826427749362	-0.02	0.11	0.11	3.706	0.013	0.013	0.0667566223989774	0.0035508841701583	0.0035508841701583	3.9777952	PMS	G	NA	lund16	4.16666666666667	2.87769784172662	1.44280316042597	8.84432228044774	A	3.765072201102792	0.0062212415262674625	0.006311657192812792	1.1095785469043866	0.03680577957295261	0.040216275714684224
316	EPIC206189649	1.17	0.06	0.06	2.0	0.05	0.05	6082	78	78	8.906	1.59769482996764	1.59769482996764	-0.18	0.11	0.11	3.907	0.012	0.012	0.14842695831262	0.006391591506285	0.006391591506285	3.8073652	MS	F	NA	lund16	5.12820512820513	2.5	1.2824728707662	17.9395332356573	A	3.7840464158081133	0.005534296356312307	0.005605732236880545	0.9496826907952042	0.07165940465613818	0.08586601707174013
317	EPIC206201061	1.41	0.1	0.1	1.97	0.06	0.06	6589	71	71	5.989	0.54400862162162	0.54400862162162	-0.02	0.11	0.11	3.997	0.013	0.013	0.183935800014204	0.0078119451743484	0.0078119451743484	3.4750267	MS	F	NA	lund16	7.09219858156028	3.04568527918782	1.07755349825467	9.08346337655068	A	3.8188195075475364	0.0046547216227645904	0.004705151418411102	0.7773543130842088	0.03775891824508393	0.04135711665552966
318	EPIC206245055	0.88	0.04	0.04	0.93	0.02	0.02	5835	71	71	1.027	0.0881553234679514	0.0881553234679514	-0.35	0.08	0.08	4.444	0.012	0.012	1.09580285491087	0.0426106100419004	0.0426106100419004	3.9692737	MS	G	NA	lund16	4.54545454545455	2.1505376344086	1.21679520137104	8.5837705421569	A	3.766040860381389	0.005252582247670556	0.005316888239437212	0.01157044359727816	0.03576491834029903	0.0389766955321688
319	EPIC206289767	1.36	0.08	0.08	2.06	0.06	0.06	6368	78	78	6.726	0.567887631238488	0.567887631238488	0.04	0.11	0.11	3.94	0.013	0.013	0.154108372984873	0.006391591506285	0.006391591506285	3.6198922	MS	F	NA	lund16	5.88235294117647	2.9126213592233	1.2248743718593	8.44317025332275	A	3.8040030547296126	0.005287246446703087	0.005352409284343551	0.8277568629786168	0.035202205361776095	0.03830925364888205
320	EPIC206368174	1.32	0.08	0.08	1.78	0.05	0.05	6212	65	65	4.479	0.385317387049338	0.385317387049338	0.1	0.06	0.06	4.05	0.013	0.013	0.230807471060294	0.0092322988424117	0.0092322988424117	3.7221502	MS	F	NA	lund16	6.06060606060606	2.80898876404494	1.04636188023181	8.60275479011695	A	3.7932314470565207	0.004520681594189835	0.004568233935663191	0.6511810624446879	0.03584084159696066	0.03906689407116326
321	EPIC206371648	0.83	0.03	0.03	0.93	0.02	0.02	5549	65	65	1.218	0.192773285125266	0.192773285125266	-0.24	0.08	0.08	4.421	0.016	0.016	1.03330729351609	0.0589446772246289	0.0589446772246289	4.1567467	MS	G	NA	lund16	3.6144578313253	2.1505376344086	1.17138223103262	15.8270349035523	A	3.744214724814166	0.005057683484254394	0.0051172786966908745	0.08564728829685654	0.06380993883090914	0.07482737399619999
322	EPIC206445085	1.18	0.04	0.04	1.86	0.04	0.04	5718	71	71	3.478	0.303061164574273	0.303061164574273	0.26	0.11	0.11	3.968	0.011	0.011	0.181805269512109	0.0078119451743484	0.0078119451743484	4.0459672	PMS	G	NA	lund16	3.38983050847458	2.1505376344086	1.24169289961525	8.71366200616081	A	3.75724415102197	0.005359398544833471	0.0054263632850908294	0.5413295776666937	0.036284125144728785	0.03959421455616774
323	EPIC206453540	1.42	0.08	0.08	1.87	0.05	0.05	6524	78	78	6.053	0.502935081754122	0.502935081754122	-0.02	0.11	0.11	4.044	0.011	0.011	0.215893757545629	0.00852212200838	0.00852212200838	3.5176342	MS	F	NA	lund16	5.63380281690141	2.67379679144385	1.19558553034948	8.30885646380508	A	3.8145139523682383	0.005161567626054353	0.005223651191922585	0.781970673912552	0.03466397053204284	0.03767261088517837
324	KIC10003270	1.416	0.207465659809039	0.103232746742494	2.362	0.114947814246292	0.0984784240328814	6594	69	69	9.847	0.935283684854657	0.935283684854657	-0.181	0.1	0.1	3.848	0.0221359436211787	0.0230867927612304	0.1086	0.0081026892449359	0.0079175103410099	3.4717492	MS	F	NA	serenelli17	10.9709889319044	4.51791359608749	1.04640582347589	9.49815867629386	A	3.8191489428071344	0.0045208704610022465	0.004568426796815572	0.9933039379194745	0.03940681613094432	0.04334258467778096
325	KIC10016239	1.264	0.0540370243444252	0.0596405902049938	1.298	0.0246981780704569	0.0255538646783613	6482	51	51	2.567	0.211327209888464	0.211327209888464	-0.005	0.1	0.1	4.312	0.010770329614269	0.010770329614269	0.5763	0.0184830611371602	0.0174825040826536	3.5451652	MS	F	NA	serenelli17	4.49674108185993	1.93574895026264	0.786794199321197	8.23245850753659	A	3.811709026696191	0.0034036314936214396	0.003430517113423015	0.40942586867144337	0.03435752358710642	0.03731090314974089
326	KIC10018963	1.254	0.0445533388198909	0.046690470119715	1.965	0.0272029410174709	0.0284253408071038	6271	46	46	5.266	0.446821090674345	0.446821090674345	-0.219	0.1	0.1	3.949	0.0058309518948453	0.0058309518948453	0.1655	0.0019918413591448	0.0019695217693643	3.6834757	MS	F	NA	serenelli17	3.63811040429051	1.41547790902226	0.733535321320364	8.48501881265373	A	3.7973368007753496	0.00317407611901821	0.0031974450075757943	0.7214808547700493	0.035369768634182286	0.03850780522945452
327	KIC10019747	1.168	0.0509901951359278	0.0556057550978314	1.7	0.0292061637330205	0.0308058436014987	5769	65	65	2.721	0.231861813052369	0.231861813052369	0.204	0.1	0.1	4.044	0.0106301458127346	0.0106301458127346	0.2377	0.0065952131125536	0.0065437454871044	4.0125367	MS	G	NA	serenelli17	4.56318280110271	1.76505903925056	1.12671173513607	8.52119856862805	A	3.7611005389581424	0.0048658858275714145	0.004921022114333429	0.4347285417797577	0.03551458170646604	0.03867953421779641
328	KIC10024648	1.444	0.087692645073575	0.13729530217746	2.0	0.0504479930225178	0.0602079728939615	6409	157	157	5.875	0.502415649551589	0.502415649551589	-0.006	0.1	0.1	3.994	0.0143178210632764	0.0161554944214035	0.1802	0.0061585879582904	0.0059393391585259	3.5930167	MS	F	NA	serenelli17	7.79044138680869	2.76639914791198	2.44968013730691	8.55175573704832	A	3.8067902715840667	0.01051060680925442	0.010771302236917357	0.7690078709437739	0.035636852210017445	0.03882462823274191
329	KIC10025841	1.121	0.133195345264014	0.0966488489326179	1.521	0.0945568612000208	0.0850940655980192	5738	187	187	3.181	0.271735078378362	0.271735078378362	0.197	0.1	0.1	4.127	0.0362215405525497	0.0392045915678253	0.3193	0.0449092151345356	0.040844652085677	4.0328572	MS	G	NA	serenelli17	10.251748180046	5.90568464161867	3.25897525270129	8.5424419483924	A	3.7587605439099794	0.013927810772162097	0.014389316578118816	0.5025636691073634	0.03559958795270901	0.03878039861321986
330	KIC10068307	1.469	0.0095	0.0209	2.0823	0.018	0.018	6132	77	77	6.294	0.2	0.173	-0.23	0.1	0.1	3.9666	0.0044	0.0044	0.162767559122221	0.0028684042326539	0.0030708046303529	3.7745902	MS	F	NA	silva17	1.03471749489449	0.864428756663305	1.25570776255708	2.96313949793454	A	3.7876021461823375	0.005419513663645681	0.005487998703266328	0.7989267385772014	0.013585545712781255	0.012104359078013993
331	KIC10070754	1.201	0.0552177507691141	0.056859475903318	1.284	0.0286356421265527	0.0286356421265527	6550	58	58	2.492	0.206873468067021	0.206873468067021	-0.21	0.099	0.099	4.299	0.0148660687473185	0.0148660687473185	0.5657	0.0260648158443523	0.0262609715166823	3.5005912	MS	F	NA	serenelli17	4.66599611458918	2.23019019677202	0.885496183206107	8.3015035339896	A	3.816241299991783	0.0038287343205425373	0.0038627888375888375	0.396548037987132	0.03463448591417012	0.03763778517914218
332	KIC10074716	1.217	0.0742495791233863	0.0920869154657707	1.465	0.046518813398452	0.0456179789118282	6064	91	91	2.686	0.2247932580903	0.2247932580903	0.11	0.1	0.1	4.189	0.019313207915828	0.0202484567313166	0.3864	0.0517320867934013	0.0183471170487355	3.8191642	MS	F	NA	serenelli17	6.83387405871639	3.14460042014608	1.50065963060686	8.36907141065898	A	3.782759192623997	0.006468864643337735	0.006566677876925109	0.4291060083326965	0.03490535201539452	0.03795791226524675
333	KIC10079226	1.147	0.0470106370941726	0.0460977222864644	1.158	0.0170880074906351	0.0170880074906351	6078	50	50	1.666	0.139281472396433	0.139281472396433	0.106	0.099	0.099	4.37	0.0076157731058639	0.0076157731058639	0.7383	0.0103502359876478	0.0104257321085859	3.8099872	MS	F	NA	serenelli17	4.05877765390746	1.47564831525346	0.822639025995393	8.36023243676071	A	3.7837606957439243	0.0035580608806231595	0.0035874521013301575	0.22167499707076876	0.034869927940073875	0.037916021033606695
334	KIC10081026	1.354	0.0781024967590666	0.0744043009509531	2.341	0.0922821759604746	0.0862844134244418	6503	61	61	10.56	0.966112970046765	0.966112970046765	-0.244	0.101	0.101	3.83	0.0223606797749979	0.0223606797749979	0.1052	0.0086065515161416	0.0083177661063533	3.5313997	MS	F	NA	serenelli17	5.63171335709083	3.81389554431688	0.938028602183608	9.14879706483679	A	3.8131137540078988	0.004054818373156799	0.004093033524226186	1.0236639181977936	0.0380189536870974	0.0416693179470885
335	KIC10088136	1.329	0.217635015565051	0.220204450454572	3.414	0.281753438310875	0.284429253066558	5301	83	83	8.371	0.782650863700183	0.782650863700183	-0.4	0.102	0.102	3.493	0.0271661554144122	0.0291547594742265	0.03324	0.0040781969054963	0.0038015168025408	4.3193107	PMS	G	NA	serenelli17	16.4725156516036	8.29207222286808	1.56574231277118	9.34955039660952	A	3.7243578042264267	0.006747246989493583	0.006853729462224845	0.9227773419287979	0.0388170017250693	0.042630037571921964
336	KIC10118942	1.184	0.0617170964968379	0.0609590026165127	2.14	0.0608358446970205	0.0599332962550868	6362	61	61	6.26	0.57991786244829	0.57991786244829	-0.325	0.0721110255092798	0.0721110255092798	3.85	0.0164924225024706	0.0164924225024706	0.1207	0.0070733940933614	0.0069151387549347	3.6238252	MS	F	p	serenelli17	5.18057850985433	2.82170890075017	0.95881798176674	9.26386361738483	A	3.8035936647713444	0.004144257242756133	0.004184185156217435	0.7965743332104297	0.03847655329043975	0.04221971728329388
337	KIC10129349	1.381	0.0578013840664737	0.0570087712549569	1.534	0.041146081222882	0.0393573373083089	6699	56	56	4.248	0.367732674870185	0.367732674870185	0.045	0.1	0.1	4.206	0.0177200451466694	0.0177200451466694	0.3817	0.0191729513638355	0.0191634382092567	3.4029217	MS	F	NA	serenelli17	4.15677607970422	2.62397061705316	0.83594566353187	8.65660722387442	A	3.8260099777911005	0.0036153755669490195	0.00364572534955121	0.6281845080734126	0.036056140169874795	0.03932286138913599
338	KIC10130724	0.85	0.15	0.09	1.08	0.06	0.04	5648	70	70	4.802	1.39168643856667	1.39168643856667	0.32	0.15	0.15	4.306	0.022	0.016	0.6827	0.0216	0.0209	4.0918522	MS	G	NA	C14sdss	14.1176470588235	4.62962962962963	1.23937677053824	28.9813918901848	A	3.7518946880437474	0.0053494629782226966	0.00541617811371653	0.6814221557210085	0.11052705927340378	0.14862784366704607
339	KIC10130853	1.273	0.0778973683766018	0.0761577310586391	3.796	0.0901387818865997	0.0893084542470644	4945	78	78	8.318	0.8628803096092	0.8628803096092	0.316	0.099	0.099	3.383	0.0072801098892805	0.0072801098892805	0.02326	0.0002953556967454	0.0002939131463544	4.5526687	PMS	K	NA	serenelli17	6.05086800609744	2.36363588163414	1.57735085945399	10.3736512335802	A	3.694166295933198	0.006796882226351109	0.006904949689691797	0.9200189160289148	0.0428654095379013	0.04756429567665699
340	KIC10147635	1.467	0.0554707129934347	0.0468721665810319	2.688	0.0446542271235322	0.0414004830889689	6155	66	66	9.718	0.857439330910491	0.857439330910491	-0.035	0.1	0.1	3.746	0.0067082039324993	0.0067082039324993	0.07556	0.0014935084499258	0.001477372833783	3.7595137	MS	F	NA	serenelli17	3.48816903798454	1.60072005603611	1.07229894394801	8.82320776816722	A	3.789228057267335	0.004632144075334743	0.004682083212812493	0.9875768947269874	0.03672152340302026	0.0401156911483157
