Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	FeH	eFeH1	eFeH2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode	logTeff	elogTeff1	elogTeff2	logL	elogL1	elogL2
786	KIC8349582	1.068	0.021	0.019	1.417	0.012	0.009	5699	74	74	1.891	0.09	0.094	0.268	0.0721110255092798	0.0721110255092798	4.163	0.003	0.004	0.374973368368724	0.00426106100419	0.0035508841701583	4.0584217	MS	G	p	silva15	1.87265917602996	0.741002117148906	1.29847341638884	4.86515071390799	A	3.7557986569738304	0.005602900524800614	0.005676130190430229	0.2766915288450397	0.020192946693507352	0.02214345173606591
787	KIC8360349	1.727	0.114725759966975	0.114725759966975	2.656	0.066407830863536	0.0689420046125727	6258	49	49	9.716	0.765419363611993	0.765419363611993	0.153	0.099	0.099	3.826	0.0111803398874989	0.0122065556157337	0.09212	0.0014339554944279	0.0014066198349234	3.6919972	MS	F	NA	serenelli17	6.64306658754923	2.54800142086048	0.782997762863535	7.87792675599005	A	3.7964355588101744	0.0033872721831453845	0.0034138989641911976	0.9874875061330929	0.03293259140446103	0.035636296627246655
788	KIC8367710	1.455	0.0644437739428721	0.122772146678308	2.041	0.0339705755029261	0.0559464029227975	6352	66	66	6.585	0.565773538492933	0.565773538492933	0.014	0.1	0.1	3.98	0.0080622577482985	0.0117046999107196	0.171	0.0030015659729547	0.0029138958955323	3.6303802	MS	F	NA	serenelli17	6.43353679110585	2.20276772233522	1.03904282115869	8.59185328007491	A	3.8029104894190398	0.004489223340445658	0.004536112737478337	0.8185557792978027	0.03579724506662585	0.03901509619352639
789	KIC8377423	1.21	0.19	0.14	1.99	0.12	0.11	6059	57	57	6.765	0.601312885270374	0.601312885270374	0.24	0.15	0.15	3.928	0.032	0.031	0.156	0.0153	0.0157	3.8224417	MS	F	NA	C14sdss	13.6363636363636	5.77889447236181	0.940749298564119	8.88858662631743	A	3.7824009524965296	0.004066524243752756	0.004104961407696006	0.8302678009336417	0.036982360701801054	0.04042721627909329
790	KIC8379927	1.1194	0.0399	0.0399	1.1197	0.015	0.015	6067	120	120	1.624	0.104	0.101	-0.1	0.15	0.15	4.3879	0.0066	0.0077	0.796505929976564	0.0132227824728357	0.0146211206590441	3.8171977	MS	F	NA	silva17	3.56440950509201	1.33964454764669	1.97791330146695	6.3115763546798	A	3.782973994944048	0.0085061210759525	0.008676056444770541	0.21058602490515654	0.02695771323771798	0.027886121569113936
791	KIC8391021	1.26	0.1	0.11	1.54	0.05	0.05	6250	51	51	2.947	0.251913091070874	0.251913091070874	-0.22	0.2	0.15	4.163	0.01	0.011	0.3469	0.0111	0.011	3.6972412	MS	F	NA	C14sdss	8.33333333333333	3.24675324675325	0.816	8.54811981916775	A	3.7958800173440754	0.0035294622710515533	0.0035583809925019416	0.46938013584992516	0.03562230536545313	0.03880736133281837
792	KIC8394589	1.121	0.0574282160614449	0.0566127194188726	1.192	0.0240416305603426	0.0240416305603426	6251	54	54	1.847	0.164029888632896	0.164029888632896	-0.27	0.139	0.139	4.335	0.0092195444572928	0.0092195444572928	0.6622	0.0046886489525235	0.0047408763957732	3.6965857	MS	F	NA	serenelli17	5.0865716092916	2.01691531546498	0.863861782114862	8.88088189674587	A	3.7959494989028033	0.0037355920062971393	0.0037680027531243887	0.2664668954402414	0.036951629841670997	0.040390492229480324
793	KIC8408931	1.493	0.0746525284233562	0.0738782782690555	2.866	0.0532541078227774	0.0532541078227774	6252	120	120	11.63	1.02525741165987	1.02525741165987	-0.124	0.101	0.101	3.697	0.0125299640861417	0.0116619037896906	0.06335	0.0018764075143742	0.0018288032042841	3.6959302	MS	F	NA	serenelli17	4.97424000979276	1.85813355976195	1.91938579654511	8.81562692742792	A	3.7960189693471493	0.008256797781944769	0.008416823164811849	1.0655797147284485	0.03669126853322924	0.04007958349022256
794	KIC8414062	1.3	0.0721248916810278	0.0802807573457052	1.726	0.105304320899002	0.102459748194108	6578	61	61	3.12	0.281430926714807	0.281430926714807	-0.251	0.1	0.1	4.076	0.0421070065428546	0.0411096095821889	0.2525	0.0439975786265563	0.0353931861380125	3.4822372	MS	F	NA	serenelli17	5.86175573179742	6.01865785321871	0.927333536029188	9.02022201008997	A	3.8180938691466357	0.004008799500284432	0.0040461481510361	0.4941545940184428	0.037507062095079424	0.04105512727606403
795	KIC8416311	1.565	0.091438503924769	0.150479234447813	2.275	0.0760591874792257	0.0877268487978452	6446	60	60	8.627	0.726635065752401	0.726635065752401	0.131	0.1	0.1	3.915	0.0152970585407784	0.0152970585407784	0.132	0.0073672600062709	0.0071433868717856	3.5687632	MS	F	NA	serenelli17	7.7290012259611	3.59969310499057	0.930809804529941	8.42280127219661	A	3.8092903011763157	0.004023757769519243	0.004061386972889824	0.9358597980378804	0.03512062376491376	0.038212645320924166
796	KIC8420801	1.35	0.1	0.19	1.74	0.06	0.08	6506	73	73	4.674	0.40855015265179	0.40855015265179	0.07	0.15	0.15	4.08	0.017	0.02	0.2524	0.013	0.0127	3.5294332	MS	F	NA	C14sdss	10.7407407407407	4.02298850574713	1.12204119274516	8.74091041189111	A	3.813314058945835	0.004845827451350537	0.00490050754546667	0.6696887080562082	0.03639296472606901	0.039723868116861905
797	KIC8424992	0.929	0.0474236228055175	0.0474236228055175	1.052	0.0192353840616713	0.0192353840616713	5807	57	57	1.148	0.0997577347485686	0.0997577347485686	-0.127	0.101	0.101	4.362	0.0076157731058639	0.0076157731058639	0.7986	0.0071227296031788	0.0072322110726941	3.9876277	MS	G	NA	serenelli17	5.10480331598681	1.82845856099537	0.981573962459101	8.68969814883002	A	3.763951826033324	0.00424213559974751	0.004283981343693455	0.05994188806195468	0.03618838264066982	0.039480221537758806
798	KIC8435400	1.5	0.13	0.21	2.34	0.12	0.13	6322	59	59	9.416	0.822782257353369	0.822782257353369	0.14	0.15	0.1	3.863	0.016	0.016	0.114	0.0072	0.0071	3.6500452	MS	F	NA	C14sdss	11.3333333333333	5.34188034188034	0.933248971844353	8.73812932618276	A	3.800854491503561	0.004034253118830211	0.004072079802253548	0.9738664498353783	0.0363818573551854	0.039710633360972025
799	KIC8478994	0.81	0.019	0.011	0.772	0.003	0.006	5417	75	75	0.467	0.023	0.025	-0.248	0.0721110255092798	0.0721110255092798	4.57	0.003	0.002	1.76549960940274	0.0156238903486968	0.0177544208507919	4.2432727	MS	G	p	silva15	1.85185185185185	0.582901554404145	1.38453018275798	5.13918629550321	A	3.733758835587203	0.005971692977514653	0.006054951901848682	-0.33068311943388784	0.02087919946240152	0.023894611217020245
800	KIC8491374	1.38	0.14	0.19	1.95	0.09	0.1	6520	65	65	5.685	0.476353911087547	0.476353911087547	0.0	0.15	0.1	3.988	0.023	0.023	0.1822	0.0132	0.0127	3.5202562	MS	F	NA	C14sdss	11.9565217391304	4.87179487179487	0.996932515337423	8.37913651869037	A	3.81424759573192	0.004308183565882473	0.004351349129481097	0.7547304690237535	0.034945686566925094	0.03800561953001946
801	KIC8493735	1.374	0.0671192967781993	0.0654599113962126	2.585	0.0708378429936994	0.0689492567037528	5965	109	109	7.573	0.667866433249052	0.667866433249052	-0.08	0.1	0.1	3.749	0.01552417469626	0.01552417469626	0.0792	0.0044882417492822	0.0043626984768603	3.8840587	PMS	G	NA	serenelli17	4.82457089426535	2.70381237325826	1.82732606873428	8.81904705201442	A	3.775610448006361	0.007864339575885726	0.008009379956025242	0.8792679568246128	0.03670491839157486	0.040095873223231604
802	KIC8493800	1.252	0.0572800139664787	0.0631268564083465	1.482	0.0291547594742265	0.030886890422961	6241	73	73	2.704	0.227754039250838	0.227754039250838	0.039	0.1	0.1	4.193	0.0125299640861417	0.0134164078649987	0.3836	0.0138699912040347	0.0129525077108643	3.7031407	MS	F	NA	serenelli17	4.8085810852566	2.02569669018851	1.16968434545746	8.42285648117003	A	3.7952541825808828	0.005050394975315786	0.005109817537982231	0.43200668726959834	0.03512084490794026	0.03821290714330006
803	KIC8494142	1.418	0.03	0.019	1.887	0.012	0.012	6144	106	106	4.818	0.259	0.243	0.058	0.0721110255092798	0.0721110255092798	4.038	0.005	0.005	0.211632696541439	0.0035508841701583	0.0028407073361267	3.7667242	MS	F	p	silva15	1.7277856135402	0.635930047694754	1.72526041666667	5.20963055209631	A	3.7884512070234555	0.007428810320619927	0.007558098336376773	0.6828667956623246	0.0227403677422805	0.02247569725985754
804	KIC8499940	1.163	0.102156742312977	0.0617170964968379	1.648	0.0407062648740952	0.0363593179253957	6023	58	58	3.065	0.266432730444261	0.266432730444261	-0.006	0.1	0.1	4.07	0.0143178210632764	0.0125299640861417	0.2604	0.0080750848911946	0.0081017403685874	3.8460397	MS	F	NA	serenelli17	7.0453069135776	2.33815481794572	0.962975261497593	8.69274813847508	A	3.7798128631705805	0.004162140242090828	0.004202415164219708	0.48643047885443386	0.03620056939903432	0.0394947282885712
805	KIC8516041	1.09	0.13	0.12	1.3	0.06	0.06	6214	65	65	2.381	0.222320260232039	0.222320260232039	0.18	0.15	0.15	4.246	0.018	0.019	0.4945	0.028	0.0278	3.7208392	MS	F	NA	C14sdss	11.4678899082569	4.61538461538461	1.04602510460251	9.33726418446195	A	3.7933712489189557	0.004519234139393369	0.004566755874307216	0.37675939540487985	0.038768202860308965	0.042571179920339486
806	KIC8524425	1.15	0.05	0.05	1.84	0.03	0.04	5634	84	84	3.166	0.28423121349949	0.28423121349949	0.14	0.09	0.09	3.969	0.008	0.008	0.1849	0.0044	0.0044	4.1010292	PMS	G	NA	C14bruntt	4.34782608695652	1.90217391304348	1.49094781682641	8.97761255525868	A	3.7508168426497543	0.006427308372215723	0.006523859527078013	0.5005109105263371	0.03733728929543034	0.04085177748180169
807	KIC8547279	1.32	0.33	0.27	3.34	0.33	0.29	5174	68	68	5.193	0.504767395609497	0.504767395609497	-0.06	0.1	0.15	3.509	0.026	0.029	0.0352	0.003	0.0028	4.4025592	PMS	K	NA	C14sdss	22.7272727272727	9.2814371257485	1.31426362582141	9.72015011764871	A	3.7138264243805246	0.005670592230057281	0.005745613912293113	0.7154183225950562	0.04028639312882687	0.044409171740051656
808	KIC8554498	1.197	0.021	0.029	1.794	0.015	0.015	5945	60	60	3.684	0.13	0.182	0.17	0.05	0.05	4.007	0.003	0.003	0.207371635537249	0.002130530502095	0.002130530502095	3.8971687	MS	G	p	silva15	2.08855472013367	0.836120401337793	1.00925147182506	4.23452768729642	A	3.7741518589547103	0.00436115278421445	0.004405391775256895	0.5663196215248113	0.015061067185175525	0.022003479777383927
809	KIC8561221	1.436	0.0639531078212779	0.0675425791630731	3.091	0.0519711458407451	0.0545893762558247	5229	60	60	7.054	0.647259290574214	0.647259290574214	-0.164	0.101	0.101	3.614	0.0060827625302982	0.0060827625302982	0.04858	0.0004970566366119	0.0005047386056168	4.3665067	PMS	G	NA	serenelli17	4.57854063315986	1.72372245384293	1.14744693057946	9.17577673056726	A	3.7184186418296554	0.004954925189328829	0.005012109661964637	0.8484354553314708	0.038126290390486206	0.04179830754442959
810	KIC8574769	1.069	0.0472016948848238	0.0480104155366312	1.579	0.0246981780704569	0.0255538646783613	5437	70	70	2.378	0.218407208797397	0.218407208797397	0.341	0.1	0.1	4.069	0.0086023252670426	0.0086023252670426	0.2711	0.0061909050226925	0.0062373802192907	4.2301627	PMS	G	NA	serenelli17	4.4533260253253	1.59126164499108	1.28747471031819	9.18449153899904	A	3.735359333001711	0.00555574347957144	0.005627737714675618	0.3762118502826728	0.038160955975436894	0.04183998117144527
811	KIC8579578	1.538	0.0903382532485547	0.159154013458662	2.218	0.0502195181179589	0.0726704891960967	6308	45	45	7.653	0.642982127265446	0.642982127265446	0.054	0.1	0.1	3.932	0.0120415945787923	0.015	0.1409	0.0030925867748537	0.003141930132896	3.6592222	MS	F	NA	serenelli17	8.11093194756882	2.77028871312118	0.713379835129994	8.40170034320458	A	3.799891684656865	0.003087170678396589	0.0031092729555575183	0.8838317133294524	0.035036094415279107	0.038112588084605714
813	KIC8621637	1.176	0.0516236379965612	0.0534883164812653	1.876	0.0433243580448689	0.0442718872423573	5737	75	75	3.616	0.315885417934653	0.315885417934653	0.094	0.1	0.1	3.961	0.0114017542509914	0.0114017542509914	0.178	0.007368691199935	0.0071778276658053	4.0335127	PMS	G	NA	serenelli17	4.46904568358106	2.33465472513929	1.30730346871187	8.73576930129019	A	3.758684849882441	0.005640755743542947	0.005714984853356864	0.5582284218033257	0.03637243143516	0.03969940268458816
814	KIC8656342	1.159	0.112307613277106	0.0738782782690555	1.621	0.0457930125674212	0.0432666153055679	6074	71	71	3.33	0.299756919590974	0.299756919590974	-0.05	0.099	0.099	4.085	0.0174928556845359	0.0158113883008419	0.274	0.0102131243016033	0.0100668339114143	3.8126092	MS	F	NA	serenelli17	8.03217823753933	2.74705823173933	1.16891669410603	9.00170929702625	A	3.7834747875822465	0.005047099640226538	0.005106444226372631	0.5224442335063199	0.03743330833003611	0.04096676531888843
815	KIC8677016	1.081	0.064007812023221	0.0622655603042324	1.324	0.0322024843762092	0.0313049516849971	6248	75	75	3.585	0.402598293514387	0.402598293514387	-0.27	0.101	0.101	4.227	0.0139283882771841	0.0139283882771841	0.4648	0.0175545612591144	0.0188799396450306	3.6985522	MS	F	NA	serenelli17	5.84058151375825	2.39831707179782	1.20038412291933	11.2300779222981	A	3.7957410208692437	0.005182160943974612	0.005244743902134363	0.5544891600038189	0.04622224146700393	0.05173416134352937
817	KIC8694723	1.176	0.0644049687524185	0.0749666592559653	1.554	0.0292061637330205	0.0318276609256791	6351	62	62	3.211	0.269658569171998	0.269658569171998	-0.359	0.1	0.1	4.125	0.0084852813742385	0.01	0.3135	0.002458073432589	0.0029284024655091	3.6310357	MS	F	NA	serenelli17	5.92566445613876	1.96376527215893	0.976224216658794	8.39796229124878	A	3.8028421127390746	0.004219127178164417	0.004260518010526848	0.5066403055665025	0.03502111823572318	0.038094865242376985
818	KIC8696343	1.119	0.061057350089895	0.061057350089895	1.183	0.0341760149812701	0.0332415402771893	6178	65	65	1.909	0.162372778192266	0.162372778192266	-0.056	0.099	0.099	4.341	0.0186815416922694	0.0196468827043885	0.6768	0.0335803942948858	0.033709544360611	3.7444372	MS	F	NA	serenelli17	5.45642091956166	2.84943175225949	1.05212042732276	8.5056457932041	A	3.7908479039654317	0.0045454309658574665	0.004593508175651628	0.2808059283936668	0.035452336092783254	0.03860570388418694
819	KIC8702606	1.278	0.0573846669416143	0.0604400529450463	2.476	0.0480104155366312	0.0517397332811061	5511	85	85	5.454	0.501818792648633	0.501818792648633	-0.17	0.1	0.1	3.754	0.0058309518948453	0.0058309518948453	0.08415	0.0013665627281614	0.0013562097772837	4.1816557	PMS	G	NA	serenelli17	4.60973082498672	2.01434064656174	1.54236980584286	9.20093129168744	A	3.741230411025471	0.006647294794319247	0.0067506215998935915	0.736715133605611	0.03822634215183429	0.04191860585022611
820	KIC8738809	1.332	0.0438292140016222	0.041182520563948	2.163	0.0270185121722126	0.0262488094968134	6058	59	59	6.269	0.527974582093028	0.527974582093028	0.074	0.1	0.1	3.892	0.0078102496759066	0.0070710678118654	0.1317	0.0023364488353054	0.0023295001373685	3.8230972	MS	F	NA	serenelli17	3.19113117738627	1.2313296733478	0.973918785077583	8.4219904624825	A	3.782329268996837	0.004209211500965537	0.004250407059382066	0.7971982698389589	0.035117376002476	0.03820880016480721
821	KIC8751420	1.34	0.06	0.07	2.74	0.06	0.06	5264	84	84	5.142	0.487162137946262	0.487162137946262	-0.15	0.09	0.09	3.689	0.007	0.007	0.0653	0.0014	0.0014	4.3435642	PMS	G	NA	C14bruntt	4.85074626865672	2.18978102189781	1.59574468085106	9.47417615609222	A	3.721315880605899	0.006875517984047619	0.0069861208606658565	0.7111320723068418	0.03931168560922482	0.04322751413055825
822	KIC8760414	0.8115	0.031	0.0186	1.0196	0.0097	0.0121	5873	77	77	1.208	0.052	0.052	-0.92	0.1	0.1	4.3293	0.0047	0.0063	0.76353526027981	0.0133712094311484	0.0095504580640579	3.9443647	MS	G	NA	silva17	3.05606900800986	1.0690466849745	1.31108462455304	4.3046357615894	A	3.768860000842957	0.005656964885592863	0.005731624043820105	0.08206693428511301	0.0183036108324499	0.019109100200602788
823	KIC8776961	1.065	0.0531413210223457	0.0512640224719052	1.676	0.034	0.034	5777	72	72	2.977	0.266738425847769	0.266738425847769	-0.126	0.1	0.1	4.017	0.0089442719099991	0.0098488578017961	0.2264	0.0062512178813412	0.0061536936062823	4.0072927	MS	G	NA	serenelli17	4.90165931897891	2.02863961813842	1.24632162021811	8.95997399555824	A	3.7617023675414125	0.005379253821909735	0.005446718787179172	0.47377883464672477	0.03726699091978458	0.04076762689821384
824	KIC8802782	1.44	0.155595629758679	0.0772334124585985	2.359	0.11610770861575	0.100319489631876	6089	68	68	8.073	0.665018024377498	0.665018024377498	0.254	0.1	0.1	3.851	0.0230867927612304	0.0240831891575846	0.1095	0.0098382328189568	0.0096305975411705	3.8027767	MS	F	NA	serenelli17	8.08434174365548	4.58726575344693	1.11676794219084	8.23755759169451	A	3.7845459740545224	0.004823179536959099	0.0048773468473743975	0.907034952483417	0.03437798373353085	0.03733503549112793
825	KIC8817551	1.303	0.0532259335286851	0.0559464029227975	2.351	0.0732461603089199	0.0684105255059483	5720	57	57	6.694	0.582658133947912	0.582658133947912	0.03	0.1	0.1	3.808	0.0170880074906351	0.0180277563773199	0.09977	0.0067375236548749	0.0065217032284519	4.0446562	PMS	G	NA	serenelli17	4.18926847473072	3.0126900428513	0.996503496503496	8.70418485132823	A	3.7573960287930244	0.00430633874838815	0.004349467166495202	0.8256857080217583	0.036246263707776505	0.039549129360481494
827	KIC8866102	1.228	0.042	0.04	1.357	0.012	0.015	6325	75	75	2.753	0.13	0.13	-0.005	0.0721110255092798	0.0721110255092798	4.262	0.007	0.008	0.493572899652013	0.0071017683403167	0.0078119451743484	3.6480787	MS	F	p	silva15	3.33876221498371	0.994841562269713	1.18577075098814	4.72212132219397	A	3.8010605298478555	0.005119444136031603	0.005180512503780044	0.43980621139333026	0.020038430994877565	0.021007920802976643
829	KIC8915084	1.131	0.105118980208143	0.0742024258363566	1.501	0.0433820239269677	0.0372155881318568	5817	60	60	2.713	0.229036117736117	0.229036117736117	0.09	0.1	0.1	4.141	0.0152643375224737	0.014422205101856	0.3364	0.0101268447702135	0.0100400382469391	3.9810727	MS	G	NA	serenelli17	7.92755994891688	2.68479720382493	1.03145951521403	8.44217168212742	A	3.7646990637983677	0.004456626916030881	0.004502834343233619	0.4334497937615961	0.035198206253712505	0.038304517010488315
830	KIC8938364	1.037	0.0487954915950234	0.0494974746830583	1.376	0.02343074902772	0.02343074902772	5965	62	62	1.866	0.164602038573962	0.164602038573962	-0.18	0.1	0.1	4.176	0.0078102496759066	0.0078102496759066	0.3973	0.0050949273792665	0.004994262584206	3.8840587	MS	G	NA	serenelli17	4.7392944203511	1.70281606306104	1.03939647946354	8.82111675101618	A	3.775610448006361	0.00449074346155065	0.00453766478516604	0.2709116394104812	0.03671317843733096	0.040105731302449654
831	KIC8940939	1.095	0.0863133825081603	0.0658027355054484	1.458	0.0563560112144215	0.0485489443757534	6343	58	58	5.227	0.440074512251665	0.440074512251665	-0.402	0.1	0.1	4.149	0.014142135623731	0.014142135623731	0.3518	0.0204276904225612	0.0205894544852456	3.6362797	MS	F	NA	serenelli17	6.94594146180862	3.59756363477966	0.91439381995901	8.41925602165037	A	3.802294711397464	0.0039531157983265786	0.003989429375487408	0.7182525000977505	0.03510642280437559	0.03819583269760418
832	KIC8950146	1.237	0.0546717477313466	0.0610327780786685	1.33	0.0322024843762092	0.0322024843762092	6374	60	60	2.588	0.214813087204816	0.214813087204816	-0.014	0.101	0.101	4.282	0.0143178210632764	0.0143178210632764	0.5263	0.023450999211121	0.0257546998429413	3.6159592	MS	F	NA	serenelli17	4.67681995998444	2.42123942678265	0.94132412927518	8.3003511284705	A	3.804412059137714	0.0040689974282370756	0.004107481581515415	0.4129642719966628	0.03462986468543083	0.03763232729016569
833	KIC8952800	1.293	0.0662193325245732	0.0632455532033676	2.014	0.0486004115208915	0.045453272709454	6122	55	55	5.939	0.50748463091393	0.50748463091393	0.03	0.1	0.1	3.941	0.010770329614269	0.010770329614269	0.1581	0.0056820793729056	0.0056222298956908	3.7811452	MS	F	NA	serenelli17	5.0063760915677	2.3349971258775	0.898399215942502	8.54495084886226	A	3.7868933252613157	0.0038842760763779793	0.003919330317267544	0.7737133252770216	0.03560962632127307	0.03879231251731252
834	KIC8956017	1.497	0.0746525284233562	0.0746525284233562	1.881	0.0771621668954417	0.0724499827467198	6605	86	86	5.943	0.482317728986627	0.482317728986627	0.128	0.1	0.1	4.063	0.0243310501211929	0.0253179778023443	0.2239	0.0205113511256572	0.019435872118328	3.4645387	MS	F	NA	serenelli17	4.98680884591558	3.97693114412976	1.30204390613172	8.11572823467318	A	3.819872821950546	0.0056182079288849	0.005691840910359236	0.7740057302582095	0.033888877937162554	0.03675882234745265
835	KIC8981766	1.38	0.11	0.09	1.82	0.05	0.05	6237	72	72	14.37	1.34284437137607	1.34284437137607	-0.18	0.25	0.25	4.059	0.014	0.015	0.2294	0.0093	0.009	3.7057627	MS	F	NA	C14sdss	7.2463768115942	2.74725274725275	1.15440115440115	9.34477641876182	A	3.794975744051132	0.00498478335485153	0.005042663119381174	1.1574567681342256	0.03879804090183692	0.04260716666887676
836	KIC9005973	1.122	0.0743034319530397	0.0691158447825099	1.452	0.0384837628097877	0.0375765884561119	6131	57	57	2.539	0.214719268567862	0.214719268567862	-0.128	0.1	0.1	4.164	0.0143178210632764	0.0152315462117278	0.3667	0.0159856368030804	0.0142177278072131	3.7752457	MS	F	NA	serenelli17	6.39123336611184	2.61915810144282	0.929701516881422	8.45684397667831	A	3.787531316127234	0.004018988900095888	0.004056528544987614	0.40466270087372225	0.03525696259754063	0.03837411900194532
837	KIC9025370	0.956	0.0405215991787096	0.0414849370253831	0.997	0.0148660687473185	0.0158113883008419	5659	73	73	1.574	0.141076619597965	0.141076619597965	-0.033	0.1	0.1	4.42	0.0076157731058639	0.0076157731058639	0.9631	0.0096590277461036	0.0086026699343866	4.0846417	MS	G	NA	serenelli17	4.28904478054878	1.5384883173601	1.28998056193674	8.9629364420562	A	3.752739693935328	0.0055664877899790355	0.005638762570341793	0.19700472802304578	0.037278798527938306	0.04078175908991577
838	KIC9026479	1.187	0.0551543289325507	0.0645135644651572	2.303	0.0572712842531054	0.0590931468107766	5601	69	69	5.405	0.486878375744003	0.486878375744003	-0.217	0.101	0.101	3.785	0.0094868329805051	0.0094868329805051	0.09685	0.0032532840330964	0.0032103988848739	4.1226607	PMS	G	NA	serenelli17	5.04077057277624	2.52636628449592	1.23192287091591	9.00792554567998	A	3.748265572668741	0.005317486224165613	0.005383401231467744	0.7327956982893292	0.03745807496469544	0.04099643373003958
839	KIC9026685	1.073	0.047927027865287	0.047927027865287	1.737	0.0313049516849971	0.0313049516849971	5618	58	58	2.913	0.28128605729995	0.28128605729995	0.007	0.1	0.1	3.988	0.0094339811320566	0.0094339811320566	0.2046	0.0051410237307369	0.0051937626052795	4.1115172	PMS	G	NA	serenelli17	4.46663819806962	1.80224246891175	1.03239587041652	9.65623265705287	A	3.749581734865559	0.004460651919877101	0.004506943283501652	0.46434048462766725	0.04003332120860975	0.044101803279391116
840	KIC9049593	1.157	0.0892020179143947	0.0976217188949262	1.414	0.0528015151297763	0.0520096144957834	5788	59	59	2.614	0.217129480850223	0.217129480850223	0.202	0.1	0.1	4.197	0.019313207915828	0.019313207915828	0.4067	0.0247795419852749	0.0243676363441348	4.0000822	MS	G	NA	serenelli17	8.07362734698881	3.70619270245968	1.01935038009675	8.30640707154641	A	3.762528522447	0.004404571390284051	0.00444970019738733	0.4173055832445255	0.03465414890152024	0.03766100951024903
841	KIC9051235	1.251	0.0554616984954482	0.0581807528311554	2.062	0.108503456166152	0.0966902270139025	5669	65	65	5.985	0.515277718811807	0.515277718811807	0.207	0.1	0.1	3.905	0.0302654919008431	0.0322490309931942	0.1418	0.0165375512092934	0.0175104140442195	4.0780867	PMS	G	NA	serenelli17	4.54206440154291	4.97559852521955	1.14658669959428	8.60948569443287	A	3.75350645699097	0.004951231619495289	0.00500833037723325	0.7770641547424295	0.03586775715749302	0.03909887864837669
842	KIC9073645	1.373	0.0777946013551069	0.0702922470831599	2.342	0.0876641317757725	0.0796492310069595	6438	64	64	8.356	0.740955343971847	0.740955343971847	-0.152	0.1	0.1	3.836	0.021377558326432	0.021377558326432	0.1067	0.0080795633700095	0.0078672381589729	3.5740072	MS	F	NA	serenelli17	5.39282040925953	3.57201884677054	0.994097545821684	8.8673449493998	A	3.808750972349595	0.00429599281051285	0.004338913211880957	0.921998431308271	0.03689763150031189	0.04032597684569794
843	KIC9073950	1.352	0.0921791733527699	0.0878179936004006	3.841	0.0900499861188218	0.0883232698670062	5281	70	70	10.29	0.990584908537698	0.990584908537698	-0.166	0.101	0.101	3.399	0.0089442719099991	0.0089442719099991	0.02387	0.0002861239242006	0.0002864619520983	4.3324207	PMS	G	NA	serenelli17	6.65669996128589	2.32196375925316	1.32550653285363	9.62667549599318	A	3.7227161674884948	0.005718783485760159	0.005795094321733529	1.012415374762433	0.03991624403068639	0.04395974132020164
845	KIC9093289	1.237	0.0558659108938537	0.0682422156732913	1.448	0.0326955654485436	0.0336154726279432	6285	57	57	3.143	0.279932795330638	0.279932795330638	-0.011	0.1	0.1	4.207	0.0143178210632764	0.0152315462117278	0.4056	0.0191918096072257	0.0161968532746333	3.6742987	MS	F	NA	serenelli17	5.01649662761297	2.28974578993394	0.906921241050119	8.90654773562323	A	3.7983052820219765	0.003920955669093562	0.003956678125893731	0.49734438101758	0.037053991417527465	0.04051283869821287
846	KIC9098294	1.055	0.0399249295553543	0.0380788655293195	1.174	0.0161245154965971	0.0152643375224737	6020	51	51	1.46	0.123333430392102	0.123333430392102	-0.112	0.1	0.1	4.321	0.0067082039324993	0.0067082039324993	0.651	0.0054932803496635	0.0054857723248417	3.8480062	MS	F	NA	serenelli17	3.69686232628786	1.33683360387866	0.847176079734219	8.44749523233576	A	3.7795964912578244	0.003663741615124394	0.0036949123661500494	0.1643528557844371	0.035219525743137386	0.03832976941914609
847	KIC9116461	1.208	0.0511077293567225	0.0537121960079831	1.251	0.0295465734053883	0.0295465734053883	6470	47	47	2.402	0.193508830913632	0.193508830913632	-0.116	0.1	0.1	4.324	0.0120415945787923	0.0130384048104053	0.6161	0.0261437877133364	0.0284005921769248	3.5530312	MS	F	NA	serenelli17	4.3385730697312	2.36183640330842	0.726429675425039	8.05615449265747	A	3.8109042806687006	0.0031434403268990607	0.003166358654600021	0.3805730030668873	0.03364950778640735	0.03647733604695247
848	KIC9119139	1.098	0.0559016994374947	0.0559016994374947	1.753	0.0769025357189215	0.0710633520177595	5475	74	74	2.943	0.266231259436829	0.266231259436829	0.2	0.1	0.1	3.99	0.0253179778023443	0.0263058928759318	0.2031	0.0197599418015337	0.0192661698321176	4.2052537	PMS	G	NA	serenelli17	5.09122945696673	4.22036188638565	1.35159817351598	9.04625414328336	A	3.738384123512156	0.005830601302009963	0.005909946230962415	0.46879026209961094	0.037610751685989374	0.041179410163969254
849	KIC9138680	1.416	0.0554436651025164	0.0554436651025164	2.477	0.0537121960079831	0.0528015151297763	5990	60	60	7.756	0.670259576550073	0.670259576550073	0.129	0.099	0.099	3.8	0.0126491106406735	0.0126491106406735	0.09307	0.0042331129207711	0.0040786180257533	3.8676712	MS	G	NA	serenelli17	3.91551307221161	2.15005472623657	1.0016694490818	8.64182022369873	A	3.7774268223893115	0.004328552263157537	0.00437212902504891	0.8896378004066677	0.035997033321605865	0.039252561911090944
