ID	component	M	eM	R	eR	Teff	eTeff	L	eL	logg	elogg	FeH	eFeH	logL	elogL1	elogL2	elogL	logTeff	elogTeff1	elogTeff2	elogTeff
HD 211749	NA	1.16	0.03	1.31	0.02	6315.0	77.0	2.46	0.14	4.267	0.01	-0.14	0.1	0.39093510710337914	0.02403824086743883	0.025447122212479523	0.024742681539959177	3.8003733548913496	0.005263411414585306	0.005327984470224756	0.005295697942405031
HD 212560	NA	1.15	0.04	1.36	0.03	6143.0	77.0	2.37	0.16	4.23	0.012	-0.04	0.1	0.37474834601010387	0.02837217516571411	0.030356072324993155	0.029364123745353632	3.788380515319563	0.005409869371255649	0.005478109344918547	0.005443989358087098
HD 213677	NA	0.88	0.04	0.94	0.01	5846.0	77.0	0.93	0.053	4.436	0.007	-0.38	0.1	-0.03151705144606486	0.02407056927820053	0.025483355187894616	0.024776962233047574	3.7668588110214176	0.0056829216195257715	0.005758272063275172	0.0057205968414004715
HD 213735	NA	1.09	0.05	1.31	0.02	5962.0	77.0	1.95	0.12	4.238	0.008	-0.04	0.1	0.290034611362518	0.0259357340943997	0.027583521632088548	0.026759627863244123	3.775391971696612	0.005573057911704815	0.005645504517158617	0.005609281214431716
HD 216899	NA	0.569	0.057	0.5492	0.003	3712.0	14.0	0.05159	0.00052	4.714	0.044	-0.07	0.04	-1.2874344721266917	0.004355545293452723	0.004399670017768198	0.00437760765561046	3.5696079675468244	0.001634883013399424	0.0016410607236703179	0.001637971868534871
HD 217987	NA	0.486	0.012	0.4694	0.0014	3692.0	56.0	0.0369	0.0022	4.782	0.011	-0.17	0.09	-1.4329736338409396	0.025150391236806513	0.026696891368186648	0.02592364130249658	3.5672616923538745	0.0065378898618662085	0.006637817803944568	0.006587853832905388
HD 219134	NA	0.777	0.004	0.7778	0.0049	4799.0	34.0	0.289	0.0074	4.55	0.01	0.06	0.02	-0.5391021572434522	0.01098035655074281	0.011265192286473269	0.011122774418608039	3.681150749932421	0.003066045206459478	0.0030878449580757916	0.0030769450822676347
HD 219869	B	1.006	0.0021	1.11	0.023	6237.0	101.0	1.68	0.13	4.35	0.018	-0.39	0.07	0.22530928172586284	0.032369293143321654	0.0349775835555714	0.03367343834944653	3.794975744051132	0.006976490803149993	0.007090393110207316	0.007033441956678654
HD 224974	A	1.2479	0.0061	1.27	0.19	6221.0	85.0	2.16	0.77	4.33	0.13	0.04	0.03	0.3344537511509309	0.1324138692031786	0.19143895089683577	0.16192641005000719	3.7938602013426697	0.00589376506921635	0.005974850401745169	0.005934307735480759
HD 224974	B	1.2247	0.0059	1.04	0.24	6171.0	75.0	1.42	0.84	4.49	0.2	0.04	0.03	0.15228834438305647	0.2018200947643444	0.3888603508201192	0.2953402227922318	3.7903555464143865	0.005246433479793033	0.005310588082842571	0.005278510781317802
HD 225213	NA	0.39	0.01	0.3794	0.0023	3615.0	21.0	0.02214	0.00042	4.871	0.012	-0.26	0.09	-1.654822383457296	0.008161478768600627	0.00831779562589463	0.008239637197247629	3.5581083016305497	0.0025155729193802046	0.002530228857594796	0.0025229008884875004
HD 234856	NA	1.137	0.063	1.382	0.022	6179.0	77.0	2.51	0.15	4.213	0.006	-0.08	0.1	0.3996737214810381	0.025207915150028848	0.02676171851093151	0.02598481683048018	3.7909181952145783	0.00537854483721345	0.005445991908190173	0.005412268372701812
HD 241253	NA	0.78	0.03	0.79	0.03	5929.0	35.0	0.695	0.055	4.53	0.04	-1.11	0.05	-0.15801519540988615	0.0330764588015862	0.035804830606226745	0.034440644703906474	3.7729814503449637	0.0025561844359933694	0.002571318831057212	0.002563751633525291
HD 265866	NA	0.36	0.016	0.338	0.013	3546.0	74.0	0.01627	0.00049	4.937	0.039	-0.2	0.12	-1.7886124470631413	0.012886461357398904	0.013280554063457295	0.0130835077104281	3.549738731264899	0.008969839268266888	0.009159014760444784	0.009064427014355836
HD 284248	NA	0.81	0.02	1.01	0.04	6270.0	33.0	1.42	0.12	4.33	0.05	-1.55	0.05	0.15228834438305647	0.0352323764534066	0.03834499207621976	0.03678868426481318	3.7972675408307164	0.0022797662948987885	0.002291796779584576	0.0022857815372416823
HD 284753	B	0.409	0.005	0.408	0.009	3589.0	99.0	0.0249	0.003	4.829	0.019	-0.26	0.26	-1.6038006529042637	0.04940485617786128	0.05575523225561807	0.052580044216739674	3.5549734583332397	0.011817454048351994	0.012148031374060064	0.01198274271120603
HD 285968	NA	0.486	0.011	0.457	0.021	3716.0	90.0	0.03581	0.00089	4.806	0.042	-0.18	0.03	-1.445995678988097	0.010661743240186317	0.010930085978370974	0.010795914609278645	3.5700757053216043	0.010393078629397312	0.010647905562114701	0.010520492095756007
HD 298986	NA	0.767	0.006	1.046	0.014	6341.0	46.0	1.594	0.017	4.29	0.02	-1.33	0.04	0.20248831706009357	0.004607223359124474	0.004656623731190662	0.004631923545157568	3.8021577531869615	0.003139162971023346	0.003162018743080086	0.003150590857051716
HD 349726	NA	0.303	0.03	0.323	0.014	3494.0	62.0	0.01423	0.00024	4.901	0.057	-0.35	0.08	-1.8467950999157157	0.007263631034753137	0.007387185592456769	0.007325408313604953	3.543322900646912	0.007638851651264211	0.007775621470244243	0.007707236560754227
M4 V69	A	0.7665	0.0053	0.8656	0.0098	6081.0	126.0	0.923	0.079	4.44	0.13	-1.2	0.1	-0.03479829897408793	0.03566602050531484	0.038859254400256976	0.03726263745278591	3.7839750034126713	0.008906741972725563	0.009093237593875259	0.00899998978330041
M4 V69	B	0.7278	0.0049	0.8074	0.008	5916.0	136.0	0.719	0.068	4.48	0.12	-1.2	0.1	-0.14327110961711742	0.03924584197618193	0.04314790181469061	0.04119687189543627	3.772028165324855	0.009870754026294115	0.01010032690432583	0.009985540465309972
OGLE SMC-ECL- 6249	A	0.8618	0.0048	1.1833	0.0033	6026.0	42.0	1.648	0.049	4.227	0.002	-0.71	0.1	0.21695720736109697	0.012724634956578773	0.013108743614862278	0.012916689285720526	3.7800291273373383	0.003016444777354632	0.003037542480933464	0.003026993629144048
OGLE SMC-ECL- 6249	B	0.8268	0.0046	1.0044	0.0039	5957.0	41.0	1.14	0.039	4.352	0.003	-0.71	0.1	0.05690485133647256	0.014608953758616518	0.015117532364720791	0.014863243061668654	3.7750276000988445	0.0029788613246637397	0.002999434773989673	0.0029891480493267064
TYC  173-3208-1	NA	0.293	0.007	0.3187	0.0041	3292.0	27.0	0.01075	0.00022	4.898	0.015	-0.19	0.11	-1.9685915357483759	0.008798163323086916	0.008980093066137673	0.008889128194612295	3.5174598265402324	0.0035474258683714233	0.003576640929139785	0.003562033398755604
TYC  246-1068-1	NA	0.42	0.03	0.427	0.016	3516.0	68.0	0.02505	0.00051	4.801	0.045	-0.39	0.06	-1.6011922697967356	0.008753119283098076	0.008933171812278928	0.008843145547688502	3.5460488664017342	0.008319134588353538	0.008481609249058941	0.00840037191870624
TYC  246-471-1	NA	0.81	0.03	0.9	0.04	6056.0	33.0	0.982	0.09	4.44	0.05	-1.12	0.05	-0.00788851221305034	0.03808329756980158	0.041746633410826586	0.039914965490314085	3.7821858664920165	0.002360107562505931	0.0023730033214359736	0.0023665554419709522
TYC  281-956-1	NA	0.74	0.02	0.91	0.03	6151.0	32.0	1.068	0.074	4.39	0.04	-1.98	0.05	0.028571252692537637	0.029094851217291655	0.03118486829522428	0.030139859756257967	3.788945727023748	0.002253519475127419	0.002265273827099179	0.002259396651113299
TYC  502-308-1	NA	0.76	0.01	0.95	0.03	6076.0	31.0	1.108	0.074	4.36	0.04	-1.5	0.05	0.04453976039241098	0.028077716152825637	0.03001922163448727	0.029048468893656455	3.7836177651907485	0.002210154805116993	0.0022214599939580637	0.0022158073995375283
TYC  800-1325-1	NA	1.22	0.03	1.3	0.009	6307.0	77.0	2.445	0.029	4.31	0.1	-0.04	0.1	0.388278863459639	0.005120831833462791	0.0051819335105448006	0.005151382672003796	3.7998228309933197	0.005270047349353213	0.005334784334150022	0.005302415841751618
TYC  882-1111-1	NA	0.333	0.019	0.339	0.016	3291.0	76.0	0.01212	8e-05	4.901	0.047	-0.23	0.12	-1.9164973801697325	0.002857210844480651	0.0028761329084616705	0.0028666718764711607	3.5173278822943734	0.009915234093714975	0.010146905034132736	0.010031069563923856
TYC 1598-325-1	NA	0.296	0.03	0.31	0.012	3500.0	60.0	0.01392	0.00016	4.927	0.055	-0.33	0.08	-1.8563607647254567	0.004963419531550217	0.005020801375050787	0.004992110453300502	3.5440680443502757	0.007381953622599635	0.0075096017787457114	0.007445777700672673
TYC 1979-2518-1	NA	0.7	0.02	0.72	0.02	5879.0	32.0	0.558	0.033	4.56	0.04	-1.86	0.05	-0.25336580106242124	0.02495328194367666	0.026474895531621856	0.025714088737649257	3.769303460189082	0.002357499159805432	0.0023703663517977702	0.002363932755801601
TYC 1984-2613-1	NA	0.472	0.047	0.438	0.014	3444.0	55.0	0.02431	0.00034	4.829	0.051	-0.22	0.08	-1.6142150411566643	0.0060319647699129675	0.006116924809681956	0.006074444789797462	3.537063142781617	0.006880799701289408	0.0069915739442389935	0.006936186822764201
TYC 2020-808-1	NA	0.78	0.02	1.02	0.04	6457.0	31.0	1.63	0.13	4.31	0.04	-2.43	0.05	0.21218760440395779	0.03332506341019198	0.03609634534827655	0.034710704379234264	3.8100307864058394	0.0020800547972603667	0.0020900651903401624	0.0020850599938002645
TYC 2063-479-1	NA	0.517	0.013	0.541	0.013	3610.0	60.0	0.0447	0.002	4.686	0.024	-0.2	0.04	-1.3496924768680636	0.019009357434175644	0.019879648106912562	0.019444502770544103	3.5575072019056577	0.007158862346431594	0.007278848850563513	0.007218855598497553
TYC 2197-1464-1	NA	0.8	0.02	1.12	0.04	6107.0	33.0	1.57	0.12	4.24	0.04	-1.24	0.05	0.19589965240923377	0.03198705220443976	0.03453165017425883	0.03325935118934929	3.7858279199958655	0.002340451145302236	0.002353132413619008	0.002346791779460622
TYC 2257-765-1	A	0.844	0.045	0.814	0.016	4984.0	87.0	0.368	0.029	4.544	0.008	0.11	0.05	-0.43415218132648237	0.03294268808959744	0.03564812047043553	0.034295404280016484	3.697578033651113	0.007515576896760301	0.0076479296328950674	0.007581753264827684
TYC 2483-160-1	A	1.2377	0.0009	1.3826	0.0025	6053.0	98.0	2.31	0.15	4.2492	0.0016	0.34	0.34	0.36361197989214433	0.02732312721123481	0.029158228741213432	0.02824067797622412	3.781970673912552	0.006975053111196061	0.00708890809375573	0.007031980602475896
TYC 2483-160-1	B	1.202	0.0008	1.314	0.0012	5984.0	96.0	1.99	0.13	4.2808	0.0009	0.34	0.34	0.29885307640970665	0.02748278451904479	0.02934013219179038	0.028411458355417585	3.776991584856405	0.0069119944163302804	0.007023783526962202	0.006967888971646241
TYC 3012-2528-1	NA	0.403	0.04	0.4028	0.009	3497.0	40.0	0.02186	0.00022	4.833	0.048	-0.52	0.04	-1.6603498423863159	0.004348911443477155	0.004392901179152364	0.0043709063113147595	3.5436956323092446	0.004939427505506799	0.004996252766837905	0.004967840136172352
TYC 3120-325-1	NA	1.019	0.03	1.039	0.009	6134.0	91.0	1.363	0.056	4.412	0.004	-0.24	0.1	0.13449585583467355	0.017486539622800473	0.01822026825412927	0.017853403938464872	3.7877437716464666	0.006395584121307252	0.006491177398010084	0.006443380759658668
TYC 3120-887-1	NA	1.178	0.049	1.36	0.018	6343.0	85.0	2.73	0.16	4.243	0.008	-0.04	0.1	0.436162647040756	0.024735195715791858	0.026229523709461522	0.02548235971262669	3.802294711397464	0.005781156693843048	0.005859152587289529	0.0058201546405662885
TYC 3120-967-1	NA	1.034	0.015	1.089	0.009	6045.0	77.0	1.427	0.076	4.378	0.003	-0.06	0.1	0.15442397311464698	0.022535007472261198	0.023768624092616403	0.0231518157824388	3.7813963051967905	0.005497020064525238	0.005567490732178104	0.005532255398351671
TYC 3121-559-1	NA	1.068	0.035	1.08	0.012	6107.0	77.0	1.462	0.081	4.395	0.005	-0.04	0.1	0.16494737262184164	0.02341855344130661	0.024753694043210345	0.024086123742258478	3.7858279199958655	0.005441560914402732	0.005510607855714333	0.005476084385058533
TYC 3124-1264-1	NA	1.159	0.051	1.297	0.015	6270.0	79.0	2.41	0.13	4.275	0.008	-0.04	0.1	0.3820170425748684	0.02281667404506965	0.024082195574414544	0.023449434809742098	3.7972675408307164	0.005437786243635667	0.005506736817811664	0.0054722615307236655
TYC 3125-1178-1	NA	0.9	0.03	0.8	0.03	5091.0	97.0	0.344	0.007	4.586	0.036	0.23	0.12	-0.46344155742846993	0.008748673894294012	0.008928541700191472	0.008838607797242742	3.706803097037338	0.008196870374704623	0.008354559022008878	0.008275714698356751
TYC 3125-1178-1	NA	0.9	0.03	0.8	0.03	5091.0	97.0	0.344	0.007	4.586	0.036	0.23	0.12	-0.46344155742846993	0.008748673894294012	0.008928541700191472	0.008838607797242742	3.706803097037338	0.008196870374704623	0.008354559022008878	0.008275714698356751
TYC 3125-976-1	NA	1.199	0.03	1.399	0.012	6169.0	50.0	2.58	0.1	4.224	0.007	0.09	0.08	0.41161970596323016	0.01651508806555868	0.017168025137013876	0.01684155660128628	3.7902147702439795	0.0035057865695438117	0.0035343170473307595	0.0035200518084372856
TYC 3127-167-1	A	1.043	0.014	0.9399	0.005	5794.0	133.0	0.897	0.083	4.517	0.008	-0.05	0.09	-0.047207556955907906	0.03843363264840276	0.04216803815489083	0.04030083540164679	3.762978490867743	0.009856436371275201	0.01008533598314898	0.00997088617721209
TYC 3127-167-1	B	0.986	0.015	0.941	0.005	5741.0	145.0	0.867	0.088	4.491	0.008	-0.05	0.09	-0.06198090252378971	0.04198427410753604	0.04648163980364582	0.04423295695559093	3.7589875468676195	0.010832710895972486	0.011109841047829416	0.010971275971900951
TYC 3129-1587-1	NA	0.989	0.023	1.125	0.009	6068.0	108.0	1.55	0.11	4.327	0.003	-0.99	0.19	0.1903316981702915	0.029776389869763636	0.03196920607504186	0.03087279797240275	3.783045572114693	0.007661715212986753	0.007799312374456413	0.007730513793721583
TYC 3129-174-1	NA	0.94	0.04	0.85	0.04	5263.0	102.0	0.497	0.01	4.552	0.045	0.25	0.12	-0.3036436112666679	0.008651570600003877	0.008827427518697806	0.008739499059350841	3.7212333700172775	0.008336356284692314	0.008499510947325817	0.008417933616009066
TYC 3129-174-1	NA	0.94	0.04	0.85	0.04	5263.0	102.0	0.497	0.01	4.552	0.045	0.25	0.12	-0.3036436112666679	0.008651570600003877	0.008827427518697806	0.008739499059350841	3.7212333700172775	0.008336356284692314	0.008499510947325817	0.008417933616009066
TYC 3129-329-1	NA	0.749	0.02	0.753	0.01	5172.0	75.0	0.41	0.19	4.56	0.18	-0.52	0.12	-0.38721614328026455	0.16536739366390815	0.2703611758975293	0.21786428478071873	3.7136585162083566	0.0062525479899822045	0.006343882619648689	0.0062982153048154466
TYC 3129-3292-1	NA	1.005	0.035	1.254	0.012	5853.0	77.0	1.663	0.093	4.245	0.006	-0.23	0.1	0.22089224921951925	0.02363226235056451	0.024992596810285483	0.024312429580424996	3.7673785241141804	0.005676169250082186	0.005751339552597656	0.005713754401339921
TYC 3131-1199-1	NA	0.81	0.019	0.772	0.006	5417.0	75.0	0.467	0.025	4.57	0.003	-0.32	0.07	-0.33068311943388784	0.02264822220124818	0.023894611217020245	0.023271416709134213	3.733758835587203	0.005971692977514653	0.006054951901848682	0.006013322439681668
TYC 3131-830-1	NA	0.834	0.021	0.871	0.008	5510.0	15.0	0.626	0.037	4.477	0.005	-0.19	0.03	-0.20342566678957033	0.024939195194343483	0.026459038423328057	0.02569911680883577	3.741151598851785	0.001180683505363156	0.0011839020922757015	0.0011822927988194287
TYC 3132-1582-1	NA	1.222	0.04	1.402	0.018	6173.0	101.0	2.57	0.18	4.23	0.005	-0.13	0.15	0.4099331233312945	0.02939957049896813	0.03153522238315687	0.0304673964410625	3.7904962769671093	0.0070482373946170185	0.007164514079685436	0.007106375737151227
TYC 3132-651-1	NA	1.239	0.051	1.417	0.021	6463.0	110.0	3.04	0.17	4.228	0.008	0.09	0.11	0.48287358360875376	0.023631448796118337	0.024991686874761443	0.02431156783543989	3.810434155922673	0.007329476357694986	0.007455300587411173	0.00739238847255308
TYC 3133-248-1	NA	1.148	0.051	1.345	0.018	6239.0	94.0	2.64	0.15	4.24	0.008	-0.14	0.1	0.42160392686983106	0.024000276403766507	0.02540457977409466	0.024702428088930584	3.7951149856303634	0.006494502396955593	0.006593098407890352	0.006543800402422972
TYC 3133-362-1	NA	0.93	0.016	1.048	0.005	5719.0	77.0	1.059	0.058	4.362	0.002	-0.12	0.1	0.024895960107484977	0.023157213008124077	0.024461882628166384	0.023809547818145232	3.7573200965466724	0.005808280252464382	0.005887014727325113	0.005847647489894747
TYC 3134-218-1	NA	0.899	0.009	0.916	0.006	5669.0	75.0	0.78	0.029	4.468	0.003	-0.18	0.1	-0.10790539730951958	0.015853918921791915	0.01645466568631203	0.016154292304051972	3.75350645699097	0.005707974243273739	0.005783994955461669	0.005745984599367704
TYC 3134-978-1	A	1.2259	0.0024	1.4072	0.0022	6530.0	220.0	2.82	0.39	4.2298	0.0016	0.1	0.13	0.45024910831936105	0.056255924085511055	0.06464283472104893	0.06044937940327999	3.814913181275074	0.014390591555951016	0.01488382203093952	0.014637206793445268
TYC 3134-978-1	B	1.2275	0.0028	1.403	0.0025	6530.0	220.0	2.82	0.39	4.233	0.0018	0.1	0.13	0.45024910831936105	0.056255924085511055	0.06464283472104893	0.06044937940327999	3.814913181275074	0.014390591555951016	0.01488382203093952	0.014637206793445268
TYC 3135-624-1	NA	1.101	0.025	1.322	0.007	5680.0	15.0	1.625	0.09	4.233	0.003	0.27	0.03	0.21085336531489318	0.02341075906389614	0.02474498550168791	0.024077872282792026	3.754348335711019	0.001145392704100523	0.0011484215116026597	0.0011469071078515913
TYC 3138-1820-1	NA	1.068	0.04	1.339	0.018	5952.0	75.0	2.04	0.12	4.213	0.008	-0.08	0.1	0.3096301674258988	0.024823583725032128	0.026328938722349204	0.025576261223690666	3.7746629225378223	0.005438268930089141	0.005507231823423719	0.00547275037675643
TYC 3142-403-1	NA	1.058	0.075	1.164	0.024	5625.0	20.0	1.265	0.086	4.325	0.004	0.27	0.04	0.10209052551183669	0.02856482351019389	0.03057672041674761	0.02957077196347075	3.7501225267834	0.0015414194775864587	0.0015469098524083513	0.001544164664997405
TYC 3143-604-1	A	1.0351	0.0055	1.072	0.002	6486.0	134.0	1.83	0.15	4.3927	0.0024	-0.46	0.1	0.26245108973042947	0.03421410053110163	0.03714180800456657	0.0356779542678341	3.811976944336954	0.008881045102746121	0.009066454917914246	0.008973750010330184
TYC 3143-604-1	B	0.9712	0.0038	1.0102	0.0016	6397.0	118.0	1.54	0.11	4.4166	0.0019	-0.46	0.1	0.18752072083646307	0.029963223377443254	0.03218468337140126	0.03107395337442226	3.805976350717563	0.007938069331040687	0.008085867659213708	0.008011968495127197
TYC 3144-1550-1	NA	1.099	0.022	1.37	0.009	5775.0	77.0	1.88	0.1	4.205	0.003	0.19	0.1	0.2741578492636798	0.02250734099785129	0.02373784695478587	0.02312259397631858	3.761551988564182	0.005752328889091274	0.005829543660723857	0.0057909362749075655
TYC 3146-1340-1	A	1.277	0.017	1.276	0.011	6714.0	155.0	2.95	0.27	4.332	0.007	0.1	0.08	0.46982201597816303	0.038033855717667875	0.04168722194937419	0.03986053883352103	3.826981336911994	0.009912179464440118	0.01014370600995873	0.010027942737199425
TYC 3146-1340-1	B	1.221	0.016	1.21	0.014	6561.0	166.0	2.45	0.28	4.359	0.009	0.1	0.08	0.3891660843645325	0.0469965626762236	0.052706350516002975	0.049851456596113286	3.8169700377572995	0.010851389925502719	0.011129488942626775	0.010990439434064747
TYC 3146-491-1	B	0.8134	0.0051	0.7494	0.0041	5702.0	79.0	0.535	0.03	4.599	0.0039	-0.46	0.1	-0.27164621797877153	0.023694665798210113	0.025062403902567087	0.0243785348503886	3.756027212973441	0.00597575640167447	0.006059129464038193	0.006017442932856332
TYC 3147-171-1	NA	0.814	0.011	1.027	0.004	5985.0	35.0	1.131	0.06	4.329	0.003	-0.95	0.05	0.05346260492545529	0.022449156557322228	0.02367313409359968	0.023061145325460955	3.7770641547424293	0.002532336515395084	0.002547189013879514	0.002539762764637299
TYC 3148-1870-1	NA	1.249	0.031	1.35	0.013	6343.0	77.0	2.66	0.14	4.274	0.005	-0.03	0.1	0.424881636631067	0.02227639471115228	0.023481095849522904	0.022878745280337592	3.802294711397464	0.005240316671389245	0.005304320851777344	0.0052723187615832945
TYC 3531-451-1	NA	1.091	0.097	1.09	0.027	6045.0	77.0	1.43	0.1	4.399	0.007	0.06	0.1	0.1553360374650618	0.029355393352537007	0.03148439649797606	0.030419894925256534	3.7813963051967905	0.005497020064525238	0.005567490732178104	0.005532255398351671
TYC 3541-2136-1	B	1.129	0.091	1.137	0.027	6302.0	77.0	1.84	0.13	4.375	0.008	0.1	0.1	0.2648178230095365	0.02964840315205647	0.031821712617382675	0.03073505788471957	3.799478398837981	0.0052742033124792975	0.005339043070207161	0.005306623191343229
TYC 3546-941-1	B	0.8339	0.0042	0.995	0.015	6026.0	111.0	1.15	0.14	4.366	0.013	-0.73	0.1	0.06069784035361165	0.04989186994563733	0.05637646657096917	0.05313416825830325	3.7800291273373383	0.007926995946593518	0.008074378373389202	0.00800068715999136
TYC 3547-268-1	NA	1.257	0.045	1.423	0.009	6548.0	82.0	3.41	0.19	4.215	0.026	0.11	0.1	0.5327543789924978	0.023548121774789488	0.024898507296666872	0.02422331453572818	3.816108670739904	0.005404857664869311	0.005472970464366789	0.00543891406461805
TYC 3549-2811-1	NA	1.035	0.02	0.9802	0.0067	5875.0	13.0	1.031	0.017	4.471	0.004	0.01	0.01	0.013258665283516512	0.007102617364191259	0.007220710286199335	0.007161663825195297	3.7690078709437738	0.0009599303856688834	0.000962056841356862	0.0009609936135128727
TYC 3551-189-1	NA	1.068	0.019	1.237	0.006	5793.0	74.0	1.581	0.043	4.28	0.003	0.12	0.07	0.19893186993220904	0.011654154972947417	0.011975534466796806	0.011814844719872111	3.762903528499057	0.005512559717274712	0.005583431952384643	0.005547995834829678
TYC 3556-3445-1	NA	0.979	0.017	1.15	0.003	5852.0	77.0	1.397	0.074	4.312	0.002	-0.18	0.1	0.14519640611418191	0.022416266613348224	0.023636561926680955	0.02302641427001459	3.767304317453273	0.005677132891690473	0.005752328889091274	0.005714730890390873
TYC 3556-878-1	NA	0.885	0.023	0.881	0.008	5457.0	77.0	0.598	0.025	4.494	0.003	0.05	0.1	-0.22329881601158919	0.017786862670758796	0.018546562021020868	0.018166712345889832	3.736953953783146	0.006085201021787334	0.006171678116756674	0.006128439569272004
TYC 3556-909-1	NA	0.969	0.017	1.149	0.009	6047.0	77.0	1.59	0.085	4.304	0.003	-0.31	0.1	0.2013971243204515	0.022617687052412544	0.023860624390589308	0.023239155721500926	3.7815399686059417	0.005495213420281697	0.005565637476572682	0.00553042544842719
TYC 3557-221-1	B	1.015	0.016	1.034	0.014	5821.0	201.0	1.1	0.16	4.416	0.01	-0.31	0.09	0.04139268515822508	0.05897785995933783	0.06826483155852639	0.06362134575893211	3.7649975992848805	0.014743151891860151	0.015261283715819474	0.015002217803839812
TYC 3557-295-1	NA	1.13	0.05	1.234	0.015	6335.0	40.0	1.62	0.2	4.28	0.004	-0.29	0.04	0.20951501454263097	0.05055637344244382	0.057226670159574444	0.05389152180100913	3.80174661921946	0.0027335698865327274	0.0027508847755788324	0.00274222733105578
TYC 3560-2509-1	NA	1.082	0.048	1.129	0.016	5949.0	77.0	1.438	0.085	4.364	0.005	0.11	0.1	0.15775888604686378	0.024941017289178774	0.026461089449240804	0.02570105336920979	3.774443968924965	0.005585158412373392	0.0056579220169505895	0.005621540214661991
TYC 3565-1235-1	NA	0.83	0.028	0.845	0.009	5180.0	180.0	0.463	0.065	4.502	0.004	-0.09	0.1	-0.33441900898204685	0.05705293151585911	0.0656979189442653	0.0613754252300622	3.714329759745233	0.014835029947537048	0.015359755409214415	0.015097392678375732
TYC 3878-1193-1	NA	0.298	0.013	0.354	0.01	3352.0	55.0	0.0143	0.00039	4.813	0.032	-0.42	0.07	-1.8446639625349381	0.011685758325194584	0.012008907473015418	0.011847332899105001	3.525304009958239	0.007068123609638377	0.0071850628150857965	0.007126593212362087
TYC 4428-1943-1	NA	0.413	0.041	0.4202	0.0068	3412.0	29.0	0.02155	0.00022	4.807	0.046	-0.14	0.12	-1.6665527255032495	0.0044111545443439315	0.004456419047321747	0.004433786795832839	3.5330090224954853	0.003675650125444907	0.0037070247075048357	0.0036913374164748713
TYC 4682-2798-1	NA	0.602	0.015	0.591	0.011	4030.0	67.0	0.0836	0.0083	4.68	0.02	-0.11	0.02	-1.0777937225609837	0.04110923394709487	0.045411301238315716	0.04326026759270529	3.6053050461411096	0.007160917812032874	0.007280973806919722	0.007220945809476298
TYC 4959-178-1	NA	0.461	0.046	0.461	0.024	3498.0	60.0	0.02582	0.00038	4.774	0.063	0.08	0.08	-1.5880437620695984	0.00634505338934388	0.006439130954025263	0.006392092171684571	3.543819805142658	0.0073861386052485045	0.007513932791624267	0.007450035698436386
TYC 4967-579-1	NA	0.79	0.01	1.05	0.04	6592.0	32.0	1.88	0.15	4.29	0.04	-2.92	0.05	0.2741578492636798	0.033338188649533085	0.03611174613488441	0.03472496739220875	3.8190171986890595	0.0021031250877641128	0.002113359313399066	0.0021082422005815893
TYC 5227-1023-1	B	0.839	0.012	0.977	0.0099	5929.0	218.0	1.06	0.16	4.38	0.01	-0.63	0.11	0.02530586526477026	0.061053965409977956	0.07106335582544537	0.06605866061771166	3.7729814503449637	0.015681762775893837	0.016269290180192186	0.015975526478043012
TYC 5834-95-1	A	1.201	0.065	1.367	0.038	6190.0	50.0	2.47	0.16	4.245	0.019	0.07	0.08	0.39269695325966575	0.02725879523009217	0.029084973367521416	0.028171884298806793	3.791690649020118	0.0034939406623060165	0.0035222778789503195	0.003508109270628168
TYC 5871-284-1	NA	0.78	0.03	0.84	0.03	6379.0	35.0	1.053	0.079	4.48	0.04	-2.69	0.05	0.022428371185486493	0.03141805566676609	0.033869414306870974	0.03264373498681853	3.8047526021504603	0.0023763534419614096	0.0023894278409128944	0.002382890641437152
TYC 5962-2159-1	A	0.956	0.012	0.997	0.0039	5495.0	101.0	0.817	0.061	4.421	0.003	0.09	0.13	-0.08777794346758454	0.03127245937368705	0.03370026103120892	0.03248636020244798	3.7399676967595092	0.007910009060280832	0.008056754642636665	0.007983381851458748
TYC 5962-2159-1	B	0.6741	0.005	0.6899	0.007	3972.0	110.0	0.107	0.012	4.589	0.009	0.09	0.13	-0.9706162223147904	0.04616318370732109	0.05166017239636178	0.048911678051841434	3.5990092398233435	0.011863760556708236	0.012196970379967809	0.012030365468338022
TYC 6296-1893-1	B	0.649	0.015	0.652	0.013	4009.0	166.0	0.099	0.017	4.624	0.012	0.07	0.03	-1.00436480540245	0.06882279462936858	0.08182134221383319	0.07532206842160089	3.6030360562505215	0.01762042356909932	0.018365671786172655	0.017993047677635987
TYC 6296-2012-1	A	1.121	0.013	1.1779	0.0071	6138.0	99.0	1.77	0.11	4.346	0.005	0.07	0.03	0.24797326636180664	0.026184582901873227	0.02786517832175156	0.027024880611812394	3.7880268840958036	0.006948859955328235	0.007061854487486752	0.007005357221407493
TYC 6296-2012-1	B	0.733	0.0051	0.64	0.017	4498.0	104.0	0.151	0.016	4.69	0.022	0.07	0.03	-0.8210230527068306	0.04373952385441382	0.04864317879816327	0.04619135132628854	3.6530194510996132	0.009927163233011349	0.010159398515121598	0.010043280874066474
